model,shots,error_rate,seed,method,unique_strings,exact_recovery,correct_bits,percentage_correct,hamming_distance,runtime_seconds,bootstrap_exact_stability,bootstrap_stable_bits
independent,500,0.03,12354,most_frequent,460,True,98,100.0,0,0.0027112079988000914,1.0,98
independent,500,0.03,12354,bitwise_majority,460,True,98,100.0,0,0.0027062909975938965,1.0,98
independent,500,0.03,12354,weighted_observed_medoid,460,True,98,100.0,0,0.005751334003434749,1.0,98
independent,500,0.03,12354,cluster_consensus,460,True,98,100.0,0,0.005232749997958308,1.0,98
independent,1000,0.03,12355,most_frequent,886,True,98,100.0,0,0.005387417000747519,1.0,98
independent,1000,0.03,12355,bitwise_majority,886,True,98,100.0,0,0.005154708000191022,1.0,98
independent,1000,0.03,12355,weighted_observed_medoid,886,True,98,100.0,0,0.010260874998493819,1.0,98
independent,1000,0.03,12355,cluster_consensus,886,True,98,100.0,0,0.007679624999582302,1.0,98
independent,2000,0.03,12356,most_frequent,1658,True,98,100.0,0,0.010215625003183959,1.0,98
independent,2000,0.03,12356,bitwise_majority,1658,True,98,100.0,0,0.009647290997236269,1.0,98
independent,2000,0.03,12356,weighted_observed_medoid,1658,True,98,100.0,0,0.018524584000260802,1.0,98
independent,2000,0.03,12356,cluster_consensus,1658,True,98,100.0,0,0.01256525000280817,1.0,98
independent,50,0.05,12357,most_frequent,50,False,89,90.81632653061224,9,0.0003046669989998918,0.0,63
independent,50,0.05,12357,bitwise_majority,50,True,98,100.0,0,0.0003490839990263339,1.0,98
independent,50,0.05,12357,weighted_observed_medoid,50,False,96,97.95918367346938,2,0.0006434579991037026,0.7,88
independent,50,0.05,12357,cluster_consensus,50,True,98,100.0,0,0.0005753340010414831,1.0,98
independent,100,0.05,12358,most_frequent,100,False,94,95.91836734693878,4,0.0005854579976585228,0.0,58
independent,100,0.05,12358,bitwise_majority,100,True,98,100.0,0,0.0006267919998208527,1.0,98
independent,100,0.05,12358,weighted_observed_medoid,100,False,97,98.9795918367347,1,0.0014722500018251594,0.4,94
independent,100,0.05,12358,cluster_consensus,100,True,98,100.0,0,0.001049291000526864,1.0,98
independent,250,0.05,12359,most_frequent,249,False,97,98.9795918367347,1,0.0014746250017196871,0.1,61
independent,250,0.05,12359,bitwise_majority,249,True,98,100.0,0,0.0014835000001767185,1.0,98
independent,250,0.05,12359,weighted_observed_medoid,249,True,98,100.0,0,0.0051646250030898955,0.8,96
independent,250,0.05,12359,cluster_consensus,249,True,98,100.0,0,0.0032179160007217433,1.0,98
independent,500,0.05,12360,most_frequent,500,False,94,95.91836734693878,4,0.002924750002421206,0.0,55
independent,500,0.05,12360,bitwise_majority,500,True,98,100.0,0,0.0029183329970692284,1.0,98
independent,500,0.05,12360,weighted_observed_medoid,500,False,97,98.9795918367347,1,0.00609887500104378,0.1,92
independent,500,0.05,12360,cluster_consensus,500,True,98,100.0,0,0.005436583000118844,1.0,98
independent,1000,0.05,12361,most_frequent,987,True,98,100.0,0,0.005722832996980287,0.9,95
independent,1000,0.05,12361,bitwise_majority,987,True,98,100.0,0,0.005781874999229331,1.0,98
independent,1000,0.05,12361,weighted_observed_medoid,987,True,98,100.0,0,0.011281708000751678,1.0,98
independent,1000,0.05,12361,cluster_consensus,987,True,98,100.0,0,0.008300166999106295,1.0,98
independent,2000,0.05,12362,most_frequent,1967,True,98,100.0,0,0.012034833001962397,1.0,98
independent,2000,0.05,12362,bitwise_majority,1967,True,98,100.0,0,0.01171858299858286,1.0,98
independent,2000,0.05,12362,weighted_observed_medoid,1967,True,98,100.0,0,0.022430165998230223,1.0,98
independent,2000,0.05,12362,cluster_consensus,1967,True,98,100.0,0,0.015854291999858106,1.0,98
independent,50,0.1,12363,most_frequent,50,False,90,91.83673469387755,8,0.00030949999927543104,0.0,38
independent,50,0.1,12363,bitwise_majority,50,True,98,100.0,0,0.0003586669990909286,1.0,98
independent,50,0.1,12363,weighted_observed_medoid,50,False,93,94.89795918367346,5,0.000653665996651398,0.5,78
independent,50,0.1,12363,cluster_consensus,50,True,98,100.0,0,0.0006629999988945201,1.0,98
independent,100,0.1,12364,most_frequent,100,False,85,86.73469387755102,13,0.0006064580011297949,0.0,32
independent,100,0.1,12364,bitwise_majority,100,True,98,100.0,0,0.0006361250016198028,1.0,98
independent,100,0.1,12364,weighted_observed_medoid,100,False,95,96.93877551020408,3,0.0014872079991619103,0.4,83
independent,100,0.1,12364,cluster_consensus,100,True,98,100.0,0,0.0011344999984430615,1.0,98
independent,250,0.1,12365,most_frequent,250,False,75,76.53061224489795,23,0.0014631250014645047,0.0,34
independent,250,0.1,12365,bitwise_majority,250,True,98,100.0,0,0.0014943750029488,1.0,98
independent,250,0.1,12365,weighted_observed_medoid,250,False,97,98.9795918367347,1,0.005220374998316402,0.6,88
independent,250,0.1,12365,cluster_consensus,250,True,98,100.0,0,0.0033710829993651714,1.0,98
independent,500,0.1,12366,most_frequent,500,False,88,89.79591836734694,10,0.002951667000161251,0.0,34
independent,500,0.1,12366,bitwise_majority,500,True,98,100.0,0,0.002962375001516193,1.0,98
independent,500,0.1,12366,weighted_observed_medoid,500,False,93,94.89795918367346,5,0.006142458001704654,0.0,80
independent,500,0.1,12366,cluster_consensus,500,True,98,100.0,0,0.00560054200104787,1.0,98
independent,1000,0.1,12367,most_frequent,1000,False,86,87.75510204081633,12,0.005895375001273351,0.0,32
independent,1000,0.1,12367,bitwise_majority,1000,True,98,100.0,0,0.005877874998986954,1.0,98
independent,1000,0.1,12367,weighted_observed_medoid,1000,False,93,94.89795918367346,5,0.011447665998275625,0.0,80
independent,1000,0.1,12367,cluster_consensus,1000,True,98,100.0,0,0.00878358300178661,1.0,98
independent,2000,0.1,12368,most_frequent,2000,False,85,86.73469387755102,13,0.012013708001177292,0.0,30
independent,2000,0.1,12368,bitwise_majority,2000,True,98,100.0,0,0.011724042000423651,1.0,98
independent,2000,0.1,12368,weighted_observed_medoid,2000,False,94,95.91836734693878,4,0.022041125001123874,0.0,76
independent,2000,0.1,12368,cluster_consensus,2000,False,97,98.9795918367347,1,0.014462457998888567,0.0,98
independent,50,0.2,12369,most_frequent,50,False,76,77.55102040816327,22,0.00031033299819682725,0.0,15
independent,50,0.2,12369,bitwise_majority,50,True,98,100.0,0,0.0003590000014810357,1.0,98
independent,50,0.2,12369,weighted_observed_medoid,50,False,87,88.77551020408163,11,0.0006472910026786849,0.7,59
independent,50,0.2,12369,cluster_consensus,50,False,73,74.48979591836735,25,0.0006624580018979032,0.0,7
independent,100,0.2,12370,most_frequent,100,False,74,75.51020408163265,24,0.0006114160023571458,0.2,16
independent,100,0.2,12370,bitwise_majority,100,True,98,100.0,0,0.0006482500029960647,1.0,98
independent,100,0.2,12370,weighted_observed_medoid,100,False,87,88.77551020408163,11,0.001505332998931408,0.5,65
independent,100,0.2,12370,cluster_consensus,100,False,73,74.48979591836735,25,0.001237083000887651,0.0,13
independent,250,0.2,12371,most_frequent,250,False,81,82.65306122448979,17,0.0015039999998407438,0.0,12
independent,250,0.2,12371,bitwise_majority,250,True,98,100.0,0,0.0015812500023457687,1.0,98
independent,250,0.2,12371,weighted_observed_medoid,250,False,90,91.83673469387755,8,0.0052446250010689255,0.7,82
independent,250,0.2,12371,cluster_consensus,250,False,82,83.6734693877551,16,0.0036908750007569324,0.0,10
independent,500,0.2,12372,most_frequent,500,False,69,70.40816326530613,29,0.0031272499982151203,0.0,14
independent,500,0.2,12372,bitwise_majority,500,True,98,100.0,0,0.002967874999740161,1.0,98
independent,500,0.2,12372,weighted_observed_medoid,500,False,89,90.81632653061224,9,0.0061960419989191,0.3,61
independent,500,0.2,12372,cluster_consensus,500,False,82,83.6734693877551,16,0.005937334000918781,0.0,14
independent,1000,0.2,12373,most_frequent,1000,False,76,77.55102040816327,22,0.005931291998422239,0.0,13
independent,1000,0.2,12373,bitwise_majority,1000,True,98,100.0,0,0.005935375000262866,1.0,98
independent,1000,0.2,12373,weighted_observed_medoid,1000,False,87,88.77551020408163,11,0.011546334000740899,0.0,42
independent,1000,0.2,12373,cluster_consensus,1000,False,84,85.71428571428571,14,0.008901542001694907,0.0,15
independent,2000,0.2,12374,most_frequent,2000,False,74,75.51020408163265,24,0.01216112499969313,0.0,9
independent,2000,0.2,12374,bitwise_majority,2000,True,98,100.0,0,0.011819750001450302,1.0,98
independent,2000,0.2,12374,weighted_observed_medoid,2000,False,87,88.77551020408163,11,0.02222454099683091,0.0,36
independent,2000,0.2,12374,cluster_consensus,2000,False,89,90.81632653061224,9,0.014880541999445995,0.0,10
asymmetric,50,,12375,most_frequent,50,False,91,92.85714285714286,7,0.00030708299891557544,0.0,62
asymmetric,50,,12375,bitwise_majority,50,True,98,100.0,0,0.0003477080026641488,1.0,98
asymmetric,50,,12375,weighted_observed_medoid,50,True,98,100.0,0,0.0006449159991461784,0.9,97
asymmetric,50,,12375,cluster_consensus,50,True,98,100.0,0,0.0005894590030948166,1.0,98
asymmetric,100,,12376,most_frequent,100,False,94,95.91836734693878,4,0.0005876249997527339,0.0,71
asymmetric,100,,12376,bitwise_majority,100,True,98,100.0,0,0.0006221669973456301,1.0,98
asymmetric,100,,12376,weighted_observed_medoid,100,True,98,100.0,0,0.0014715839970449451,0.7,95
asymmetric,100,,12376,cluster_consensus,100,True,98,100.0,0,0.001054667001881171,1.0,98
asymmetric,250,,12377,most_frequent,247,True,98,100.0,0,0.0014364589987962972,0.2,67
asymmetric,250,,12377,bitwise_majority,247,True,98,100.0,0,0.0014732919989910442,1.0,98
asymmetric,250,,12377,weighted_observed_medoid,247,True,98,100.0,0,0.005096083998068934,1.0,98
asymmetric,250,,12377,cluster_consensus,247,True,98,100.0,0,0.0031392080018122215,1.0,98
asymmetric,500,,12378,most_frequent,493,True,98,100.0,0,0.0030347079991770443,0.8,89
asymmetric,500,,12378,bitwise_majority,493,True,98,100.0,0,0.0029218749987194315,1.0,98
asymmetric,500,,12378,weighted_observed_medoid,493,True,98,100.0,0,0.006017791998601751,1.0,98
asymmetric,500,,12378,cluster_consensus,493,True,98,100.0,0,0.005423624999821186,1.0,98
asymmetric,1000,,12379,most_frequent,975,True,98,100.0,0,0.0056987909993040375,1.0,98
asymmetric,1000,,12379,bitwise_majority,975,True,98,100.0,0,0.0056745000001683366,1.0,98
asymmetric,1000,,12379,weighted_observed_medoid,975,True,98,100.0,0,0.01116208299936261,1.0,98
asymmetric,1000,,12379,cluster_consensus,975,True,98,100.0,0,0.008241874998930143,1.0,98
asymmetric,2000,,12380,most_frequent,1932,True,98,100.0,0,0.011722415998519864,1.0,98
asymmetric,2000,,12380,bitwise_majority,1932,True,98,100.0,0,0.011387958998966496,1.0,98
asymmetric,2000,,12380,weighted_observed_medoid,1932,True,98,100.0,0,0.0216128749998461,1.0,98
asymmetric,2000,,12380,cluster_consensus,1932,True,98,100.0,0,0.014263666002079844,1.0,98
mixture,50,,12381,most_frequent,50,False,43,43.87755102040816,55,0.00030937500196159817,0.0,13
mixture,50,,12381,bitwise_majority,50,True,98,100.0,0,0.00036008299866807647,1.0,98
mixture,50,,12381,weighted_observed_medoid,50,True,98,100.0,0,0.0006504580014734529,0.6,93
mixture,50,,12381,cluster_consensus,50,True,98,100.0,0,0.0006250420010474045,1.0,98
mixture,100,,12382,most_frequent,95,False,40,40.816326530612244,58,0.0005715829975088127,0.5,34
mixture,100,,12382,bitwise_majority,95,True,98,100.0,0,0.0006017919986334164,0.9,97
mixture,100,,12382,weighted_observed_medoid,95,True,98,100.0,0,0.001396958003169857,1.0,98
mixture,100,,12382,cluster_consensus,95,True,98,100.0,0,0.0010316660009266343,1.0,98
mixture,250,,12383,most_frequent,242,True,98,100.0,0,0.001427999999577878,1.0,98
mixture,250,,12383,bitwise_majority,242,True,98,100.0,0,0.0014584579985239543,1.0,98
mixture,250,,12383,weighted_observed_medoid,242,True,98,100.0,0,0.00496479100183933,1.0,98
mixture,250,,12383,cluster_consensus,242,True,98,100.0,0,0.003099541001574835,1.0,98
mixture,500,,12384,most_frequent,466,True,98,100.0,0,0.0027869999976246618,1.0,98
mixture,500,,12384,bitwise_majority,466,True,98,100.0,0,0.002829999997629784,1.0,98
mixture,500,,12384,weighted_observed_medoid,466,True,98,100.0,0,0.00597741700039478,1.0,98
mixture,500,,12384,cluster_consensus,466,True,98,100.0,0,0.005512250001629582,1.0,98
mixture,1000,,12385,most_frequent,905,True,98,100.0,0,0.005349916998966364,1.0,98
mixture,1000,,12385,bitwise_majority,905,True,98,100.0,0,0.005284709000989096,1.0,98
mixture,1000,,12385,weighted_observed_medoid,905,True,98,100.0,0,0.010492290999536635,1.0,98
mixture,1000,,12385,cluster_consensus,905,False,40,40.816326530612244,58,0.007899334003013792,0.0,98
mixture,2000,,12386,most_frequent,1787,True,98,100.0,0,0.010922458001004998,1.0,98
mixture,2000,,12386,bitwise_majority,1787,True,98,100.0,0,0.010534625002037501,1.0,98
mixture,2000,,12386,weighted_observed_medoid,1787,True,98,100.0,0,0.01996254099867656,1.0,98
mixture,2000,,12386,cluster_consensus,1787,True,98,100.0,0,0.013143500000296626,1.0,98
