time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,late_gate_beam_plan_id,late_gate_beam_preferred_side,late_gate_beam_plan_remaining,flip_freq_active,flip_schedule,flip_schedule_switch_gate,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,new_swap_pairs,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,cycle_memory_enabled,cycle_memory_repeat,cycle_memory_repeat_of,cycle_memory_tabu_pairs,work_counters,perm_left,perm_right,next_left,next_right,bond_profile_coarse,routing_state_hash,sabre_trials,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_lookahead,parallel_route_candidates,route_candidate_workers,route_chosen_seed,route_score_value,route_score_time_s,route_rewire_time_s,route_candidate_scores,route_total_time_s,rewire_wall_time_s,termination_reason,termination_detail,stall_mode,abort_after_no_progress_unswap_cycles,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,accounted_wall_time_s
0.6531838329974562,absorbing,,,,,,,L,5,4,254,245,15,2,17,6,3,17,0.019498667039442807,0.015876541030593216,0.035375208070036024,0.03568062500562519,7096,6256,16,16,False,False,False,False,7096,16,False,512,0.0006,,160,0,total_elems,7096,6256,1,1,,,,0.0,,,,2,"[2, 4]",760,16,4,7096,604,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6902730830479413,absorbing,,,,,,,L,6,4,254,245,18,2,20,7,3,20,0.01876295794500038,0.016091625031549484,0.034854582976549864,0.035161917039658874,11764,8176,16,16,False,False,False,False,11764,16,False,512,0.0006,,160,0,total_elems,11764,8176,1,1,,,,0.0,,,,2,"[2, 4]",760,16,4,11764,718,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7290425000246614,absorbing,,,,,,,R,6,5,254,245,18,3,21,3,1,21,0.01970429200446233,0.016666207986418158,0.03637049999088049,0.03671758301788941,18760,12844,64,16,False,False,False,False,12844,16,False,512,0.0006,,160,0,total_elems,18760,12844,1,1,,,,0.0,,,,2,"[2, 4]",760,16,4,12844,754,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7683050410123542,absorbing,,,,,,,R,6,6,254,245,18,4,22,3,1,22,0.020551790948957205,0.016266291961073875,0.03681808291003108,0.03712300001643598,19876,13224,64,16,False,False,False,False,13224,16,False,512,0.0006,,160,0,total_elems,19876,13224,1,1,,,,0.0,,,,2,"[2, 4]",760,16,4,13224,768,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.811222083051689,absorbing,,,,,,,L,7,6,254,245,21,4,25,6,3,25,0.023597374965902418,0.01694783300627023,0.04054520797217265,0.04086108400952071,20256,13896,64,16,False,False,False,False,20256,64,False,512,0.0006,,160,0,total_elems,20256,13896,1,1,,,,0.0,,,,2,"[2, 4]",760,64,4,20256,924,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8663287080125883,absorbing,,,,,,,L,8,6,254,245,24,4,28,6,3,28,0.033876916975714266,0.01854170800652355,0.052418624982237816,0.05277454201132059,53568,20928,64,64,False,False,False,False,53568,64,False,512,0.0006,,160,0,total_elems,53568,20928,1,1,,,,0.0,,,,2,"[2, 4]",760,64,4,53568,1170,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9380879160016775,absorbing,,,,,,,R,8,7,254,245,24,6,30,2,2,30,0.04073866701219231,0.02854812500299886,0.06928679201519117,0.06962437502807006,78528,54240,64,64,False,False,False,False,54240,64,False,512,0.0006,,160,0,total_elems,78528,54240,1,1,,,,0.0,,,,2,"[2, 4]",760,64,4,54240,1200,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0090220830170438,absorbing,,,,,,,R,8,8,254,245,24,6,30,4,0,30,0.040851457975804806,0.027400167018640786,0.06825162499444559,0.06859233399154618,79200,55584,64,64,False,False,False,False,55584,64,False,512,0.0006,,160,0,total_elems,79200,55584,1,1,,,,0.0,,,,2,"[2, 4]",760,64,4,55584,1248,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.082495833048597,absorbing,,,,,,,L,9,8,254,245,28,6,34,3,4,34,0.04105908301426098,0.02980712498538196,0.07086620799964294,0.07121704198652878,80544,60768,64,64,False,False,False,False,80544,64,False,512,0.0006,,160,0,total_elems,80544,60768,1,1,,,,0.0,,,,2,"[2, 4]",760,64,4,80544,1512,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1642617500037886,absorbing,,,,,,,L,10,8,254,245,30,6,36,5,2,36,0.04224662500200793,0.03677150001749396,0.0790181250195019,0.07941191701684147,94752,85728,64,64,False,False,False,False,94752,64,False,512,0.0006,,160,0,total_elems,94752,85728,1,1,,,,0.0,,,,2,"[2, 4]",760,64,4,94752,1752,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.32027000002563,absorbing,,,,,,,R,10,9,254,245,30,8,38,3,2,38,0.11468562501249835,0.038581583998166025,0.15326720901066437,0.1536288330098614,122336,99936,64,64,False,False,False,False,99936,64,False,512,0.0006,,160,0,total_elems,122336,99936,1,1,,,,0.0,,,,2,"[2, 4]",760,64,4,99936,1854,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4786944160005078,absorbing,,,,,,,R,10,10,254,245,30,8,38,5,0,38,0.11538483301410452,0.03997475001960993,0.15535958303371444,0.15584495797520503,127392,104736,64,64,False,False,False,False,104736,64,False,512,0.0006,,160,0,total_elems,127392,104736,1,1,,,,0.0,,,,2,"[2, 4]",760,64,4,104736,1956,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6479304160457104,absorbing,,,,,,,L,11,10,254,245,34,8,42,3,4,42,0.11988691700389609,0.046212374989409,0.1660992919933051,0.16651100001763552,132320,112800,64,64,False,False,False,False,132320,64,False,512,0.0006,,160,0,total_elems,132320,112800,1,1,,,,0.0,,,,2,"[2, 4]",760,64,4,132320,2204,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7663308750488795,absorbing,,,,,,,L,12,10,254,245,36,8,44,3,2,44,0.059059124963823706,0.056241707992739975,0.11530083295656368,0.11576387495733798,150176,140384,64,64,False,False,False,False,150176,64,False,512,0.0006,,160,0,total_elems,150176,140384,1,1,,,,0.0,,,,2,"[2, 4]",760,64,4,150176,2348,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9500077500124462,absorbing,,,,,,,R,12,11,254,245,36,11,47,1,3,47,0.12035929202102125,0.06015004200162366,0.1805093340226449,0.18098608299624175,276128,158240,256,64,False,False,False,False,158240,64,False,512,0.0006,,160,0,total_elems,276128,158240,1,1,,,,0.0,,,,2,"[2, 4]",760,64,4,158240,2448,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1337623330182396,absorbing,,,,,,,R,12,12,254,245,36,13,49,2,2,49,0.1202662909636274,0.06030825001653284,0.18057454098016024,0.18099841597722843,284192,164384,256,64,False,False,False,False,164384,64,False,512,0.0006,,160,0,total_elems,284192,164384,1,1,,,,0.0,,,,2,"[2, 4]",760,64,4,164384,2544,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3194134160294197,absorbing,,,,,,,L,13,12,254,245,38,13,51,5,2,51,0.12285908398916945,0.05946937500266358,0.18232845899183303,0.18283245799830183,290336,162848,256,64,False,False,False,False,290336,256,False,512,0.0006,,160,0,total_elems,290336,162848,1,1,,,,0.0,,,,2,"[2, 4]",760,256,4,290336,3056,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6321108330157585,absorbing,,,,,,,L,14,12,254,245,39,13,52,6,1,52,0.19496004201937467,0.11443595896707848,0.30939600098645315,0.30978191702160984,302624,288800,256,256,False,False,False,False,302624,256,False,512,0.0006,,160,0,total_elems,302624,288800,1,1,,,,0.0,,,,2,"[2, 4]",760,256,4,302624,3120,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.980271625041496,absorbing,,,,,,,R,14,13,254,245,39,14,53,2,1,53,0.18941358296433464,0.15490258298814297,0.3443161659524776,0.3448534170165658,342560,301088,256,256,False,False,False,False,301088,256,False,512,0.0006,,160,0,total_elems,342560,301088,1,1,,,,0.0,,,,2,"[2, 4]",760,256,4,301088,3096,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2822912910487503,absorbing,,,,,,,R,14,14,254,245,39,16,55,2,2,55,0.18204983399482444,0.11615666700527072,0.29820650100009516,0.29859049996593967,341024,300128,256,256,False,False,False,False,300128,256,False,512,0.0006,,160,0,total_elems,341024,300128,1,1,,,,0.0,,,,2,"[2, 4]",760,256,4,300128,3072,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5868687910260633,absorbing,,,,,,,L,15,14,254,245,39,16,55,6,0,55,0.18355237500509247,0.1175376670435071,0.30109004204859957,0.3016110000316985,340064,309344,256,256,False,False,False,False,340064,256,False,512,0.0006,,160,0,total_elems,340064,309344,1,1,,,,0.0,,,,2,"[2, 4]",760,256,4,340064,3264,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.157566333014984,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,4,504864,3696,158,40,0,both,0,20,20,1,"[[28, 29]]",1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.574793500010855,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,4,266784,2756,158,40,0,both,1,19,19,7,"[[7, 8], [9, 10], [11, 12], [17, 18], [21, 22], [25, 26], [27, 28]]",8,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.048859125003219,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,4,206048,2448,158,40,0,left,0,20,20,5,"[[2, 3], [8, 9], [18, 19], [20, 21], [28, 29]]",13,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.360782000003383,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,4,114400,2064,158,40,0,left,1,19,19,5,"[[3, 4], [9, 10], [15, 16], [21, 22], [33, 34]]",18,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.516185916028917,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,77216,1740,158,40,0,right,0,20,20,4,"[[10, 11], [22, 23], [34, 35], [36, 37]]",22,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.651266708038747,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,57824,1548,158,40,0,right,1,19,19,4,"[[13, 14], [19, 20], [23, 24], [29, 30]]",26,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.83413037500577,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,39552,1288,158,40,1,both,0,20,20,8,"[[4, 5], [12, 13], [14, 15], [18, 19], [20, 21], [22, 23], [24, 25], [32, 33]]",8,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.977834541001357,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,35424,1200,158,40,1,both,1,19,19,3,"[[11, 12], [15, 16], [21, 22]]",11,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.041320290998556,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,29152,1116,158,40,1,left,0,20,20,3,"[[2, 3], [16, 17], [34, 35]]",14,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10016725002788,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,24496,1048,158,40,1,left,1,19,19,4,"[[3, 4], [11, 12], [15, 16], [31, 32]]",18,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.147018791001756,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,23824,1018,158,40,1,right,0,20,20,2,"[[28, 29], [30, 31]]",20,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.200655125023331,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,22688,984,158,40,1,right,1,19,19,3,"[[13, 14], [17, 18], [25, 26]]",23,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.300465875014197,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,20304,924,158,40,2,both,0,20,20,5,"[[10, 11], [12, 13], [16, 17], [18, 19], [20, 21]]",5,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.392720916017424,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,19540,894,158,40,2,both,1,19,19,3,"[[11, 12], [19, 20], [29, 30]]",8,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.436663833039347,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,19348,886,158,40,2,left,0,20,20,1,"[[18, 19]]",9,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.464931500027888,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,19348,886,158,40,2,left,1,19,19,0,[],9,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.492820625018794,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,19348,886,158,40,2,right,0,20,20,0,[],9,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.521413541049697,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,19348,886,158,40,2,right,1,19,19,0,[],9,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.582933750003576,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,19348,886,158,40,3,both,0,20,20,0,[],0,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.645617666014004,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,19348,886,158,40,3,both,1,19,19,0,[],0,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.673782750032842,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,19348,886,158,40,3,left,0,20,20,0,[],0,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.701244916010182,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,19348,886,158,40,3,left,1,19,19,0,[],0,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.7277446660446,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,19348,886,158,40,3,right,0,20,20,0,[],0,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.75500699999975,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,19348,886,158,40,3,right,1,19,19,0,[],0,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.814168875047471,unswap_cycle_summary,,,,,,,,,,,,39,16,55,,,,,,,,,,,,,,,,,,,512,0.0006,,,,,,,,,,,,,,,,,,,32,4,19348,886,158,40,,,,,,,,,,,,,,,,,,,,,1,6.59110600000713,55,808,753,55,False,False,False,,0,"[39, 16]","[0, 1, 4, 5, 3, 2, 6, 8, 10, 9, 12, 11, 7, 13, 16, 18, 14, 15, 23, 19, 17, 21, 22, 20, 26, 24, 25, 29, 28, 30, 27, 34, 31, 32, 35, 33, 36, 37, 38, 39]","[0, 1, 2, 3, 5, 4, 6, 8, 7, 10, 14, 15, 12, 9, 11, 16, 20, 13, 17, 24, 18, 22, 19, 23, 26, 25, 21, 29, 30, 31, 27, 28, 33, 32, 35, 34, 37, 36, 38, 39]","{'index': 15, 'interactions': [('unitary', (10, 11))]}","{'index': 15, 'interactions': [('unitary', (32, 33))]}","[2, 4, 4, 4, 5, 4, 4, 4, 4, 4, 3, 2, 2, 1, 1, 1, 1, 2, 2, 3, 3, 3, 3, 3, 2, 0, 2, 2, 0, 0, 2, 3, 3, 3, 4, 5, 4, 4, 2]",775e73d820faed321c6c9093698ce469d454e9038e68d907e59dd08305ea8a1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
