center_layer,span,adjoint_right,score,null_mean,null_std,z,support
99,16,True,0.7784085847052185,0.41630471954608006,0.02322441408964559,15.591517777862022,3.0
101,16,False,0.7537613272771285,0.4131809532773129,0.021268378731315162,16.013461971050546,3.0357142857142856
101,16,True,0.7582659531461096,0.41301760222723916,0.022527488626126097,15.325647552140856,3.0357142857142856
103,16,False,0.7269086503136312,0.412543936073676,0.021014501381756683,14.959418190757766,3.3035714285714284
103,16,True,0.7414508788235329,0.41449218023544576,0.022891255444211247,14.283126558301921,3.3392857142857144
105,16,False,0.7378681522523716,0.4086492749876004,0.021134741512431974,15.577142359234275,3.1785714285714284
105,16,True,0.7323745150357901,0.41543303666883247,0.020369842329535346,15.55934863115788,3.1607142857142856
107,16,False,0.7435989267533516,0.4145815558594482,0.02153230112753155,15.280176927918605,2.9464285714285716
107,16,True,0.7625488740640721,0.4222454843558923,0.02031859438364446,16.74837261292585,2.9464285714285716
109,16,False,0.7756080311131149,0.42218082500970655,0.022878381167798945,15.448086274602902,2.9642857142857144
109,16,True,0.7627483501399385,0.41993743923461424,0.0211889708970739,16.178742826659168,2.9107142857142856
111,16,False,0.7394017639812679,0.4229061856032357,0.021034792187349133,15.046289764078622,3.107142857142857
111,16,True,0.7388931470289336,0.41650500846798044,0.019311233926252436,16.694331382040083,3.0357142857142856
113,16,False,0.7474802896878374,0.4264243317124604,0.022056692994299767,14.555942636475436,3.0535714285714284
113,16,True,0.7415614737144615,0.4203792724433889,0.0209434237376007,15.335706582417052,3.0714285714285716
115,16,False,0.7615543713091937,0.42093911274963547,0.021688490067785744,15.704885747923939,2.9642857142857144
115,16,True,0.7411503811036793,0.415930270056614,0.02033142080195354,15.995936251332546,3.0357142857142856
117,16,False,0.7338259064414151,0.4176571519829151,0.020163670713688096,15.680118910286957,3.375
117,16,True,0.7542229643410915,0.41330583249876285,0.02308350795424723,14.76886149704997,3.2857142857142856
119,16,False,0.743316507279849,0.4300494792382561,0.019081147492876666,16.417619965389456,3.5714285714285716
119,16,True,0.7392040401574871,0.4291782115801757,0.01868242188735996,16.59452026329984,3.5535714285714284
87,32,False,0.6356662233711621,0.41857880368552436,0.013886902307217735,15.63253019881952,6.785714285714286
87,32,True,0.6427485841278978,0.4236654936547656,0.013225964143668854,16.564621534831943,6.910714285714286
89,32,False,0.6315504777425431,0.4223298295737406,0.01275771896189909,16.399534179553548,7.321428571428571
89,32,True,0.6358290035017831,0.42319444307302767,0.013299978273393541,15.987587051486278,7.178571428571429
91,32,False,0.6347541608188886,0.41921970717088336,0.013743736053455934,15.682377252421693,7.482142857142857
91,32,True,0.62490316375453,0.4219080641848738,0.012555594764868073,16.16770080360181,7.303571428571429
93,32,False,0.6288238109743565,0.41962570263362,0.012343567827220183,16.947944975796247,7.535714285714286
93,32,True,0.6274234468439944,0.4283022571187608,0.012292774178508091,16.198230507916147,7.517857142857143
95,32,False,0.6350275882509895,0.42311668720725365,0.013602655449379988,15.578642113837764,7.517857142857143
95,32,True,0.6351296403461806,0.42304761716663436,0.012179410064364517,17.413160576641772,7.357142857142857
97,32,False,0.6376541633235338,0.4246851414781683,0.013159729170524423,16.18338942129449,7.446428571428571
97,32,True,0.6299144888945243,0.41983638272838947,0.013398677065985092,15.679018542767569,7.446428571428571
99,32,False,0.6336829370421171,0.4212281948684792,0.013404922836709915,15.849008961977919,7.410714285714286
99,32,True,0.645394462123765,0.42467401958831785,0.013972090716044326,15.797238009769794,7.125
101,32,False,0.6482601052811188,0.4229191522793243,0.013422683526010748,16.788070177258085,7.214285714285714
101,32,True,0.6403351766574125,0.41955147664524617,0.013351019729055892,16.53684171641763,7.142857142857143
103,32,False,0.6424319298892434,0.42150040168180913,0.012317051347754184,17.937046941654387,7.482142857142857
103,32,True,0.6304551214494196,0.4224726642235639,0.012361160903653272,16.82547932568273,7.125
105,32,False,0.633362918667049,0.42077512809944423,0.013178906274407771,16.13091300151597,7.303571428571429
105,32,True,0.6327171836682478,0.420440369513485,0.012084814367929719,17.56558335873954,7.089285714285714
107,32,False,0.6332039658611782,0.4212168260968929,0.014074862136501023,15.061400794436825,7.071428571428571
107,32,True,0.6352070112278192,0.4242697157433738,0.012952329370966523,16.28566487486605,6.875
109,32,False,0.6591655810455982,0.42647893059298125,0.013585571548750374,17.127483346405096,6.517857142857143
109,32,True,0.6477457174316034,0.4254613542745769,0.014282591095941917,15.563307922480794,6.660714285714286
111,32,False,0.6361102320213045,0.4238518396295797,0.013324304977379825,15.930166170173074,6.928571428571429
111,32,True,0.6296816264858658,0.42288750566273087,0.012743242545521553,16.227747379399133,6.928571428571429
113,32,False,0.6372496568030966,0.4274062930766189,0.01369636835190604,15.321095222827816,6.839285714285714
113,32,True,0.6408248352366782,0.4244786799883569,0.01311891114484865,16.49116705339323,7.053571428571429
115,32,False,0.6315784523009776,0.4246287308875461,0.013335070750493706,15.51920685578437,6.928571428571429
115,32,True,0.6503651923509308,0.42181927304489625,0.012923960756984243,17.68389146357675,6.767857142857143
117,32,False,0.6331531993749598,0.4220684154464413,0.013137724716773382,16.067073140832324,6.821428571428571
117,32,True,0.649619317848442,0.4230036772987559,0.013840481373046776,16.37339297974143,6.839285714285714
119,32,False,0.642921537421871,0.42723448394236685,0.012971555039623453,16.62769442990123,7.178571428571429
119,32,True,0.6417159877979363,0.42396321819327,0.012101222822081715,17.99427816561825,7.107142857142857
