time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,late_gate_beam_plan_id,late_gate_beam_preferred_side,late_gate_beam_plan_remaining,flip_freq_active,flip_schedule,flip_schedule_switch_gate,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,new_swap_pairs,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,cycle_memory_enabled,cycle_memory_repeat,cycle_memory_repeat_of,cycle_memory_tabu_pairs,work_counters,perm_left,perm_right,next_left,next_right,bond_profile_coarse,routing_state_hash,sabre_trials,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_lookahead,parallel_route_candidates,route_candidate_workers,route_chosen_seed,route_score_value,route_score_time_s,route_rewire_time_s,route_candidate_scores,route_total_time_s,rewire_wall_time_s,late_gate_beam_active,late_gate_beam_width,late_gate_beam_depth,late_gate_beam_max_total_elems,late_gate_beam_max_absorb_bond,late_gate_beam_finalists,late_gate_beam_left_route_id,late_gate_beam_right_route_id,late_gate_beam_left_seed,late_gate_beam_right_seed,late_gate_beam_preferred_sides,late_gate_beam_unlocked_work,late_gate_beam_unlocked_left_work,late_gate_beam_unlocked_right_work,late_gate_beam_first_work_depth,late_gate_beam_zero_work_layers,late_gate_beam_swaps,late_gate_beam_peak_total_elems,late_gate_beam_peak_max_bond,late_gate_beam_final_total_elems,late_gate_beam_final_max_bond,late_gate_beam_balance_ppm_tiebreak,late_gate_beam_blocked_expansions,late_gate_beam_score,late_gate_beam_candidates_left,late_gate_beam_candidates_right,late_gate_beam_time_s,termination_reason,termination_detail,stall_mode,abort_after_no_progress_unswap_cycles,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,accounted_wall_time_s
1.0023539579706267,absorbing,,,,,,,L,5,4,254,245,15,2,17,6,3,17,0.029030082980170846,0.023346667003352195,0.05237674998352304,0.05295149999437854,7096,6256,16,16,False,False,False,False,7096,16,False,512,0.0006,,160,0,total_elems,7096,6256,1,1,,,,0.0,0,,0,2,"[2, 1]",760,16,4,7096,604,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.102923041966278,absorbing,,,,,,,L,6,4,254,245,18,2,20,7,3,20,0.04095345898531377,0.054932957980781794,0.09588641696609557,0.0967627500067465,11764,8176,16,16,False,False,False,False,11764,16,False,512,0.0006,,160,0,total_elems,11764,8176,1,1,,,,0.0,0,,0,2,"[2, 1]",760,16,4,11764,718,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1652314999955706,absorbing,,,,,,,R,6,5,254,245,18,3,21,3,1,21,0.031225624959915876,0.026928832987323403,0.05815445794723928,0.0586617499939166,18760,12844,64,16,False,False,False,False,12844,16,False,512,0.0006,,160,0,total_elems,18760,12844,1,1,,,,0.0,0,,0,2,"[2, 1]",760,16,4,12844,754,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.225068082974758,absorbing,,,,,,,R,6,6,254,245,18,4,22,3,1,22,0.031130624993238598,0.024715000006835908,0.055845625000074506,0.05635600001551211,19876,13224,64,16,False,False,False,False,13224,16,False,512,0.0006,,160,0,total_elems,19876,13224,1,1,,,,0.0,0,,0,2,"[2, 1]",760,16,4,13224,768,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2901034579845145,absorbing,,,,,,,L,7,6,254,245,21,4,25,6,3,25,0.034422207972966135,0.02534695900976658,0.05976916698273271,0.06029595801373944,20256,13896,64,16,False,False,False,False,20256,64,False,512,0.0006,,160,0,total_elems,20256,13896,1,1,,,,0.0,0,,0,2,"[2, 1]",760,64,4,20256,924,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3700230829999782,absorbing,,,,,,,L,8,6,254,245,24,4,28,6,3,28,0.04836537496885285,0.027101124986074865,0.07546649995492771,0.07606941601261497,53568,20928,64,64,False,False,False,False,53568,64,False,512,0.0006,,160,0,total_elems,53568,20928,1,1,,,,0.0,0,,0,2,"[2, 1]",760,64,4,53568,1170,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4745314579922706,absorbing,,,,,,,R,8,7,254,245,24,6,30,2,2,30,0.05854895798256621,0.04197579203173518,0.10052475001430139,0.10102779197040945,78528,54240,64,64,False,False,False,False,54240,64,False,512,0.0006,,160,0,total_elems,78528,54240,1,1,,,,0.0,0,,0,2,"[2, 1]",760,64,4,54240,1200,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5834907919634134,absorbing,,,,,,,R,8,8,254,245,24,6,30,4,0,30,0.06160458398517221,0.042389499954879284,0.1039940839400515,0.10453508299542591,79200,55584,64,64,False,False,False,False,55584,64,False,512,0.0006,,160,0,total_elems,79200,55584,1,1,,,,0.0,0,,0,2,"[2, 1]",760,64,4,55584,1248,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.724545874982141,absorbing,,,,,,,L,9,8,254,245,28,6,34,3,4,34,0.08059229102218524,0.05518308299360797,0.1357753740157932,0.13645575003465638,80544,60768,64,64,False,False,False,False,80544,64,False,512,0.0006,,160,0,total_elems,80544,60768,1,1,,,,0.0,0,,0,2,"[2, 1]",760,64,4,80544,1512,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8477809579926543,absorbing,,,,,,,L,10,8,254,245,30,6,36,5,2,36,0.06132249999791384,0.05618716700701043,0.11750966700492427,0.1181307079968974,94752,85728,64,64,False,False,False,False,94752,64,False,512,0.0006,,160,0,total_elems,94752,85728,1,1,,,,0.0,0,,0,2,"[2, 1]",760,64,4,94752,1752,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0886427919613197,absorbing,,,,,,,R,10,9,254,245,30,8,38,3,2,38,0.1717150830081664,0.06426854204619303,0.23598362505435944,0.2365381249692291,122336,99936,64,64,False,False,False,False,99936,64,False,512,0.0006,,160,0,total_elems,122336,99936,1,1,,,,0.0,0,,0,2,"[2, 1]",760,64,4,99936,1854,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3314763329690322,absorbing,,,,,,,R,10,10,254,245,30,8,38,5,0,38,0.17695375002222136,0.0602073339978233,0.23716108402004465,0.23793862503953278,127392,104736,64,64,False,False,False,False,104736,64,False,512,0.0006,,160,0,total_elems,127392,104736,1,1,,,,0.0,0,,0,2,"[2, 1]",760,64,4,104736,1956,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.632532457995694,absorbing,,,,,,,L,11,10,254,245,34,8,42,3,4,42,0.1700707080308348,0.12637441704282537,0.29644512507366017,0.29706458398140967,132320,112800,64,64,False,False,False,False,132320,64,False,512,0.0006,,160,0,total_elems,132320,112800,1,1,,,,0.0,0,,0,2,"[2, 1]",760,64,4,132320,2204,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7985570000018924,absorbing,,,,,,,L,12,10,254,245,36,8,44,3,2,44,0.08381141698919237,0.07653199997730553,0.1603434169664979,0.16132754099089652,150176,140384,64,64,False,False,False,False,150176,64,False,512,0.0006,,160,0,total_elems,150176,140384,1,1,,,,0.0,0,,0,2,"[2, 1]",760,64,4,150176,2348,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0650605830014683,absorbing,,,,,,,R,12,11,254,245,36,11,47,1,3,47,0.16416749998461455,0.09687520802253857,0.2610427080071531,0.2623752089566551,276128,158240,256,64,False,False,False,False,158240,64,False,512,0.0006,,160,0,total_elems,276128,158240,1,1,,,,0.0,0,,0,2,"[2, 1]",760,64,4,158240,2448,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.362715166993439,absorbing,,,,,,,R,12,12,254,245,36,13,49,2,2,49,0.1939788750023581,0.09716583305271342,0.29114470805507153,0.2918135410291143,284192,164384,256,64,False,False,False,False,164384,64,False,512,0.0006,,160,0,total_elems,284192,164384,1,1,,,,0.0,0,,0,2,"[2, 1]",760,64,4,164384,2544,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6757771669654176,absorbing,,,,,,,L,13,12,254,245,38,13,51,5,2,51,0.21293291699839756,0.09441416704794392,0.3073470840463415,0.3083810409880243,290336,162848,256,64,False,False,False,False,290336,256,False,512,0.0006,,160,0,total_elems,290336,162848,1,1,,,,0.0,0,,0,2,"[2, 1]",760,256,4,290336,3056,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.12462499999674,absorbing,,,,,,,L,14,12,254,245,39,13,52,6,1,52,0.28828795795561746,0.15363341697957367,0.4419213749351911,0.4427102080080658,302624,288800,256,256,False,False,False,False,302624,256,False,512,0.0006,,160,0,total_elems,302624,288800,1,1,,,,0.0,0,,0,2,"[2, 1]",760,256,4,302624,3120,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.671765125007369,absorbing,,,,,,,R,14,13,254,245,39,14,53,2,1,53,0.31166045798454434,0.22949854197213426,0.5411589999566786,0.5418193750083447,342560,301088,256,256,False,False,False,False,301088,256,False,512,0.0006,,160,0,total_elems,342560,301088,1,1,,,,0.0,0,,0,2,"[2, 1]",760,256,4,301088,3096,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.232118207961321,absorbing,,,,,,,R,14,14,254,245,39,16,55,2,2,55,0.2725417909678072,0.28235570795368403,0.5548974989214912,0.5556295409915037,341024,300128,256,256,False,False,False,False,300128,256,False,512,0.0006,,160,0,total_elems,341024,300128,1,1,,,,0.0,0,,0,2,"[2, 1]",760,256,4,300128,3072,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.79637699999148,absorbing,,,,,,,L,15,14,254,245,39,16,55,6,0,55,0.37337320804363117,0.17985545797273517,0.5532286660163663,0.5551294580218382,340064,309344,256,256,False,False,False,False,340064,256,False,512,0.0006,,160,0,total_elems,340064,309344,1,1,,,,0.0,0,,0,2,"[2, 1]",760,256,4,340064,3264,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.067868791986257,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,4,504864,3696,158,40,0,both,0,20,20,1,"[[28, 29]]",1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.105708374991082,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,4,266784,2756,158,40,0,both,1,19,19,7,"[[7, 8], [9, 10], [11, 12], [17, 18], [21, 22], [25, 26], [27, 28]]",8,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.840098874992691,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,4,206048,2448,158,40,0,left,0,20,20,5,"[[2, 3], [8, 9], [18, 19], [20, 21], [28, 29]]",13,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.34224433300551,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,4,114400,2064,158,40,0,left,1,19,19,5,"[[3, 4], [9, 10], [15, 16], [21, 22], [33, 34]]",18,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6601732079871,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,77216,1740,158,40,0,right,0,20,20,4,"[[10, 11], [22, 23], [34, 35], [36, 37]]",22,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.914364916970953,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,57824,1548,158,40,0,right,1,19,19,4,"[[13, 14], [19, 20], [23, 24], [29, 30]]",26,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.218938749982044,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,39552,1288,158,40,1,both,0,20,20,8,"[[4, 5], [12, 13], [14, 15], [18, 19], [20, 21], [22, 23], [24, 25], [32, 33]]",8,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.468649749993347,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,35424,1200,158,40,1,both,1,19,19,3,"[[11, 12], [15, 16], [21, 22]]",11,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.57345924997935,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,29152,1116,158,40,1,left,0,20,20,3,"[[2, 3], [16, 17], [34, 35]]",14,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.672167999960948,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,24496,1048,158,40,1,left,1,19,19,4,"[[3, 4], [11, 12], [15, 16], [31, 32]]",18,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.751718332991004,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,23824,1018,158,40,1,right,0,20,20,2,"[[28, 29], [30, 31]]",20,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.836420041974634,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,22688,984,158,40,1,right,1,19,19,3,"[[13, 14], [17, 18], [25, 26]]",23,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.99741637497209,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,20304,924,158,40,2,both,0,20,20,5,"[[10, 11], [12, 13], [16, 17], [18, 19], [20, 21]]",5,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.146757874987088,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,19540,894,158,40,2,both,1,19,19,3,"[[11, 12], [19, 20], [29, 30]]",8,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
