time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,tail_virtual_swaps,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,fid10,fid10_retained_fraction,fid10_svd_events,fid10_svd_fallbacks,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,sabre_trials,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_time_s,route_chosen_seed,route_rewire_time_s,rewire_wall_time_s,termination_reason,termination_detail,stall_mode,abort_after_no_progress_unswap_cycles,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,accounted_wall_time_s
4.817332458042074,absorbing,,,,,,,L,16,7,644,644,8,6,14,9,0,14,0.13020212500123307,0.21486058400478214,0.3450627090060152,0.34547779202694073,409632,491040,128,128,True,True,False,False,409632,128,True,128,0.0005,,176,0,False,total_elems,409632,491040,1,1,,,,0.0,128,4,409632,3872,174,44,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.436649125011172,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,4,388384,3676,174,44,,,0,0,0,both,0,22,22,4,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.298582833027467,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,4,293152,3292,174,44,,,0,0,0,both,1,21,21,4,8,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.71818633301882,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,4,230312,3006,174,44,,,0,0,0,left,0,22,22,5,13,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.018612167041283,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,4,131392,2442,174,44,,,0,0,0,left,1,21,21,9,22,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.183632583008148,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,87712,1916,174,44,,,0,0,0,right,0,22,22,7,29,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.308792208030354,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,63744,1658,174,44,,,0,0,0,right,1,21,21,8,37,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.48570458299946,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,50900,1436,174,44,,,0,0,1,both,0,22,22,7,7,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.649463542038575,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,44404,1290,174,44,,,0,0,1,both,1,21,21,5,12,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.719794667034876,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,44380,1286,174,44,,,0,0,1,left,0,22,22,1,13,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.796726333035622,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,41052,1230,174,44,,,0,0,1,left,1,21,21,3,16,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.866209416999482,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,35616,1128,174,44,,,0,0,1,right,0,22,22,5,21,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.931144917034544,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,34308,1086,174,44,,,0,0,1,right,1,21,21,3,24,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.052806167048402,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,31340,1010,174,44,,,0,0,2,both,0,22,22,7,7,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.159352917049546,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,26528,888,174,44,,,0,0,2,both,1,21,21,6,13,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.187605917046312,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,26528,888,174,44,,,0,0,2,left,0,22,22,0,13,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.24339791701641,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,26396,878,174,44,,,0,0,2,left,1,21,21,2,15,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.298836750036571,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,25180,834,174,44,,,0,0,2,right,0,22,22,4,19,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.329258750018198,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,25180,834,174,44,,,0,0,2,right,1,21,21,0,19,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.423227708030026,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24940,822,174,44,,,0,0,3,both,0,22,22,2,2,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.519053917028941,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24748,814,174,44,,,0,0,3,both,1,21,21,1,3,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.570727583020926,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24676,808,174,44,,,0,0,3,left,0,22,22,1,4,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.60036520799622,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24676,808,174,44,,,0,0,3,left,1,21,21,0,4,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.627610541996546,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24676,808,174,44,,,0,0,3,right,0,22,22,0,4,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.657244542031549,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24676,808,174,44,,,0,0,3,right,1,21,21,0,4,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.71561675000703,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24676,808,174,44,,,0,0,4,both,0,22,22,0,0,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.809932667005342,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24616,802,174,44,,,0,0,4,both,1,21,21,1,1,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.837176625034772,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24616,802,174,44,,,0,0,4,left,0,22,22,0,1,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.864792625012342,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24616,802,174,44,,,0,0,4,left,1,21,21,0,1,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.914960083027836,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24556,796,174,44,,,0,0,4,right,0,22,22,1,2,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.944175708049443,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24556,796,174,44,,,0,0,4,right,1,21,21,0,2,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.999676875013392,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24556,796,174,44,,,0,0,5,both,0,22,22,0,0,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.055505292024463,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24556,796,174,44,,,0,0,5,both,1,21,21,0,0,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.082858583016787,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24556,796,174,44,,,0,0,5,left,0,22,22,0,0,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.110748542007059,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24556,796,174,44,,,0,0,5,left,1,21,21,0,0,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.138248792034574,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24556,796,174,44,,,0,0,5,right,0,22,22,0,0,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.167478458024561,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,24556,796,174,44,,,0,0,5,right,1,21,21,0,0,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.27030845801346,unswap_cycle_summary,,,,,,,,,,,,8,6,14,,,,,,,,,,,,,,,,,,,128,0.0005,,,,,,,,,,,,,,64,4,24556,796,174,44,,,0,0,,,,,,,,,,,,,,,,,,,,1,5.853232791996561,14,902,888,14,False,,,,,,,,,,,,,,,,,,,,,,
11.542167500010692,rewiring,left,post_unswap,0.2682230829959735,630,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,50,False,14,1,none,0.0,456,0.2682188330218196,0.5572294580051675,,,,,,,,,,,,,
11.830992583010811,rewiring,right,post_unswap,0.2886654590256512,639,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,50,False,14,1,none,0.0,456,0.2886617500334978,0.5572294580051675,,,,,,,,,,,,,
11.838773750001565,cycle_progress,,,,,,,,,,,,8,6,14,,,,,,,,,,,,,,,,,,,128,0.0005,,176,0,,,,,,,,,,,64,4,24556,796,174,44,,,0,0,,,,,,,,,,,,,,,,,,,,1,,14,902,888,14,False,,,,,,,,,0.5572294580051675,,,,,,,,,,,,,
11.890297375037335,absorbing,,,,,,,L,1,0,589,613,8,6,14,9,0,0,0.022180332976859063,0.0232907910249196,0.04547112400177866,0.04604341700905934,24556,30316,64,64,False,False,False,False,24556,64,False,128,0.0005,,24556,0,False,total_elems,24556,30316,1,1,,,,0.0,64,4,24556,796,174,44,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.941319083038252,absorbing,,,,,,,L,2,0,589,613,8,6,14,10,0,0,0.021670249989256263,0.02333412499865517,0.04500437498791143,0.04543358401861042,26764,30316,64,64,False,False,False,False,26764,64,False,128,0.0005,,24556,0,False,total_elems,26764,30316,1,1,,,,0.0,64,4,26764,934,174,44,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.993355083046481,absorbing,,,,,,,L,3,0,589,613,8,6,14,11,0,0,0.02315466699656099,0.022852417023386806,0.0460070840199478,0.04640070802997798,32604,35056,64,64,False,False,False,False,32604,64,False,128,0.0005,,24556,0,False,total_elems,32604,35056,1,1,,,,0.0,64,4,32604,1066,174,44,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.051875500008464,absorbing,,,,,,,L,4,0,589,613,8,6,14,9,0,0,0.025445041013881564,0.027257375011686236,0.0527024160255678,0.05314179201377556,44472,49152,64,64,False,False,False,False,44472,64,False,128,0.0005,,24556,0,False,total_elems,44472,49152,1,1,,,,0.0,64,4,44472,1306,174,44,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.122324042022228,absorbing,,,,,,,L,5,0,589,613,8,6,14,9,0,0,0.030775499995797873,0.03357479098485783,0.0643502909806557,0.06481241702567786,69816,70560,64,64,False,False,False,False,69816,64,False,128,0.0005,,24556,0,False,total_elems,69816,70560,1,1,,,,0.0,64,4,69816,1618,174,44,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.21875345800072,absorbing,,,,,,,R,5,1,589,613,8,6,14,10,0,0,0.04941420897375792,0.04047116602305323,0.08988537499681115,0.09033512498717755,111336,103200,64,64,False,False,False,False,103200,64,False,128,0.0005,,24556,0,False,total_elems,111336,103200,1,1,,,,0.0,64,4,103200,2012,174,44,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.369296916993335,absorbing,,,,,,,L,6,1,589,613,10,6,16,8,2,2,0.06031854101456702,0.08380987501004711,0.14412841602461413,0.14464245905401185,167808,171872,64,128,False,True,False,False,167808,64,False,128,0.0005,,24556,0,False,total_elems,167808,171872,1,1,,,,0.0,64,4,167808,2558,174,44,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
