time,stage,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors
4.60165299999062,absorbing,R,15,14,617,549,8,7,15,7,0,15,0.10910224996041507,0.10773666703607887,0.21683891699649394,0.2173468329710886,232760,232352,64,64,True,True,False,False,232352,64,True,64,0.005,,176,0,total_elems,232760,232352,1,1,,,,0.0,64,4,232352,3072,174,44
4.885340166976675,absorbing,L,16,14,617,549,8,7,15,7,0,15,0.12469774996861815,0.1542400830076076,0.27893783297622576,0.27944229199783877,247948,295848,64,64,True,True,False,False,247948,64,True,64,0.005,,176,0,total_elems,247948,295848,1,1,,,,0.0,64,4,247948,3142,174,44
5.287565832957625,absorbing,L,17,14,617,549,9,7,16,8,1,16,0.2262762500322424,0.17113312502624467,0.39740937505848706,0.39792870898963884,211048,270340,64,64,True,True,False,False,211048,64,True,64,0.005,,176,0,total_elems,211048,270340,1,1,,,,0.0,64,4,211048,2950,174,44
5.576172458007932,absorbing,L,18,14,617,549,9,7,16,7,0,16,0.14508633298100904,0.13878575002308935,0.2838720830040984,0.28441687498707324,155276,168400,64,64,True,True,False,False,155276,64,True,64,0.005,,176,0,total_elems,155276,168400,1,1,,,,0.0,64,4,155276,2408,174,44
5.789616666967049,absorbing,L,19,14,617,549,9,7,16,6,0,16,0.08924850000767037,0.11927862500306219,0.20852712501073256,0.20906812499742955,139304,173128,64,64,True,True,False,False,139304,64,True,64,0.005,,176,0,total_elems,139304,173128,1,1,,,,0.0,64,4,139304,2352,174,44
6.044661958003417,absorbing,L,20,14,617,549,9,7,16,7,0,16,0.07070058298995718,0.1786968340165913,0.2493974170065485,0.24993745901156217,137592,155144,64,64,True,True,False,False,137592,64,True,64,0.005,,176,0,total_elems,137592,155144,1,1,,,,0.0,64,4,137592,2344,174,44
6.229124667006545,absorbing,R,20,15,617,549,9,8,17,7,1,17,0.08255049999570474,0.09685391699895263,0.17940441699465737,0.17994412500411272,154388,152940,64,64,True,True,False,False,152940,64,True,64,0.005,,176,0,total_elems,154388,152940,1,1,,,,0.0,64,4,152940,2492,174,44
6.43139699997846,absorbing,L,21,15,617,549,9,8,17,8,0,17,0.1028211250086315,0.09436795802321285,0.19718908303184435,0.19773745903512463,158496,161868,64,64,True,True,False,False,158496,64,True,64,0.005,,176,0,total_elems,158496,161868,1,1,,,,0.0,64,4,158496,2580,174,44
6.644450499967206,absorbing,L,22,15,617,549,9,8,17,8,0,17,0.10806729202158749,0.09965441701933742,0.2077217090409249,0.20826791698345914,144180,183584,64,64,True,True,False,False,144180,64,True,64,0.005,,176,0,total_elems,144180,183584,1,1,,,,0.0,64,4,144180,2318,174,44
6.853910917008761,absorbing,R,22,16,617,549,9,9,18,7,1,18,0.12485229200683534,0.07948249997571111,0.20433479198254645,0.20489537494722754,149284,147628,64,64,True,True,False,False,147628,64,True,64,0.005,,176,0,total_elems,149284,147628,1,1,,,,0.0,64,4,147628,2376,174,44
7.061309291981161,absorbing,L,23,16,617,549,10,9,19,7,1,19,0.11506908299634233,0.08708379202289507,0.2021528750192374,0.20269283297238871,153288,166512,64,64,True,True,False,False,153288,64,True,64,0.005,,176,0,total_elems,153288,166512,1,1,,,,0.0,64,4,153288,2410,174,44
7.252010166994296,absorbing,L,24,16,617,549,11,9,20,6,1,20,0.08678412501467392,0.09867629199288785,0.18546041700756177,0.1859810829628259,158312,171888,64,64,True,True,False,False,158312,64,True,64,0.005,,176,0,total_elems,158312,171888,1,1,,,,0.0,64,4,158312,2462,174,44
7.458462999959011,absorbing,L,25,16,617,549,12,9,21,6,1,21,0.1071808339911513,0.09394849999807775,0.20112933398922905,0.20166458300082013,156820,167192,64,64,True,True,False,False,156820,64,True,64,0.005,,176,0,total_elems,156820,167192,1,1,,,,0.0,64,4,156820,2466,174,44
7.668346582970116,absorbing,L,26,16,617,549,15,9,24,4,3,24,0.10646325000561774,0.09785249998094514,0.20431574998656288,0.20496558299055323,160944,162632,64,64,True,True,False,False,160944,64,True,64,0.005,,176,0,total_elems,160944,162632,1,1,,,,0.0,64,4,160944,2514,174,44
7.854026082961354,absorbing,L,27,16,617,549,15,9,24,6,0,24,0.06815166701562703,0.11209112498909235,0.18024279200471938,0.18077262496808544,177640,207188,64,64,True,True,False,False,177640,64,True,64,0.005,,176,0,total_elems,177640,207188,1,1,,,,0.0,64,4,177640,2688,174,44
8.083539207989816,absorbing,L,28,16,617,549,16,9,25,7,1,25,0.09230662498157471,0.13163762498879805,0.22394424997037277,0.2244697079877369,221712,224848,64,64,True,True,False,False,221712,64,True,64,0.005,,176,0,total_elems,221712,224848,1,1,,,,0.0,64,4,221712,2916,174,44
8.40192070795456,absorbing,R,28,17,617,549,16,11,27,6,2,27,0.16613541601691395,0.14661245798924938,0.31274787400616333,0.31326666701352224,185352,182364,64,64,True,True,False,False,182364,64,True,64,0.005,,176,0,total_elems,185352,182364,1,1,,,,0.0,64,4,182364,2714,174,44
8.65241012495244,absorbing,L,29,17,617,549,18,11,29,8,2,29,0.14491470804205164,0.09989287500502542,0.24480758304707706,0.24532145803095773,175516,179520,64,64,True,True,False,False,175516,64,True,64,0.005,,176,0,total_elems,175516,179520,1,1,,,,0.0,64,4,175516,2644,174,44
8.852089749998413,absorbing,R,29,18,617,549,18,12,30,7,1,30,0.0981769579811953,0.09578033303841949,0.19395729101961479,0.19450929202139378,166956,149864,64,64,True,True,False,False,149864,64,True,64,0.005,,176,0,total_elems,166956,149864,1,1,,,,0.0,64,4,149864,2502,174,44
9.041097499954049,absorbing,L,30,18,617,549,18,12,30,12,0,30,0.08702016697498038,0.09615437500178814,0.18317454197676852,0.18369762500515208,131008,135432,64,64,True,True,False,False,131008,64,True,64,0.005,,176,0,total_elems,131008,135432,1,1,,,,0.0,64,4,131008,2364,174,44
9.262842333002482,absorbing,R,30,19,617,549,18,12,30,9,0,30,0.1358462919597514,0.08015316701494157,0.21599945897469297,0.21651595900766551,161404,150164,64,64,True,True,False,False,150164,64,True,64,0.005,,176,0,total_elems,161404,150164,1,1,,,,0.0,64,4,150164,2508,174,44
9.519764749973547,absorbing,L,31,19,617,549,20,12,32,8,2,32,0.15190145798260346,0.09916179196443409,0.25106324994703755,0.2515955829876475,178284,186944,64,64,True,True,False,False,178284,64,True,64,0.005,,176,0,total_elems,178284,186944,1,1,,,,0.0,64,4,178284,2690,174,44
9.769768541969825,absorbing,R,31,20,617,549,20,12,32,9,0,32,0.13550387497525662,0.1085524579975754,0.24405633297283202,0.24461237504146993,193864,184332,64,64,True,True,False,False,184332,64,True,64,0.005,,176,0,total_elems,193864,184332,1,1,,,,0.0,64,4,184332,2696,174,44
10.055080124991946,absorbing,R,31,21,617,549,20,12,32,9,0,32,0.14132029103348032,0.13803774997359142,0.27935804100707173,0.2799085830338299,179600,179592,64,64,True,True,False,False,179592,64,True,64,0.005,,176,0,total_elems,179600,179592,1,1,,,,0.0,64,4,179592,2628,174,44
10.32092033297522,absorbing,R,31,22,617,549,20,13,33,10,1,33,0.13213770795846358,0.12725245801266283,0.2593901659711264,0.25992562499595806,193756,152188,64,64,True,True,False,False,152188,64,True,64,0.005,,176,0,total_elems,193756,152188,1,1,,,,0.0,64,4,152188,2450,174,44
10.567879916983657,absorbing,L,32,22,617,549,23,13,36,7,3,36,0.11965691699879244,0.12055045895976946,0.2402073759585619,0.2409315420081839,162548,171344,64,64,True,True,False,False,162548,64,True,64,0.005,,176,0,total_elems,162548,171344,1,1,,,,0.0,64,4,162548,2490,174,44
10.806416374980472,absorbing,L,33,22,617,549,24,13,37,9,1,37,0.11021983297541738,0.12200475001009181,0.2322245829855092,0.23287016694666818,178252,186388,64,64,True,True,False,False,178252,64,True,64,0.005,,176,0,total_elems,178252,186388,1,1,,,,0.0,64,4,178252,2600,174,44
11.066469582961872,absorbing,L,34,22,617,549,24,13,37,7,0,37,0.12126475002150983,0.13205575000029057,0.2533205000218004,0.25394120800774544,202044,214884,64,64,True,True,False,False,202044,64,True,64,0.005,,176,0,total_elems,202044,214884,1,1,,,,0.0,64,4,202044,2758,174,44
11.342688000004273,absorbing,R,34,23,617,549,24,13,37,11,0,37,0.13937816600082442,0.1303472919971682,0.26972545799799263,0.27029541600495577,165940,162456,64,64,True,True,False,False,162456,64,True,64,0.005,,176,0,total_elems,165940,162456,1,1,,,,0.0,64,4,162456,2446,174,44
11.568777167005464,absorbing,R,34,24,617,549,24,14,38,10,1,38,0.12185258301906288,0.09803470800397918,0.21988729102304205,0.2204517499776557,173204,168584,64,64,True,True,False,False,168584,64,True,64,0.005,,176,0,total_elems,173204,168584,1,1,,,,0.0,64,4,168584,2426,174,44
11.87099537497852,absorbing,R,34,25,617,549,24,15,39,8,1,39,0.14113779104081914,0.1544752080226317,0.29561299906345084,0.2962183330091648,169316,159704,64,64,True,True,False,False,159704,64,True,64,0.005,,176,0,total_elems,169316,159704,1,1,,,,0.0,64,4,159704,2434,174,44
12.068885166954715,absorbing,L,35,25,617,549,27,15,42,6,3,42,0.11980920901987702,0.07007008296204731,0.18987929198192433,0.19045191700570285,166860,167176,64,64,True,True,False,False,166860,64,True,64,0.005,,176,0,total_elems,166860,167176,1,1,,,,0.0,64,4,166860,2514,174,44
12.26409283297835,absorbing,L,36,25,617,549,32,15,47,5,5,47,0.11083237495040521,0.07774749997770414,0.18857987492810935,0.18916066701058298,150456,170020,64,64,True,True,False,False,150456,64,True,64,0.005,,176,0,total_elems,150456,170020,1,1,,,,0.0,64,4,150456,2412,174,44
12.417691124952398,absorbing,L,37,25,617,549,32,15,47,10,0,47,0.0726850830251351,0.07286391698289663,0.14554900000803173,0.1462966250255704,147392,155744,64,64,True,True,False,False,147392,64,True,64,0.005,,176,0,total_elems,147392,155744,1,1,,,,0.0,64,4,147392,2394,174,44
12.580310374964029,absorbing,R,37,26,617,549,32,15,47,8,0,47,0.08238124998752028,0.07328750001033768,0.15566874999785796,0.15627433301415294,163348,158108,64,64,True,True,False,False,158108,64,True,64,0.005,,176,0,total_elems,163348,158108,1,1,,,,0.0,64,4,158108,2496,174,44
12.757353666995186,absorbing,L,38,26,617,549,33,15,48,7,1,48,0.08485358400503173,0.08506716700503603,0.16992075101006776,0.17048283299664035,172596,186196,64,64,True,True,False,False,172596,64,True,64,0.005,,176,0,total_elems,172596,186196,1,1,,,,0.0,64,4,172596,2610,174,44
12.939859542006161,absorbing,L,39,26,617,549,34,15,49,8,1,49,0.08913316699909046,0.08659416600130498,0.17572733300039545,0.17626791598740965,142632,179216,64,64,True,True,False,False,142632,64,True,64,0.005,,176,0,total_elems,142632,179216,1,1,,,,0.0,64,4,142632,2384,174,44
13.101517291972414,absorbing,L,40,26,617,549,34,15,49,7,0,49,0.08501012501074001,0.06977670901687816,0.15478683402761817,0.15537608304293826,142600,159100,64,64,True,True,False,False,142600,64,True,64,0.005,,176,0,total_elems,142600,159100,1,1,,,,0.0,64,4,142600,2390,174,44
13.261692375002895,absorbing,L,41,26,617,549,34,15,49,7,0,49,0.07746875000884756,0.07555820903507993,0.1530269590439275,0.15363745798822492,117128,161544,64,64,True,True,False,False,117128,64,True,64,0.005,,176,0,total_elems,117128,161544,1,1,,,,0.0,64,4,117128,2186,174,44
13.391380416986067,absorbing,R,41,27,617,549,34,15,49,7,0,49,0.06445741700008512,0.0578151669469662,0.12227258394705132,0.1228415000368841,130160,129856,64,64,True,True,False,False,129856,64,True,64,0.005,,176,0,total_elems,130160,129856,1,1,,,,0.0,64,4,129856,2274,174,44
13.53784441697644,absorbing,R,41,28,617,549,34,16,50,6,1,50,0.06588800001190975,0.07356374996015802,0.13945174997206777,0.13999579101800919,146336,141272,64,64,True,True,False,False,141272,64,True,64,0.005,,176,0,total_elems,146336,141272,1,1,,,,0.0,64,4,141272,2374,174,44
13.6793506249669,absorbing,R,41,29,617,549,34,17,51,5,1,51,0.06810512498486787,0.06617308396380395,0.13427820894867182,0.1348284169798717,162888,162632,64,64,True,True,False,False,162632,64,True,64,0.005,,176,0,total_elems,162888,162632,1,1,,,,0.0,64,4,162632,2506,174,44
13.876758917002007,absorbing,R,41,30,617,549,34,17,51,6,0,51,0.08255125000141561,0.10747341701062396,0.19002466701203957,0.1905873750220053,160596,153668,64,64,True,True,False,False,153668,64,True,64,0.005,,176,0,total_elems,160596,153668,1,1,,,,0.0,64,4,153668,2468,174,44
14.089556124992669,absorbing,L,42,30,617,549,34,17,51,7,0,51,0.09259424998890609,0.11284350004279986,0.20543775003170595,0.20599758299067616,179528,183872,64,64,True,True,False,False,179528,64,True,64,0.005,,176,0,total_elems,179528,183872,1,1,,,,0.0,64,4,179528,2644,174,44
14.357982749992516,absorbing,R,42,31,617,549,34,20,54,3,3,54,0.14057583297835663,0.11996375001035631,0.26053958298871294,0.26112354203360155,216452,209716,64,64,True,True,False,False,209716,64,True,64,0.005,,176,0,total_elems,216452,209716,1,1,,,,0.0,64,4,209716,2834,174,44
14.638224874972366,absorbing,R,42,32,617,549,34,20,54,4,0,54,0.16192412498639897,0.11055275000398979,0.27247687499038875,0.2730769999907352,243756,183484,64,64,True,True,False,False,183484,64,True,64,0.005,,176,0,total_elems,243756,183484,1,1,,,,0.0,64,4,183484,2678,174,44
14.886060291959438,absorbing,R,42,33,617,549,34,22,56,4,2,56,0.14066662499681115,0.09940449998248369,0.24007112497929484,0.2406297079869546,240808,185076,64,64,True,True,False,False,185076,64,True,64,0.005,,176,0,total_elems,240808,185076,1,1,,,,0.0,64,4,185076,2726,174,44
15.16869099996984,absorbing,R,42,34,617,549,34,22,56,6,0,56,0.14762608299497515,0.12738637498114258,0.27501245797611773,0.27555104199564084,240044,210276,64,64,True,True,False,False,210276,64,True,64,0.005,,176,0,total_elems,240044,210276,1,1,,,,0.0,64,4,210276,2900,174,44
15.509260999970138,absorbing,R,42,35,617,549,34,26,60,5,4,60,0.18200487503781915,0.15119849995244294,0.3332033749902621,0.33375729201361537,249372,215144,64,64,True,True,False,False,215144,64,True,64,0.005,,176,0,total_elems,249372,215144,1,1,,,,0.0,64,4,215144,2914,174,44
15.807032124954276,absorbing,L,43,35,617,549,36,26,62,4,2,62,0.14916016696952283,0.14124091598205268,0.2904010829515755,0.291008000029251,228272,229864,64,64,True,True,False,False,228272,64,True,64,0.005,,176,0,total_elems,228272,229864,1,1,,,,0.0,64,4,228272,3058,174,44
16.05830870795762,absorbing,R,43,36,617,549,36,27,63,5,1,63,0.11985820898553357,0.1237324170069769,0.24359062599251047,0.24416374997235835,177796,156884,64,64,True,True,False,False,156884,64,True,64,0.005,,176,0,total_elems,177796,156884,1,1,,,,0.0,64,4,156884,2610,174,44
16.264499749988317,absorbing,R,43,37,617,549,36,27,63,7,0,63,0.0921912079793401,0.10596620797878131,0.19815741595812142,0.19869225000729784,176596,174728,64,64,True,True,False,False,174728,64,True,64,0.005,,176,0,total_elems,176596,174728,1,1,,,,0.0,64,4,174728,2712,174,44
16.475182708003558,absorbing,R,43,38,617,549,36,28,64,5,1,64,0.09488545800559223,0.10816458298359066,0.2030500409891829,0.2036106669693254,186836,181248,64,64,True,True,False,False,181248,64,True,64,0.005,,176,0,total_elems,186836,181248,1,1,,,,0.0,64,4,181248,2744,174,44
16.7182443329948,absorbing,R,43,39,617,549,36,31,67,5,3,67,0.10403920902172104,0.1313597920234315,0.23539900104515254,0.23592720803571865,200492,183828,64,64,True,True,False,False,183828,64,True,64,0.005,,176,0,total_elems,200492,183828,1,1,,,,0.0,64,4,183828,2802,174,44
16.977172499988228,absorbing,L,44,39,617,549,36,31,67,3,0,67,0.10705954203149304,0.1440613340237178,0.25112087605521083,0.2517631669761613,205012,239688,64,64,True,True,False,False,205012,64,True,64,0.005,,176,0,total_elems,205012,239688,1,1,,,,0.0,64,4,205012,2876,174,44
17.257034832960926,absorbing,L,45,39,617,549,36,31,67,4,0,67,0.11945275001926348,0.1521211250219494,0.2715738750412129,0.2722011670120992,196116,243776,64,64,True,True,False,False,196116,64,True,64,0.005,,176,0,total_elems,196116,243776,1,1,,,,0.0,64,4,196116,2798,174,44
17.59906779200537,absorbing,L,46,39,617,549,37,31,68,3,1,68,0.20387700002174824,0.12985883402870968,0.3337358340504579,0.3343189579900354,188356,229768,64,64,True,True,False,False,188356,64,True,64,0.005,,176,0,total_elems,188356,229768,1,1,,,,0.0,64,4,188356,2716,174,44
17.82204949995503,absorbing,L,47,39,617,549,37,31,68,4,0,68,0.100370500003919,0.11470820795511827,0.21507870795903727,0.21563545800745487,143792,183472,64,64,True,True,False,False,143792,64,True,64,0.005,,176,0,total_elems,143792,183472,1,1,,,,0.0,64,4,143792,2390,174,44
18.00533158297185,absorbing,L,48,39,617,549,38,31,69,4,1,69,0.08852725004544482,0.08669945795554668,0.1752267080009915,0.17578408302506432,131980,193964,63,64,False,True,False,False,131980,63,False,64,0.005,,176,0,total_elems,131980,193964,1,1,,,,0.0,63,4,131980,2316,174,44
18.180080499965698,absorbing,L,49,39,617,549,39,31,70,3,1,70,0.08301716699497774,0.08355037501314655,0.1665675420081243,0.16713320795679465,145140,170784,64,64,True,True,False,False,145140,64,True,64,0.005,,176,0,total_elems,145140,170784,1,1,,,,0.0,64,4,145140,2400,174,44
18.364676291996147,absorbing,L,50,39,617,549,39,31,70,4,0,70,0.06873283302411437,0.10745879204478115,0.17619162506889552,0.17677833302877843,137316,176464,63,64,False,True,False,False,137316,63,False,64,0.005,,176,0,total_elems,137316,176464,1,1,,,,0.0,63,4,137316,2322,174,44
18.554597374983132,absorbing,L,51,39,617,549,40,31,71,2,1,71,0.08252400002675131,0.0990967089892365,0.1816207090159878,0.1823090419638902,135240,165168,62,64,False,True,False,False,135240,62,False,64,0.005,,176,0,total_elems,135240,165168,1,1,,,,0.0,62,4,135240,2310,174,44
18.75607120798668,absorbing,L,52,39,617,549,41,31,72,2,1,72,0.09441458398941904,0.09861537499818951,0.19302995898760855,0.19361533294431865,135868,154152,64,64,True,True,False,False,135868,64,True,64,0.005,,176,0,total_elems,135868,154152,1,1,,,,0.0,64,4,135868,2306,174,44
18.928616082994267,absorbing,L,53,39,617,549,42,31,73,3,1,73,0.07061862503178418,0.09304754197364673,0.1636661670054309,0.16428220900706947,116640,146768,64,64,True,True,False,False,116640,64,True,64,0.005,,176,0,total_elems,116640,146768,1,1,,,,0.0,64,4,116640,2134,174,44
