midpoint_index,window,assignment_score,null_mean,null_std,z,empirical_p,median_assignment_margin,graph_score,graph_null_mean,graph_null_std,graph_z,graph_empirical_p,mismatched_window_graph_score,shuffled_layer_temporal_score
632,128,0.6061011948566076,0.4011874911595282,0.01420179910463965,14.428714431690226,0.04,0.001724218101133712,0.3301126458867623,0.11691489541822832,0.03420508621104928,6.232925394576689,0.04,0.29223243757469874,0.773910689977755
584,64,0.602598671248058,0.3945666038881998,0.01428826283895369,14.559647292651013,0.04,-0.01791167597625809,0.3867010416204322,0.07889590216968588,0.03851017237855544,7.99282684130879,0.04,0.31320615909987803,0.7539375924008911
968,64,0.6006111434605715,0.40021645733879135,0.013646882063808638,14.684283573698083,0.04,0.0035372208298848906,0.4793012932694108,0.08986899248801454,0.03760023814210658,10.357176444190948,0.04,0.20291986247835692,0.7419874055687349
488,64,0.599850924063158,0.4015387235502777,0.015279456900548799,12.979008468930425,0.04,0.002599416761665141,0.3944053188733077,0.08275468744216724,0.03225815147809913,9.661143529651039,0.04,0.14015297764534704,0.7503501581926615
488,256,0.5969565349382333,0.3943498339267391,0.011452255131223573,17.69142397632277,0.04,-0.0037851841269743725,0.4485617486964926,0.24777112985830851,0.029413145067450415,6.8265606543513035,0.04,0.2800248922078991,0.7891527056621994
536,128,0.596877492912507,0.3992294399022199,0.017761021835271652,11.128191544575293,0.04,0.004876235834755438,0.35454401565220695,0.1664563049676656,0.03279035599044928,5.736067968866362,0.04,0.24845300582584243,0.7627314363265303
872,128,0.5966787674436671,0.4071877639538597,0.013682584168756779,13.849065436227816,0.04,0.0017670067584701354,0.38838132519914087,0.1502320797723045,0.03323017581501637,7.1666561968420055,0.04,0.2003962767012137,0.7706080909139894
680,256,0.5962377269220842,0.4024307696290645,0.0139457263773304,13.897229305177273,0.04,-0.004642342580596703,0.35079016781870076,0.26225741117874296,0.03371134268350947,2.6262008449537446,0.04,0.2622234633437587,0.7665978257520825
968,128,0.5962346630890857,0.40170563782529917,0.010951031740558384,17.763534055273194,0.04,0.0036375810792074748,0.32920358442763037,0.16083639173833575,0.025954019170662392,6.487133710666732,0.04,0.26632361900926865,0.7923626959302239
728,256,0.5957473316871563,0.39577951558704,0.013221460902304465,15.124487193791307,0.04,0.013803775970359533,0.42219742662389226,0.26489024478690737,0.033800355019467695,4.654009750678123,0.04,0.2519279387614447,0.7754662003070387
824,128,0.5928536230799024,0.3953917278069283,0.011872909859195707,16.63129743379948,0.04,0.0021722002810554697,0.3948101788247724,0.13415205019926243,0.03206197867768365,8.129820409584948,0.04,0.14010117465793875,0.7590269512186999
776,128,0.5921338968054678,0.4036880510218697,0.014230768184839744,13.242141487790683,0.04,-0.018820312130353956,0.33035915637195473,0.11750093182553219,0.03481229750745794,6.114454942274962,0.04,0.18654365386829644,0.7547282490401227
632,256,0.5908044307040161,0.40311127620332066,0.014982973670143587,12.527096331665431,0.04,-0.0033441462868958882,0.37742872179139364,0.2377876736185738,0.03031164671681708,4.606844671864896,0.04,0.2944146255888402,0.7698471185747419
488,128,0.5899078090231155,0.3935859152144518,0.010215985439773709,19.21712740939579,0.04,-0.006550119703770063,0.35317313793133437,0.1546423315942027,0.03151317537190499,6.299930235343033,0.04,0.28187552628193097,0.7594371806649142
920,128,0.5878033788448376,0.4006289223362585,0.009658865111326752,19.378514385616942,0.04,-0.013582733513211931,0.3687499999999999,0.1606770833333333,0.03954905313868672,5.261135227106879,0.04,0.3031695312954162,0.7860197335413622
536,256,0.5863193519208783,0.3973322240378195,0.01708572114802822,11.061115082336975,0.04,-0.020521993890245283,0.40360740351263724,0.23620642805572914,0.0333520222046163,5.019215159725395,0.04,0.2745359184290629,0.7769082945730165
824,256,0.5810137265363786,0.3956907822712001,0.012005229182384643,15.436851845952612,0.04,0.005770688836556792,0.4311682622855013,0.25151481966654243,0.030822813149161438,5.828586824621052,0.04,0.23533430633516872,0.7559669529549873
584,256,0.5791625721443194,0.39806730101024757,0.009952446046087488,18.1960565568968,0.04,-0.02049573571136276,0.37282905131105526,0.229544594479555,0.02877215260172177,4.979970001372991,0.04,0.33876688771224434,0.7553556813480893
584,128,0.5779368363525026,0.41075243768804004,0.013394481217676658,12.481588196475261,0.04,-0.030682530052617285,0.3747287974944969,0.1451841049994226,0.028778763995560765,7.976183151245913,0.04,0.3020202248463109,0.782118496077733
920,256,0.5778254479284731,0.39796772787850965,0.012841332631784604,14.00615693146857,0.04,-0.00844232493580388,0.36631499571115367,0.26260661116379064,0.03525858959893345,2.9413650893880376,0.04,0.2556038601690775,0.7658582128117083
776,256,0.5775166373426859,0.3957250262561794,0.011849133466329698,15.342186127203522,0.04,0.0032769924633048175,0.39971006610306603,0.2488274469044384,0.02617541048748529,5.764288558942219,0.04,0.2662332872098367,0.7595697906192246
872,256,0.5709715763184006,0.3974309172180422,0.014441010794561095,12.017209984062807,0.04,-0.017877548808854726,0.3786521568371899,0.23418647450974794,0.03318287213724749,4.353622005048817,0.04,0.24661001260390528,0.7955333494236544
968,256,0.5675406936490559,0.39774955830635256,0.0091298622692705,18.597338090651185,0.04,-0.022108300753129306,0.3761194078813144,0.26027632448543664,0.03551500884444023,3.261806407068168,0.04,0.0,0.7825530521578279
