time,stage,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,late_gate_beam_plan_id,late_gate_beam_preferred_side,late_gate_beam_plan_remaining,flip_freq_active,flip_schedule,flip_schedule_switch_gate,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,new_swap_pairs,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,cycle_memory_enabled,cycle_memory_repeat,cycle_memory_repeat_of,cycle_memory_tabu_pairs,work_counters,perm_left,perm_right,next_left,next_right,bond_profile_coarse,routing_state_hash,rewire_side,rewire_phase,rewire_time_s,sabre_trials,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_time_s,route_chosen_seed,route_rewire_time_s,rewire_wall_time_s
1.7520844159880653,absorbing,R,5,6,595,632,2,6,8,9,0,8,0.14320195803884417,0.07584920799126849,0.21905116603011265,0.21960491605568677,104868,98628,64,64,False,False,False,False,98628,64,False,512,0.0006,,176,0,total_elems,104868,98628,1,1,,,,0.0,,,,,,,64,4,98628,1636,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0600458330009133,absorbing,R,5,7,595,632,2,6,8,10,0,8,0.1447215000516735,0.15883608302101493,0.30355758307268843,0.3041650829836726,234116,229600,256,256,False,False,False,False,229600,256,False,512,0.0006,,176,0,total_elems,234116,229600,1,1,,,,0.0,,,,,,,256,4,229600,2276,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8846736249979585,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,4,266656,2404,174,44,0,both,0,22,22,5,"[[2, 3], [10, 11], [12, 13], [26, 27], [34, 35]]",5,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.902355249971151,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,135648,1836,174,44,0,both,1,21,21,3,"[[23, 24], [31, 32], [35, 36]]",8,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.235637582954951,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,112800,1660,174,44,0,left,0,22,22,4,"[[14, 15], [22, 23], [30, 31], [34, 35]]",12,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5953339579864405,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,70464,1390,174,44,0,left,1,21,21,6,"[[1, 2], [11, 12], [13, 14], [29, 30], [33, 34], [37, 38]]",18,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.767912832961883,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,43020,1122,174,44,0,right,0,22,22,6,"[[4, 5], [6, 7], [28, 29], [32, 33], [36, 37], [40, 41]]",24,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.920657415990718,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,23884,962,174,44,0,right,1,21,21,7,"[[3, 4], [7, 8], [19, 20], [27, 28], [31, 32], [35, 36], [39, 40]]",31,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.057158165960573,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,13608,790,174,44,1,both,0,22,22,6,"[[0, 1], [2, 3], [30, 31], [32, 33], [36, 37], [38, 39]]",6,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.161540000000969,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,10064,702,174,44,1,both,1,21,21,5,"[[11, 12], [13, 14], [31, 32], [39, 40], [41, 42]]",11,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.216377875010949,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,9296,668,174,44,1,left,0,22,22,2,"[[32, 33], [40, 41]]",13,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.27564224996604,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,6572,606,174,44,1,left,1,21,21,4,"[[1, 2], [31, 32], [35, 36], [37, 38]]",17,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.326103125000373,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,5944,566,174,44,1,right,0,22,22,4,"[[8, 9], [20, 21], [26, 27], [36, 37]]",21,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.375346165965311,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,5244,544,174,44,1,right,1,21,21,2,"[[25, 26], [33, 34]]",23,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.460125457961112,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,3424,478,174,44,2,both,0,22,22,5,"[[12, 13], [14, 15], [34, 35], [36, 37], [42, 43]]",5,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.542161290999502,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2956,444,174,44,2,both,1,21,21,5,"[[9, 10], [13, 14], [21, 22], [33, 34], [41, 42]]",10,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.56236350000836,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2956,444,174,44,2,left,0,22,22,0,[],10,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.582367666007485,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2956,444,174,44,2,left,1,21,21,0,[],10,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.629486582998652,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2896,438,174,44,2,right,0,22,22,1,"[[24, 25]]",11,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.674897582968697,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2848,434,174,44,2,right,1,21,21,1,"[[33, 34]]",12,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.760388333001174,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2728,422,174,44,3,both,0,22,22,2,"[[10, 11], [22, 23]]",2,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.836488166009076,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2668,416,174,44,3,both,1,21,21,1,"[[11, 12]]",3,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.857913124957122,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2668,416,174,44,3,left,0,22,22,0,[],3,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.902620999957435,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2644,410,174,44,3,left,1,21,21,1,"[[23, 24]]",4,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.924459457979538,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2644,410,174,44,3,right,0,22,22,0,[],4,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.94567200000165,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2644,410,174,44,3,right,1,21,21,0,[],4,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.035405999980867,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2584,404,174,44,4,both,0,22,22,1,"[[12, 13]]",1,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.121391166001558,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2512,400,174,44,4,both,1,21,21,1,"[[13, 14]]",2,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.171946624992415,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,4,left,0,22,22,1,"[[14, 15]]",3,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.191769415978342,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,4,left,1,21,21,0,[],3,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.211829290958121,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,4,right,0,22,22,0,[],3,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.231032915995456,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,4,right,1,21,21,0,[],3,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.272209290997125,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,5,both,0,22,22,0,[],0,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.30967404099647,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,5,both,1,21,21,0,[],0,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.330252582964022,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,5,left,0,22,22,0,[],0,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.349791540997103,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,5,left,1,21,21,0,[],0,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.368747250002343,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,5,right,0,22,22,0,[],0,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.385555290966295,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,5,right,1,21,21,0,[],0,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.491525874997023,unswap_cycle_summary,,,,,,2,6,8,,,,,,,,,,,,,,,,,,,512,0.0006,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,,,,,,,,,,,,,,,,,,,,,1,6.600517457991373,8,902,894,8,False,False,False,,0,"[2, 6]","[3, 2, 0, 1, 4, 5, 6, 7, 8, 11, 10, 12, 14, 13, 15, 9, 16, 17, 18, 19, 20, 24, 22, 23, 21, 25, 27, 26, 28, 32, 30, 31, 36, 38, 29, 33, 39, 35, 34, 40, 42, 43, 37, 41]","[1, 0, 5, 3, 2, 4, 7, 8, 9, 11, 13, 14, 15, 10, 6, 12, 16, 17, 18, 20, 21, 22, 24, 19, 29, 23, 25, 27, 26, 28, 33, 31, 30, 35, 37, 32, 34, 36, 41, 39, 38, 43, 42, 40]","{'index': 6, 'interactions': [('unitary', (24, 25))]}","{'index': 10, 'interactions': [('unitary', (8, 9))]}","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 0, 0]",1b9468b9614a7a698ca244c9e0bd18fd29cc52ba64e5ea6d8a00bcfa8d6af0a0,,,,,,,,,,,,,,,
10.101581208000425,rewiring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,left,post_unswap,0.6046685830224305,50,592,False,False,False,8,1,none,0.0,2024,0.604662208002992,1.2019313750206493
10.698517790995538,rewiring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,right,post_unswap,0.5967156669939868,50,627,False,False,False,8,1,none,0.0,2024,0.5967086249729618,1.2019313750206493
10.707010707992595,cycle_progress,,,,,,2,6,8,,,,,,,,,,,,,,,,,,,512,0.0006,,176,0,,,,,,,,,,,,,,,,16,4,2224,392,174,44,,,,,,,,,,,,,,,,,,,,,1,,8,902,894,8,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.2019313750206493
10.76875895797275,absorbing,L,1,0,695,578,2,6,8,8,0,0,0.02566012501483783,0.025108875008299947,0.05076900002313778,0.05506404099287465,2224,2808,16,16,False,False,False,False,2224,16,False,512,0.0006,,2224,0,total_elems,2224,2808,1,1,,,,0.0,,,,,,,16,4,2224,392,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.909111290995497,absorbing,R,1,1,695,578,2,6,8,8,0,0,0.06379225000273436,0.06943695800146088,0.13322920800419524,0.13411741697927937,2944,2808,16,16,False,False,False,False,2808,16,False,512,0.0006,,2224,0,total_elems,2944,2808,1,1,,,,0.0,,,,,,,16,4,2808,454,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.993939165957272,absorbing,L,2,1,695,578,3,6,9,10,1,1,0.04449920798651874,0.033244833000935614,0.07774404098745435,0.07871425000485033,3536,5604,16,16,False,False,False,False,3536,16,False,512,0.0006,,2224,0,total_elems,3536,5604,1,1,,,,0.0,,,,,,,16,4,3536,492,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07707020797534,absorbing,L,3,1,695,578,4,6,10,10,1,2,0.04767566599184647,0.027348542003892362,0.07502420799573883,0.07583987497491762,4992,6132,16,16,False,False,False,False,4992,16,False,512,0.0006,,2224,0,total_elems,4992,6132,1,1,,,,0.0,,,,,,,16,4,4992,580,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.139668082993012,absorbing,R,3,2,695,578,4,6,10,10,0,2,0.028916875016875565,0.024554040981456637,0.0534709159983322,0.05402999999932945,10984,9160,31,16,False,False,False,False,9160,16,False,512,0.0006,,2224,0,total_elems,10984,9160,1,1,,,,0.0,,,,,,,16,4,9160,668,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.22302758297883,absorbing,L,4,2,695,578,5,6,11,8,1,3,0.035997250000946224,0.04031866695731878,0.076315916958265,0.07696137495804578,18336,21580,64,64,False,False,False,False,18336,64,False,512,0.0006,,2224,0,total_elems,18336,21580,1,1,,,,0.0,,,,,,,64,4,18336,866,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.330058540974278,absorbing,L,5,2,695,578,5,6,11,7,0,3,0.0447590000112541,0.05528962501557544,0.10004862502682954,0.10067454096861184,26232,39720,64,64,False,False,False,False,26232,64,False,512,0.0006,,2224,0,total_elems,26232,39720,1,1,,,,0.0,,,,,,,64,4,26232,980,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.445948040985968,absorbing,L,6,2,695,578,6,6,12,7,1,4,0.0514634579885751,0.05489695898722857,0.10636041697580367,0.10805087495828047,37176,46764,64,64,False,False,False,False,37176,64,False,512,0.0006,,2224,0,total_elems,37176,46764,1,1,,,,0.0,,,,,,,64,4,37176,1170,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.586222915968392,absorbing,R,6,3,695,578,6,6,12,10,0,4,0.07151733397040516,0.05891495896503329,0.13043229293543845,0.13217529200483114,70252,57356,64,64,False,False,False,False,57356,64,False,512,0.0006,,2224,0,total_elems,70252,57356,1,1,,,,0.0,,,,,,,64,4,57356,1342,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.730650707962923,absorbing,R,6,4,695,578,6,6,12,3,0,4,0.08267925004474819,0.054299083014484495,0.13697833305923268,0.13761433301260695,90472,56196,64,64,False,False,False,False,56196,64,False,512,0.0006,,2224,0,total_elems,90472,56196,1,1,,,,0.0,,,,,,,64,4,56196,1334,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.875887000001967,absorbing,R,6,5,695,578,6,6,12,4,0,4,0.073276832990814,0.06268695800099522,0.13596379099180922,0.13681941700633615,89380,56484,64,64,False,False,False,False,56484,64,False,512,0.0006,,2224,0,total_elems,89380,56484,1,1,,,,0.0,,,,,,,64,4,56484,1376,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.053136457980145,absorbing,R,6,6,695,578,6,6,12,6,0,4,0.08117550000315532,0.0869145420147106,0.16809004201786593,0.16936087503563613,89972,72116,64,64,False,False,False,False,72116,64,False,512,0.0006,,2224,0,total_elems,89972,72116,1,1,,,,0.0,,,,,,,64,4,72116,1516,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.227597457997035,absorbing,R,6,7,695,578,6,6,12,5,0,4,0.10517766699194908,0.05812566599342972,0.1633033329853788,0.1638970829662867,106728,73704,64,64,False,False,False,False,73704,64,False,512,0.0006,,2224,0,total_elems,106728,73704,1,1,,,,0.0,,,,,,,64,4,73704,1568,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.373504749964923,absorbing,R,6,8,695,578,6,6,12,7,0,4,0.07638762501301244,0.06244495802093297,0.1388325830339454,0.13937900000019,108504,84380,64,64,False,False,False,False,84380,64,False,512,0.0006,,2224,0,total_elems,108504,84380,1,1,,,,0.0,,,,,,,64,4,84380,1740,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.529920833010692,absorbing,L,7,8,695,578,6,6,12,6,0,4,0.07524733303580433,0.07406083302339539,0.14930816605919972,0.1498162499628961,119764,122776,64,64,False,False,False,False,119764,64,False,512,0.0006,,2224,0,total_elems,119764,122776,1,1,,,,0.0,,,,,,,64,4,119764,2018,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
