time,stage,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors
1.4394589170115069,absorbing,R,7,12,254,245,21,13,34,2,2,34,0.048429292044602334,0.03205283300485462,0.08048212504945695,0.08106762502575293,73056,38208,64,64,False,False,False,False,38208,64,False,512,0.0006,,160,0,total_elems,73056,38208,1,1,,,,0.0,64,4,38208,1282,158,40
1.5242019580327906,absorbing,R,7,13,254,245,21,14,35,2,1,35,0.053573417011648417,0.02686608297517523,0.08043949998682365,0.08091929199872538,79200,37248,64,64,False,False,False,False,37248,64,False,512,0.0006,,160,0,total_elems,79200,37248,1,1,,,,0.0,64,4,37248,1258,158,40
1.5981393750407733,absorbing,R,7,14,254,245,21,16,37,2,2,37,0.04551887500565499,0.024877124989870936,0.07039599999552593,0.07091112498892471,78240,36864,64,64,False,False,False,False,36864,64,False,512,0.0006,,160,0,total_elems,78240,36864,1,1,,,,0.0,64,4,36864,1234,158,40
1.6741325830225833,absorbing,R,7,15,254,245,21,16,37,3,0,37,0.04677600000286475,0.02525116701144725,0.072027167014312,0.07250004098750651,77280,46464,64,64,False,False,False,False,46464,64,False,512,0.0006,,160,0,total_elems,77280,46464,1,1,,,,0.0,64,4,46464,1354,158,40
1.7956065830076113,absorbing,L,8,15,254,245,24,16,40,6,3,40,0.05039358395151794,0.06714520795503631,0.11753879190655425,0.11793820798629895,87456,96000,64,116,False,False,False,False,87456,64,False,512,0.0006,,160,0,total_elems,87456,96000,1,1,,,,0.0,64,4,87456,1720,158,40
1.9561425420106389,absorbing,L,9,15,254,245,28,16,44,3,4,44,0.06968662503641099,0.0859765830100514,0.1556632080464624,0.15628374996595085,111456,136032,64,116,False,False,False,False,111456,64,False,512,0.0006,,160,0,total_elems,111456,136032,1,1,,,,0.0,64,4,111456,1960,158,40
2.1341011250042357,absorbing,L,10,15,254,245,30,16,46,5,2,46,0.07346237503224984,0.10070258297491819,0.17416495800716802,0.1745986249879934,125664,153888,64,116,False,False,False,False,125664,64,False,512,0.0006,,160,0,total_elems,125664,153888,1,1,,,,0.0,64,4,125664,2200,158,40
2.4707727920031175,absorbing,L,11,15,254,245,34,16,50,3,4,50,0.22885937499813735,0.10327608301304281,0.33213545801118016,0.3327475829864852,153248,168096,64,116,False,False,False,False,153248,64,False,512,0.0006,,160,0,total_elems,153248,168096,1,1,,,,0.0,64,4,153248,2448,158,40
2.6734107920201495,absorbing,L,12,15,254,245,36,16,52,3,2,52,0.0834965420071967,0.1145375000196509,0.1980340420268476,0.19849558401620016,171104,195680,64,116,False,False,False,False,171104,64,False,512,0.0006,,160,0,total_elems,171104,195680,1,1,,,,0.0,64,4,171104,2592,158,40
2.990600250021089,absorbing,R,12,16,254,245,36,17,53,5,1,53,0.1831698750029318,0.1298350830329582,0.31300495803589,0.3136906250147149,297056,213536,256,116,False,False,False,False,213536,116,False,512,0.0006,,160,0,total_elems,297056,213536,1,1,,,,0.0,116,4,213536,2784,158,40
3.479776000021957,absorbing,L,13,16,254,245,38,17,55,5,2,55,0.19779950001975521,0.28676354099297896,0.4845630410127342,0.485178500006441,337952,379808,256,250,False,False,False,False,337952,256,False,512,0.0006,,160,0,total_elems,337952,379808,1,1,,,,0.0,256,4,337952,3288,158,40
4.197732542001177,absorbing,L,14,16,254,245,39,17,56,6,1,56,0.3225888750166632,0.39016141602769494,0.7127502910443582,0.7138609999674372,349088,506676,256,256,False,False,False,True,349088,256,False,512,0.0006,,160,0,total_elems,349088,506676,1,1,,,,0.0,256,4,349088,3346,158,40
4.971055333036929,absorbing,L,15,16,254,245,39,17,56,6,0,56,0.34020137501647696,0.42769483401207253,0.7678962090285495,0.7687804159941152,388256,512532,256,256,False,False,False,True,388256,256,False,512,0.0006,,160,0,total_elems,388256,512532,1,1,,,,0.0,256,4,388256,3534,158,40
6.136145917000249,absorbing,R,15,17,254,245,39,19,58,4,2,58,0.7507647919701412,0.4071411250042729,1.1579059169744141,1.1587485000491142,560032,475064,256,246,False,False,True,False,475064,246,False,512,0.0006,,160,0,total_elems,560032,475064,1,1,,,,0.0,246,4,475064,3766,158,40
7.392742042022292,absorbing,R,15,18,254,245,39,19,58,6,0,58,0.6880297499592416,0.5619526670197956,1.2499824169790372,1.2517028750153258,603716,408068,254,128,False,False,True,False,408068,128,False,512,0.0006,,160,0,total_elems,603716,408068,1,1,,,,0.0,128,4,408068,3620,158,40
