time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,late_gate_beam_plan_id,late_gate_beam_preferred_side,late_gate_beam_plan_remaining,flip_freq_active,flip_schedule,flip_schedule_switch_gate,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,new_swap_pairs,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,cycle_memory_enabled,cycle_memory_repeat,cycle_memory_repeat_of,cycle_memory_tabu_pairs,work_counters,perm_left,perm_right,next_left,next_right,bond_profile_coarse,routing_state_hash,sabre_trials,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_time_s,route_chosen_seed,route_rewire_time_s,rewire_wall_time_s,termination_reason,termination_detail,abort_after_no_progress_unswap_cycles,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,accounted_wall_time_s
1.5347063329536468,absorbing,,,,,,,R,4,5,595,632,2,6,8,7,2,8,0.0327142080059275,0.03835845796857029,0.0710726659744978,0.07165404199622571,28112,27916,64,64,False,False,False,False,27916,64,False,512,0.0006,,176,0,total_elems,28112,27916,1,1,,,,0.0,,,,,,,64,4,27916,1066,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6242670830106363,absorbing,,,,,,,L,5,5,595,632,2,6,8,10,0,8,0.04002374998526648,0.04514904198003933,0.0851727919653058,0.08585412497632205,45132,54052,64,64,False,False,False,False,45132,64,False,512,0.0006,,176,0,total_elems,45132,54052,1,1,,,,0.0,,,,,,,64,4,45132,1324,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8686976669705473,absorbing,,,,,,,R,5,6,595,632,2,6,8,9,0,8,0.16948983300244436,0.0703625000314787,0.23985233303392306,0.24053095799172297,104868,98628,64,64,False,False,False,False,98628,64,False,512,0.0006,,176,0,total_elems,104868,98628,1,1,,,,0.0,,,,,,,64,4,98628,1636,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1534673330024816,absorbing,,,,,,,R,5,7,595,632,2,6,8,10,0,8,0.12879404099658132,0.15109891700558364,0.27989295800216496,0.28060474997619167,234116,229600,256,256,False,False,False,False,229600,256,False,512,0.0006,,176,0,total_elems,234116,229600,1,1,,,,0.0,,,,,,,256,4,229600,2276,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.988378416979685,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,4,266656,2404,174,44,0,both,0,22,22,5,"[[2, 3], [10, 11], [12, 13], [26, 27], [34, 35]]",5,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.000856083002873,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,135648,1836,174,44,0,both,1,21,21,3,"[[23, 24], [31, 32], [35, 36]]",8,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.318158791982569,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,112800,1660,174,44,0,left,0,22,22,4,"[[14, 15], [22, 23], [30, 31], [34, 35]]",12,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.679385749972425,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,70464,1390,174,44,0,left,1,21,21,6,"[[1, 2], [11, 12], [13, 14], [29, 30], [33, 34], [37, 38]]",18,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8569613749859855,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,43020,1122,174,44,0,right,0,22,22,6,"[[4, 5], [6, 7], [28, 29], [32, 33], [36, 37], [40, 41]]",24,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.013012417010032,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,23884,962,174,44,0,right,1,21,21,7,"[[3, 4], [7, 8], [19, 20], [27, 28], [31, 32], [35, 36], [39, 40]]",31,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.160576583002694,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,13608,790,174,44,1,both,0,22,22,6,"[[0, 1], [2, 3], [30, 31], [32, 33], [36, 37], [38, 39]]",6,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.26674358296441,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,10064,702,174,44,1,both,1,21,21,5,"[[11, 12], [13, 14], [31, 32], [39, 40], [41, 42]]",11,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.320580041967332,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,9296,668,174,44,1,left,0,22,22,2,"[[32, 33], [40, 41]]",13,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.375297166989185,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,6572,606,174,44,1,left,1,21,21,4,"[[1, 2], [31, 32], [35, 36], [37, 38]]",17,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.424418957962189,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,5944,566,174,44,1,right,0,22,22,4,"[[8, 9], [20, 21], [26, 27], [36, 37]]",21,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.470700124977157,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,5244,544,174,44,1,right,1,21,21,2,"[[25, 26], [33, 34]]",23,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.552011457970366,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,3424,478,174,44,2,both,0,22,22,5,"[[12, 13], [14, 15], [34, 35], [36, 37], [42, 43]]",5,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.628585207974538,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2956,444,174,44,2,both,1,21,21,5,"[[9, 10], [13, 14], [21, 22], [33, 34], [41, 42]]",10,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.646521499962546,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2956,444,174,44,2,left,0,22,22,0,[],10,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.664931375009473,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2956,444,174,44,2,left,1,21,21,0,[],10,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.707708708010614,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2896,438,174,44,2,right,0,22,22,1,"[[24, 25]]",11,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.748114582966082,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2848,434,174,44,2,right,1,21,21,1,"[[33, 34]]",12,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.819141957967076,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2728,422,174,44,3,both,0,22,22,2,"[[10, 11], [22, 23]]",2,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.89939062501071,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2668,416,174,44,3,both,1,21,21,1,"[[11, 12]]",3,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.93434483296005,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2668,416,174,44,3,left,0,22,22,0,[],3,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.976293042011093,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2644,410,174,44,3,left,1,21,21,1,"[[23, 24]]",4,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.994227582996245,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2644,410,174,44,3,right,0,22,22,0,[],4,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.012344416987617,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2644,410,174,44,3,right,1,21,21,0,[],4,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.087746792007238,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2584,404,174,44,4,both,0,22,22,1,"[[12, 13]]",1,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.159921957994811,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2512,400,174,44,4,both,1,21,21,1,"[[13, 14]]",2,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.199875916994642,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,4,left,0,22,22,1,"[[14, 15]]",3,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.216783582989592,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,4,left,1,21,21,0,[],3,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.234215957985725,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,4,right,0,22,22,0,[],3,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.25102116697235,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,4,right,1,21,21,0,[],3,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.284880957973655,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,5,both,0,22,22,0,[],0,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.317921000008937,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,5,both,1,21,21,0,[],0,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.335395707981661,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,5,left,0,22,22,0,[],0,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.352450500009581,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,5,left,1,21,21,0,[],0,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.369635957991704,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,5,right,0,22,22,0,[],0,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.386739542009309,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,5,right,1,21,21,0,[],0,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.484200999955647,unswap_cycle_summary,,,,,,,,,,,,2,6,8,,,,,,,,,,,,,,,,,,,512,0.0006,,,,,,,,,,,,,,,,,,,16,4,2224,392,174,44,,,,,,,,,,,,,,,,,,,,,1,6.5033896249951795,8,902,894,8,False,False,False,,0,"[2, 6]","[3, 2, 0, 1, 4, 5, 6, 7, 8, 11, 10, 12, 14, 13, 15, 9, 16, 17, 18, 19, 20, 24, 22, 23, 21, 25, 27, 26, 28, 32, 30, 31, 36, 38, 29, 33, 39, 35, 34, 40, 42, 43, 37, 41]","[1, 0, 5, 3, 2, 4, 7, 8, 9, 11, 13, 14, 15, 10, 6, 12, 16, 17, 18, 20, 21, 22, 24, 19, 29, 23, 25, 27, 26, 28, 33, 31, 30, 35, 37, 32, 34, 36, 41, 39, 38, 43, 42, 40]","{'index': 6, 'interactions': [('unitary', (24, 25))]}","{'index': 10, 'interactions': [('unitary', (8, 9))]}","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 0, 0]",1b9468b9614a7a698ca244c9e0bd18fd29cc52ba64e5ea6d8a00bcfa8d6af0a0,,,,,,,,,,,,,,,,,,,,,
10.083883791987319,rewiring,left,post_unswap,0.5946061669965275,592,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,50,False,8,1,none,0.0,2024,0.594596459006425,1.2860595000092871,,,,,,,,,,,,
10.774701249960344,rewiring,right,post_unswap,0.6905487080221064,627,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,50,False,8,1,none,0.0,2024,0.6905421250266954,1.2860595000092871,,,,,,,,,,,,
10.783187958004419,cycle_progress,,,,,,,,,,,,2,6,8,,,,,,,,,,,,,,,,,,,512,0.0006,,176,0,,,,,,,,,,,,,,,,16,4,2224,392,174,44,,,,,,,,,,,,,,,,,,,,,1,,8,902,894,8,False,,,,,,,,,,,,,,,,,,,,1.2860595000092871,,,,,,,,,,,,
10.859033749962691,absorbing,,,,,,,L,1,0,695,578,2,6,8,8,0,0,0.028572125011123717,0.029437124961987138,0.058009249973110855,0.06763512501493096,2224,2808,16,16,False,False,False,False,2224,16,False,512,0.0006,,2224,0,total_elems,2224,2808,1,1,,,,0.0,,,,,,,16,4,2224,392,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.918213207973167,absorbing,,,,,,,R,1,1,695,578,2,6,8,8,0,0,0.026503417000640184,0.025723082944750786,0.05222649994539097,0.05294654204044491,2944,2808,16,16,False,False,False,False,2808,16,False,512,0.0006,,2224,0,total_elems,2944,2808,1,1,,,,0.0,,,,,,,16,4,2808,454,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.976572832965758,absorbing,,,,,,,L,2,1,695,578,3,6,9,10,1,1,0.02691191603662446,0.024550542002543807,0.05146245803916827,0.05201512499479577,3536,5604,16,16,False,False,False,False,3536,16,False,512,0.0006,,2224,0,total_elems,3536,5604,1,1,,,,0.0,,,,,,,16,4,3536,492,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.035654374980368,absorbing,,,,,,,L,3,1,695,578,4,6,10,10,1,2,0.026864292041864246,0.024869415967259556,0.0517337080091238,0.052346708020195365,4992,6132,16,16,False,False,False,False,4992,16,False,512,0.0006,,2224,0,total_elems,4992,6132,1,1,,,,0.0,,,,,,,16,4,4992,580,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.09441604197491,absorbing,,,,,,,R,3,2,695,578,4,6,10,10,0,2,0.02691733301617205,0.024117459019180387,0.05103479203535244,0.05158554099034518,10984,9160,31,16,False,False,False,False,9160,16,False,512,0.0006,,2224,0,total_elems,10984,9160,1,1,,,,0.0,,,,,,,16,4,9160,668,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.169221916992683,absorbing,,,,,,,L,4,2,695,578,5,6,11,8,1,3,0.033809833985287696,0.03381212503882125,0.06762195902410895,0.06824562500696629,18336,21580,64,64,False,False,False,False,18336,64,False,512,0.0006,,2224,0,total_elems,18336,21580,1,1,,,,0.0,,,,,,,64,4,18336,866,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.252035874989815,absorbing,,,,,,,L,5,2,695,578,5,6,11,7,0,3,0.03531987499445677,0.0407153750420548,0.07603525003651157,0.07656949997181073,26232,39720,64,64,False,False,False,False,26232,64,False,512,0.0006,,2224,0,total_elems,26232,39720,1,1,,,,0.0,,,,,,,64,4,26232,980,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.393961832975037,absorbing,,,,,,,L,6,2,695,578,6,6,12,7,1,4,0.041652249987237155,0.09357158304192126,0.1352238330291584,0.13576433301204816,37176,46764,64,64,False,False,False,False,37176,64,False,512,0.0006,,2224,0,total_elems,37176,46764,1,1,,,,0.0,,,,,,,64,4,37176,1170,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.524807541980408,absorbing,,,,,,,R,6,3,695,578,6,6,12,10,0,4,0.06721458298852667,0.05658316699555144,0.12379774998407811,0.12442833301611245,70252,57356,64,64,False,False,False,False,57356,64,False,512,0.0006,,2224,0,total_elems,70252,57356,1,1,,,,0.0,,,,,,,64,4,57356,1342,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
