time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,tail_virtual_swaps,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,fid10,fid10_retained_fraction,fid10_svd_events,fid10_svd_fallbacks,termination_reason,termination_detail,unswap_cycle,gates_consumed,total_work_gates,remaining_work_gates,abort_after_no_progress_unswap_cycles,hit_max_bond,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,rewire_wall_time_s,accounted_wall_time_s
2.5795864590327255,absorbing,,,,,,,R,11,22,237,247,32,31,63,3,3,63,0.07476079097250476,0.09102970897220075,0.16579049994470552,0.16614475002279505,262656,188808,64,64,True,True,False,False,188808,64,True,64,0.01,,160,0,False,total_elems,262656,188808,1,1,,,,0.0,64,4,188808,2548,158,40,,,0,0,,,,,,,,,,,,,,,,,,
2.7130849590175785,absorbing,,,,,,,R,11,23,237,247,32,31,63,3,0,63,0.07094708300428465,0.05873737501678988,0.12968445802107453,0.1300182500272058,252088,180892,64,64,True,True,False,False,180892,64,True,64,0.01,,160,0,False,total_elems,252088,180892,1,1,,,,0.0,64,4,180892,2466,158,40,,,0,0,,,,,,,,,,,,,,,,,,
2.8486529589863494,absorbing,,,,,,,R,11,24,237,247,32,34,66,2,3,66,0.07080254098400474,0.06077641702722758,0.13157895801123232,0.13193316699471325,244844,178400,64,64,True,True,False,False,178400,64,True,64,0.01,,160,0,False,total_elems,244844,178400,1,1,,,,0.0,64,4,178400,2442,158,40,,,0,0,,,,,,,,,,,,,,,,,,
2.9871620000340044,absorbing,,,,,,,R,11,25,237,247,32,38,70,2,4,70,0.0702398749999702,0.0643267499981448,0.134566624998115,0.13493758399272338,242972,166912,64,64,True,True,False,False,166912,64,True,64,0.01,,160,0,False,total_elems,242972,166912,1,1,,,,0.0,64,4,166912,2400,158,40,,,0,0,,,,,,,,,,,,,,,,,,
3.134856458986178,absorbing,,,,,,,R,11,26,237,247,32,38,70,4,0,70,0.07205054099904373,0.07147987501230091,0.14353041601134464,0.14390183298382908,240700,189824,64,64,True,True,False,False,189824,64,True,64,0.01,,160,0,False,total_elems,240700,189824,1,1,,,,0.0,64,4,189824,2452,158,40,,,0,0,,,,,,,,,,,,,,,,,,
3.3060952500090934,absorbing,,,,,,,R,11,27,237,247,32,40,72,4,2,72,0.08763508300762624,0.07939133298350498,0.16702641599113122,0.16738787497160956,205372,173776,64,64,True,True,False,False,173776,64,True,64,0.01,,160,0,False,total_elems,205372,173776,1,1,,,,0.0,64,4,173776,2318,158,40,,,0,0,,,,,,,,,,,,,,,,,,
3.4778336249873973,absorbing,,,,,,,R,11,28,237,247,32,46,78,2,6,78,0.08556999999564141,0.08191579097183421,0.16748579096747562,0.16780795896193013,194076,171276,64,64,True,True,False,False,171276,64,True,64,0.01,,160,0,False,total_elems,194076,171276,1,1,,,,0.0,64,4,171276,2310,158,40,,,0,0,,,,,,,,,,,,,,,,,,
3.640713084023446,absorbing,,,,,,,L,12,28,237,247,34,46,80,3,2,80,0.08109666599193588,0.07741500000702217,0.15851166599895805,0.15889012499246746,171476,173312,64,64,True,True,False,False,171476,64,True,64,0.01,,160,0,False,total_elems,171476,173312,1,1,,,,0.0,64,4,171476,2278,158,40,,,0,0,,,,,,,,,,,,,,,,,,
3.7884655839879997,absorbing,,,,,,,R,12,29,237,247,34,50,84,1,4,84,0.06580649997340515,0.07767379196593538,0.14348029193934053,0.14385575003689155,173504,160384,64,64,True,True,False,False,160384,64,True,64,0.01,,160,0,False,total_elems,173504,160384,1,1,,,,0.0,64,4,160384,2236,158,40,,,0,0,,,,,,,,,,,,,,,,,,
3.946467792033218,absorbing,,,,,,,R,12,30,237,247,34,51,85,5,1,85,0.06296804099110886,0.09005400002934039,0.15302204102044925,0.15335824998328462,168696,137176,64,64,True,True,False,False,137176,64,True,64,0.01,,160,0,False,total_elems,168696,137176,1,1,,,,0.0,64,4,137176,2010,158,40,,,0,0,,,,,,,,,,,,,,,,,,
4.063390084018465,absorbing,,,,,,,R,12,31,237,247,34,54,88,2,3,88,0.05787916696863249,0.05449149996275082,0.11237066693138331,0.11274258303456008,146072,124488,64,64,True,True,False,False,124488,64,True,64,0.01,,160,0,False,total_elems,146072,124488,1,1,,,,0.0,64,4,124488,1942,158,40,,,0,0,,,,,,,,,,,,,,,,,,
4.179142999986652,absorbing,,,,,,,R,12,32,237,247,34,55,89,5,1,89,0.05457320902496576,0.056231791037134826,0.11080500006210059,0.11116724996827543,129832,107704,64,64,True,True,False,False,107704,64,True,64,0.01,,160,0,False,total_elems,129832,107704,1,1,,,,0.0,64,4,107704,1882,158,40,,,0,0,,,,,,,,,,,,,,,,,,
4.279658249986824,absorbing,,,,,,,R,12,33,237,247,34,55,89,7,0,89,0.0444615000160411,0.05151716701220721,0.09597866702824831,0.09635108301881701,122008,95536,64,64,True,True,False,False,95536,64,True,64,0.01,,160,0,False,total_elems,122008,95536,1,1,,,,0.0,64,4,95536,1808,158,40,,,0,0,,,,,,,,,,,,,,,,,,
4.376273709000088,absorbing,,,,,,,L,13,33,237,247,37,55,92,3,3,92,0.040760333999060094,0.0512568749836646,0.0920172089827247,0.09238533297320828,101360,104472,64,64,True,True,False,False,101360,64,True,64,0.01,,160,0,False,total_elems,101360,104472,1,1,,,,0.0,64,4,101360,1898,158,40,,,0,0,,,,,,,,,,,,,,,,,,
4.476327958982438,absorbing,,,,,,,L,14,33,237,247,38,55,93,3,1,93,0.04261354199843481,0.052829916996415704,0.09544345899485052,0.0958570420043543,99020,115848,64,64,True,True,False,False,99020,64,True,64,0.01,,160,0,False,total_elems,99020,115848,1,1,,,,0.0,64,4,99020,1906,158,40,,,0,0,,,,,,,,,,,,,,,,,,
4.600282750034239,absorbing,,,,,,,R,14,34,237,247,38,55,93,7,0,93,0.07181225001113489,0.047681541997008026,0.11949379200814292,0.11983212496852502,115856,113088,64,64,True,True,False,False,113088,64,True,64,0.01,,160,0,False,total_elems,115856,113088,1,1,,,,0.0,64,4,113088,2070,158,40,,,0,0,,,,,,,,,,,,,,,,,,
4.7434174590162,absorbing,,,,,,,L,15,34,237,247,39,55,94,3,1,94,0.0745384999900125,0.06416554201859981,0.1387040420086123,0.13903916697017848,129464,149184,64,64,True,True,False,False,129464,64,True,64,0.01,,160,0,False,total_elems,129464,149184,1,1,,,,0.0,64,4,129464,2154,158,40,,,0,0,,,,,,,,,,,,,,,,,,
4.869123958982527,absorbing,,,,,,,L,16,34,237,247,40,55,95,4,1,95,0.05439400003524497,0.06667266599833965,0.12106666603358462,0.12141091597732157,92128,124988,64,64,True,True,False,False,92128,64,True,64,0.01,,160,0,False,total_elems,92128,124988,1,1,,,,0.0,64,4,92128,1890,158,40,,,0,0,,,,,,,,,,,,,,,,,,
4.985915625002235,absorbing,,,,,,,L,17,34,237,247,42,55,97,3,2,97,0.05959591700229794,0.05255095800384879,0.11214687500614673,0.11249520897399634,120688,125968,64,64,True,True,False,False,120688,64,True,64,0.01,,160,0,False,total_elems,120688,125968,1,1,,,,0.0,64,4,120688,2118,158,40,,,0,0,,,,,,,,,,,,,,,,,,
5.123005000001285,absorbing,,,,,,,L,18,34,237,247,46,55,101,2,4,101,0.06906633399194106,0.06313700001919642,0.13220333401113749,0.13256083300802857,139132,155956,64,64,True,True,False,False,139132,64,True,64,0.01,,160,0,False,total_elems,139132,155956,1,1,,,,0.0,64,4,139132,2194,158,40,,,0,0,,,,,,,,,,,,,,,,,,
5.281434292031918,absorbing,,,,,,,L,19,34,237,247,49,55,104,1,3,104,0.07215237501077354,0.08117633400252089,0.15332870901329443,0.15370575000997633,132504,163780,64,64,True,True,False,False,132504,64,True,64,0.01,,160,0,False,total_elems,132504,163780,1,1,,,,0.0,64,4,132504,2128,158,40,,,0,0,,,,,,,,,,,,,,,,,,
5.426733500033151,absorbing,,,,,,,L,20,34,237,247,52,55,107,3,3,107,0.05582154099829495,0.0844343330245465,0.14025587402284145,0.1406633750302717,138328,162300,64,64,True,True,False,False,138328,64,True,64,0.01,,160,0,False,total_elems,138328,162300,1,1,,,,0.0,64,4,138328,2148,158,40,,,0,0,,,,,,,,,,,,,,,,,,
5.571533625014126,absorbing,,,,,,,L,21,34,237,247,53,55,108,4,1,108,0.055886082991492,0.08395816700067371,0.13984424999216571,0.14025379199301824,146940,148296,64,64,True,True,False,False,146940,64,True,64,0.01,,160,0,False,total_elems,146940,148296,1,1,,,,0.0,64,4,146940,2194,158,40,,,0,0,,,,,,,,,,,,,,,,,,
5.761795833997894,absorbing,,,,,,,R,21,35,237,247,53,56,109,8,1,109,0.08791433298029006,0.09738812502473593,0.18530245800502598,0.18564687494654208,155488,153760,64,64,True,True,False,False,153760,64,True,64,0.01,,160,0,False,total_elems,155488,153760,1,1,,,,0.0,64,4,153760,2246,158,40,,,0,0,,,,,,,,,,,,,,,,,,
5.913475459034089,absorbing,,,,,,,R,21,36,237,247,53,58,111,8,2,111,0.08113262499682605,0.06562091695377603,0.14675354195060208,0.14709854102693498,123912,119476,64,64,True,True,False,False,119476,64,True,64,0.01,,160,0,False,total_elems,123912,119476,1,1,,,,0.0,64,4,119476,2036,158,40,,,0,0,,,,,,,,,,,,,,,,,,
6.063434750016313,absorbing,,,,,,,R,21,37,237,247,53,61,114,9,3,114,0.06347566697513685,0.0813281669979915,0.14480383397312835,0.14517133397748694,113508,108296,64,64,True,True,False,False,108296,64,True,64,0.01,,160,0,False,total_elems,113508,108296,1,1,,,,0.0,64,4,108296,2012,158,40,,,0,0,,,,,,,,,,,,,,,,,,
6.186030084034428,absorbing,,,,,,,R,21,38,237,247,53,61,114,9,0,114,0.051386874984018505,0.06579862500075251,0.11718549998477101,0.1175546669983305,104500,98364,64,64,True,True,False,False,98364,64,True,64,0.01,,160,0,False,total_elems,104500,98364,1,1,,,,0.0,64,4,98364,1876,158,40,,,0,0,,,,,,,,,,,,,,,,,,
6.311333084013313,absorbing,,,,,,,L,22,38,237,247,55,61,116,1,2,116,0.04647170804673806,0.07353449997026473,0.12000620801700279,0.1204055409762077,99776,157416,64,64,True,True,False,False,99776,64,True,64,0.01,,160,0,False,total_elems,99776,157416,1,1,,,,0.0,64,4,99776,1900,158,40,,,0,0,,,,,,,,,,,,,,,,,,
6.4292733339825645,absorbing,,,,,,,L,23,38,237,247,56,61,117,2,1,117,0.03941954200854525,0.07305754203116521,0.11247708403971046,0.1128528339904733,105308,161452,64,64,True,True,False,False,105308,64,True,64,0.01,,160,0,False,total_elems,105308,161452,1,1,,,,0.0,64,4,105308,1950,158,40,,,0,0,,,,,,,,,,,,,,,,,,
6.570525459013879,absorbing,,,,,,,L,24,38,237,247,57,61,118,3,1,118,0.05435025005135685,0.08148275001440197,0.13583300006575882,0.13620183302555233,119980,176680,64,64,True,True,False,False,119980,64,True,64,0.01,,160,0,False,total_elems,119980,176680,1,1,,,,0.0,64,4,119980,1998,158,40,,,0,0,,,,,,,,,,,,,,,,,,
6.703928959032055,absorbing,,,,,,,L,25,38,237,247,57,61,118,5,0,118,0.04163649998372421,0.08617570903152227,0.12781220901524648,0.12824179203016683,117008,144048,64,64,True,True,False,False,117008,64,True,64,0.01,,160,0,False,total_elems,117008,144048,1,1,,,,0.0,64,4,117008,1956,158,40,,,0,0,,,,,,,,,,,,,,,,,,
6.837120125012007,absorbing,,,,,,,R,25,39,237,247,57,62,119,8,1,119,0.04548112500924617,0.08248341700527817,0.12796454201452434,0.12830016697989777,138556,129948,64,64,True,True,False,False,129948,64,True,64,0.01,,160,0,False,total_elems,138556,129948,1,1,,,,0.0,64,4,129948,2082,158,40,,,0,0,,,,,,,,,,,,,,,,,,
6.976391459000297,absorbing,,,,,,,L,26,39,237,247,57,62,119,6,0,119,0.04493262496544048,0.088982124987524,0.13391474995296448,0.1342720000538975,120392,147044,64,64,True,True,False,False,120392,64,True,64,0.01,,160,0,False,total_elems,120392,147044,1,1,,,,0.0,64,4,120392,2024,158,40,,,0,0,,,,,,,,,,,,,,,,,,
7.1514544999809,absorbing,,,,,,,L,27,39,237,247,59,62,121,5,2,121,0.08501808397704735,0.08463624998694286,0.1696543339639902,0.17004374996758997,118748,143756,64,64,True,True,False,False,118748,64,True,64,0.01,,160,0,False,total_elems,118748,143756,1,1,,,,0.0,64,4,118748,2026,158,40,,,0,0,,,,,,,,,,,,,,,,,,
7.30342200002633,absorbing,,,,,,,L,28,39,237,247,62,62,124,3,3,124,0.07548354100435972,0.07098637497983873,0.14646991598419845,0.14687137497821823,79820,101964,63,64,False,True,False,False,79820,63,False,64,0.01,,160,0,False,total_elems,79820,101964,1,1,,,,0.0,63,4,79820,1704,158,40,,,0,0,,,,,,,,,,,,,,,,,,
7.396135999995749,absorbing,,,,,,,L,29,39,237,247,63,62,125,6,1,125,0.034284207969903946,0.052654124971013516,0.08693833294091746,0.08731212501879781,79000,90808,62,62,False,False,False,False,79000,62,False,64,0.01,,160,0,False,total_elems,79000,90808,1,1,,,,0.0,62,4,79000,1712,158,40,,,0,0,,,,,,,,,,,,,,,,,,
7.5034117919858545,absorbing,,,,,,,L,30,39,237,247,65,62,127,3,2,127,0.048574250016827136,0.052955708000808954,0.10152995801763609,0.10190050001256168,82084,83372,61,62,False,False,False,False,82084,61,False,64,0.01,,160,0,False,total_elems,82084,83372,1,1,,,,0.0,61,4,82084,1688,158,40,,,0,0,,,,,,,,,,,,,,,,,,
7.597001291986089,absorbing,,,,,,,L,31,39,237,247,67,62,129,4,2,129,0.035280207986943424,0.05248395900707692,0.08776416699402034,0.08813508303137496,76648,85324,59,60,False,False,False,False,76648,59,False,64,0.01,,160,0,False,total_elems,76648,85324,1,1,,,,0.0,59,4,76648,1658,158,40,,,0,0,,,,,,,,,,,,,,,,,,
