start,stop,wires,status,accepted,old_two_qubit,new_two_qubit,fidelity,permutation,reason
440,446,"(0, 21, 23)",unavailable_no_bqskit,False,2,,,"(0, 21, 23)",qiskit fallback is exact for two wires only; BQSKit unavailable
446,451,"(4, 26, 41)",unavailable_no_bqskit,False,2,,,"(4, 26, 41)",qiskit fallback is exact for two wires only; BQSKit unavailable
451,460,"(4, 23, 24)",unavailable_no_bqskit,False,3,,,"(4, 23, 24)",qiskit fallback is exact for two wires only; BQSKit unavailable
465,470,"(17, 19, 50)",unavailable_no_bqskit,False,2,,,"(17, 19, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
477,483,"(43, 44, 53)",unavailable_no_bqskit,False,2,,,"(43, 44, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
483,489,"(18, 31, 43)",unavailable_no_bqskit,False,2,,,"(18, 31, 43)",qiskit fallback is exact for two wires only; BQSKit unavailable
489,495,"(41, 43, 53)",unavailable_no_bqskit,False,2,,,"(41, 43, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
495,501,"(15, 39, 43)",unavailable_no_bqskit,False,2,,,"(15, 39, 43)",qiskit fallback is exact for two wires only; BQSKit unavailable
502,508,"(3, 12, 55)",unavailable_no_bqskit,False,2,,,"(3, 12, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
513,517,"(12, 22, 27)",unavailable_no_bqskit,False,2,,,"(12, 22, 27)",qiskit fallback is exact for two wires only; BQSKit unavailable
524,530,"(27, 34, 42)",unavailable_no_bqskit,False,2,,,"(27, 34, 42)",qiskit fallback is exact for two wires only; BQSKit unavailable
530,534,"(20, 36, 53)",unavailable_no_bqskit,False,2,,,"(20, 36, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
534,540,"(13, 17, 20)",unavailable_no_bqskit,False,2,,,"(13, 17, 20)",qiskit fallback is exact for two wires only; BQSKit unavailable
543,550,"(27, 35, 36)",unavailable_no_bqskit,False,2,,,"(27, 35, 36)",qiskit fallback is exact for two wires only; BQSKit unavailable
551,556,"(29, 38, 44)",unavailable_no_bqskit,False,2,,,"(29, 38, 44)",qiskit fallback is exact for two wires only; BQSKit unavailable
560,567,"(18, 37, 44)",unavailable_no_bqskit,False,2,,,"(18, 37, 44)",qiskit fallback is exact for two wires only; BQSKit unavailable
567,572,"(3, 21, 46)",unavailable_no_bqskit,False,2,,,"(3, 21, 46)",qiskit fallback is exact for two wires only; BQSKit unavailable
572,577,"(21, 25, 27)",unavailable_no_bqskit,False,2,,,"(21, 25, 27)",qiskit fallback is exact for two wires only; BQSKit unavailable
581,588,"(31, 43, 46)",unavailable_no_bqskit,False,2,,,"(31, 43, 46)",qiskit fallback is exact for two wires only; BQSKit unavailable
588,594,"(0, 17, 46)",unavailable_no_bqskit,False,2,,,"(0, 17, 46)",qiskit fallback is exact for two wires only; BQSKit unavailable
594,599,"(11, 38, 47)",unavailable_no_bqskit,False,2,,,"(11, 38, 47)",qiskit fallback is exact for two wires only; BQSKit unavailable
606,612,"(16, 22, 53)",unavailable_no_bqskit,False,2,,,"(16, 22, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
615,622,"(18, 24, 53)",unavailable_no_bqskit,False,2,,,"(18, 24, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
622,627,"(45, 51, 55)",unavailable_no_bqskit,False,2,,,"(45, 51, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
627,632,"(14, 30, 45)",unavailable_no_bqskit,False,2,,,"(14, 30, 45)",qiskit fallback is exact for two wires only; BQSKit unavailable
632,637,"(6, 30, 34)",unavailable_no_bqskit,False,2,,,"(6, 30, 34)",qiskit fallback is exact for two wires only; BQSKit unavailable
641,651,"(5, 19, 45)",unavailable_no_bqskit,False,3,,,"(5, 19, 45)",qiskit fallback is exact for two wires only; BQSKit unavailable
654,659,"(3, 32, 51)",unavailable_no_bqskit,False,2,,,"(3, 32, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
659,664,"(3, 10, 52)",unavailable_no_bqskit,False,2,,,"(3, 10, 52)",qiskit fallback is exact for two wires only; BQSKit unavailable
666,673,"(14, 30, 32)",unavailable_no_bqskit,False,2,,,"(14, 30, 32)",qiskit fallback is exact for two wires only; BQSKit unavailable
680,686,"(26, 48, 51)",unavailable_no_bqskit,False,2,,,"(26, 48, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
686,691,"(33, 37, 48)",unavailable_no_bqskit,False,2,,,"(33, 37, 48)",qiskit fallback is exact for two wires only; BQSKit unavailable
695,700,"(35, 44, 51)",unavailable_no_bqskit,False,2,,,"(35, 44, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
700,706,"(10, 17, 35)",unavailable_no_bqskit,False,2,,,"(10, 17, 35)",qiskit fallback is exact for two wires only; BQSKit unavailable
706,713,"(4, 43, 44)",unavailable_no_bqskit,False,2,,,"(4, 43, 44)",qiskit fallback is exact for two wires only; BQSKit unavailable
717,724,"(11, 19, 52)",unavailable_no_bqskit,False,2,,,"(11, 19, 52)",qiskit fallback is exact for two wires only; BQSKit unavailable
724,732,"(1, 54, 55)",unavailable_no_bqskit,False,3,,,"(1, 54, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
732,738,"(1, 8, 49)",unavailable_no_bqskit,False,2,,,"(1, 8, 49)",qiskit fallback is exact for two wires only; BQSKit unavailable
741,746,"(29, 41, 54)",unavailable_no_bqskit,False,2,,,"(29, 41, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
746,752,"(25, 29, 34)",unavailable_no_bqskit,False,2,,,"(25, 29, 34)",qiskit fallback is exact for two wires only; BQSKit unavailable
759,766,"(16, 38, 54)",unavailable_no_bqskit,False,2,,,"(16, 38, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
766,771,"(28, 40, 55)",unavailable_no_bqskit,False,2,,,"(28, 40, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
771,775,"(7, 28, 50)",unavailable_no_bqskit,False,2,,,"(7, 28, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
775,779,"(7, 19, 53)",unavailable_no_bqskit,False,2,,,"(7, 19, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
783,788,"(15, 26, 28)",unavailable_no_bqskit,False,2,,,"(15, 26, 28)",qiskit fallback is exact for two wires only; BQSKit unavailable
800,806,"(6, 38, 50)",unavailable_no_bqskit,False,2,,,"(6, 38, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
809,816,"(50, 52, 53)",unavailable_no_bqskit,False,2,,,"(50, 52, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
820,825,"(9, 40, 55)",unavailable_no_bqskit,False,2,,,"(9, 40, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
825,830,"(9, 12, 23)",unavailable_no_bqskit,False,2,,,"(9, 12, 23)",qiskit fallback is exact for two wires only; BQSKit unavailable
832,837,"(0, 9, 14)",unavailable_no_bqskit,False,2,,,"(0, 9, 14)",qiskit fallback is exact for two wires only; BQSKit unavailable
846,852,"(30, 40, 51)",unavailable_no_bqskit,False,2,,,"(30, 40, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
852,858,"(6, 39, 40)",unavailable_no_bqskit,False,2,,,"(6, 39, 40)",qiskit fallback is exact for two wires only; BQSKit unavailable
861,867,"(5, 42, 51)",unavailable_no_bqskit,False,2,,,"(5, 42, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
867,873,"(6, 39, 42)",unavailable_no_bqskit,False,2,,,"(6, 39, 42)",qiskit fallback is exact for two wires only; BQSKit unavailable
883,888,"(2, 8, 55)",unavailable_no_bqskit,False,2,,,"(2, 8, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
888,895,"(1, 2, 8)",unavailable_no_bqskit,False,2,,,"(1, 2, 8)",qiskit fallback is exact for two wires only; BQSKit unavailable
897,903,"(1, 28, 32)",unavailable_no_bqskit,False,2,,,"(1, 28, 32)",qiskit fallback is exact for two wires only; BQSKit unavailable
903,907,"(8, 13, 36)",unavailable_no_bqskit,False,2,,,"(8, 13, 36)",qiskit fallback is exact for two wires only; BQSKit unavailable
911,916,"(22, 36, 54)",unavailable_no_bqskit,False,2,,,"(22, 36, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
921,926,"(1, 28, 47)",unavailable_no_bqskit,False,2,,,"(1, 28, 47)",qiskit fallback is exact for two wires only; BQSKit unavailable
932,937,"(2, 46, 48)",unavailable_no_bqskit,False,2,,,"(2, 46, 48)",qiskit fallback is exact for two wires only; BQSKit unavailable
941,945,"(10, 45, 49)",unavailable_no_bqskit,False,2,,,"(10, 45, 49)",qiskit fallback is exact for two wires only; BQSKit unavailable
945,950,"(10, 43, 46)",unavailable_no_bqskit,False,2,,,"(10, 43, 46)",qiskit fallback is exact for two wires only; BQSKit unavailable
955,960,"(9, 37, 49)",unavailable_no_bqskit,False,2,,,"(9, 37, 49)",qiskit fallback is exact for two wires only; BQSKit unavailable
963,970,"(0, 34, 37)",unavailable_no_bqskit,False,2,,,"(0, 34, 37)",qiskit fallback is exact for two wires only; BQSKit unavailable
970,976,"(26, 41, 49)",unavailable_no_bqskit,False,2,,,"(26, 41, 49)",qiskit fallback is exact for two wires only; BQSKit unavailable
980,986,"(32, 35, 50)",unavailable_no_bqskit,False,2,,,"(32, 35, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
986,993,"(1, 30, 51)",unavailable_no_bqskit,False,2,,,"(1, 30, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
993,999,"(17, 47, 54)",unavailable_no_bqskit,False,2,,,"(17, 47, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
1002,1009,"(36, 43, 54)",unavailable_no_bqskit,False,2,,,"(36, 43, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
1009,1015,"(20, 21, 55)",unavailable_no_bqskit,False,2,,,"(20, 21, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
1015,1020,"(2, 21, 31)",unavailable_no_bqskit,False,2,,,"(2, 21, 31)",qiskit fallback is exact for two wires only; BQSKit unavailable
1020,1025,"(14, 21, 39)",unavailable_no_bqskit,False,2,,,"(14, 21, 39)",qiskit fallback is exact for two wires only; BQSKit unavailable
1025,1031,"(11, 31, 45)",unavailable_no_bqskit,False,2,,,"(11, 31, 45)",qiskit fallback is exact for two wires only; BQSKit unavailable
1037,1042,"(2, 40, 46)",unavailable_no_bqskit,False,2,,,"(2, 40, 46)",qiskit fallback is exact for two wires only; BQSKit unavailable
1045,1052,"(2, 17, 45)",unavailable_no_bqskit,False,2,,,"(2, 17, 45)",qiskit fallback is exact for two wires only; BQSKit unavailable
1056,1061,"(13, 20, 48)",unavailable_no_bqskit,False,2,,,"(13, 20, 48)",qiskit fallback is exact for two wires only; BQSKit unavailable
1064,1070,"(6, 13, 26)",unavailable_no_bqskit,False,2,,,"(6, 13, 26)",qiskit fallback is exact for two wires only; BQSKit unavailable
1070,1076,"(13, 35, 41)",unavailable_no_bqskit,False,2,,,"(13, 35, 41)",qiskit fallback is exact for two wires only; BQSKit unavailable
1079,1084,"(7, 29, 48)",unavailable_no_bqskit,False,2,,,"(7, 29, 48)",qiskit fallback is exact for two wires only; BQSKit unavailable
1084,1089,"(7, 19, 36)",unavailable_no_bqskit,False,2,,,"(7, 19, 36)",qiskit fallback is exact for two wires only; BQSKit unavailable
1094,1100,"(29, 37, 39)",unavailable_no_bqskit,False,2,,,"(29, 37, 39)",qiskit fallback is exact for two wires only; BQSKit unavailable
1103,1109,"(4, 48, 51)",unavailable_no_bqskit,False,2,,,"(4, 48, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
1117,1122,"(3, 16, 55)",unavailable_no_bqskit,False,2,,,"(3, 16, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
1122,1126,"(3, 18, 44)",unavailable_no_bqskit,False,2,,,"(3, 18, 44)",qiskit fallback is exact for two wires only; BQSKit unavailable
1133,1138,"(8, 10, 33)",unavailable_no_bqskit,False,2,,,"(8, 10, 33)",qiskit fallback is exact for two wires only; BQSKit unavailable
1138,1142,"(8, 15, 19)",unavailable_no_bqskit,False,2,,,"(8, 15, 19)",qiskit fallback is exact for two wires only; BQSKit unavailable
1154,1160,"(20, 44, 50)",unavailable_no_bqskit,False,2,,,"(20, 44, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
1160,1166,"(44, 46)",verified_no_improvement,False,2,2,0.9999999999999998,"(44, 46)",exact replacement does not reduce 2q count
1166,1172,"(2, 20, 49)",unavailable_no_bqskit,False,2,,,"(2, 20, 49)",qiskit fallback is exact for two wires only; BQSKit unavailable
1172,1177,"(4, 25, 50)",unavailable_no_bqskit,False,2,,,"(4, 25, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
1180,1187,"(25, 37, 44)",unavailable_no_bqskit,False,2,,,"(25, 37, 44)",qiskit fallback is exact for two wires only; BQSKit unavailable
1188,1195,"(22, 36, 52)",unavailable_no_bqskit,False,2,,,"(22, 36, 52)",qiskit fallback is exact for two wires only; BQSKit unavailable
1195,1201,"(3, 50, 54)",unavailable_no_bqskit,False,2,,,"(3, 50, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
1201,1207,"(9, 46, 54)",unavailable_no_bqskit,False,2,,,"(9, 46, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
1207,1212,"(5, 23, 55)",unavailable_no_bqskit,False,2,,,"(5, 23, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
1212,1217,"(5, 16, 21)",unavailable_no_bqskit,False,2,,,"(5, 16, 21)",qiskit fallback is exact for two wires only; BQSKit unavailable
1217,1221,"(16, 28, 30)",unavailable_no_bqskit,False,2,,,"(16, 28, 30)",qiskit fallback is exact for two wires only; BQSKit unavailable
1221,1227,"(16, 17, 20)",unavailable_no_bqskit,False,2,,,"(16, 17, 20)",qiskit fallback is exact for two wires only; BQSKit unavailable
1228,1234,"(23, 27, 53)",unavailable_no_bqskit,False,2,,,"(23, 27, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
1245,1251,"(5, 15, 48)",unavailable_no_bqskit,False,2,,,"(5, 15, 48)",qiskit fallback is exact for two wires only; BQSKit unavailable
1251,1257,"(33, 41, 49)",unavailable_no_bqskit,False,2,,,"(33, 41, 49)",qiskit fallback is exact for two wires only; BQSKit unavailable
1257,1263,"(36, 45, 51)",unavailable_no_bqskit,False,2,,,"(36, 45, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
1265,1271,"(13, 19, 53)",unavailable_no_bqskit,False,2,,,"(13, 19, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
1274,1281,"(22, 27, 53)",unavailable_no_bqskit,False,2,,,"(22, 27, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
1281,1287,"(32, 35, 53)",unavailable_no_bqskit,False,2,,,"(32, 35, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
1294,1299,"(12, 38, 55)",unavailable_no_bqskit,False,2,,,"(12, 38, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
1299,1305,"(12, 21, 24)",unavailable_no_bqskit,False,2,,,"(12, 21, 24)",qiskit fallback is exact for two wires only; BQSKit unavailable
1308,1314,"(0, 3, 38)",unavailable_no_bqskit,False,2,,,"(0, 3, 38)",qiskit fallback is exact for two wires only; BQSKit unavailable
1314,1320,"(3, 21, 30)",unavailable_no_bqskit,False,2,,,"(3, 21, 30)",qiskit fallback is exact for two wires only; BQSKit unavailable
1324,1329,"(28, 39, 47)",unavailable_no_bqskit,False,2,,,"(28, 39, 47)",qiskit fallback is exact for two wires only; BQSKit unavailable
1332,1337,"(28, 41, 53)",unavailable_no_bqskit,False,2,,,"(28, 41, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
1341,1346,"(21, 36, 48)",unavailable_no_bqskit,False,2,,,"(21, 36, 48)",qiskit fallback is exact for two wires only; BQSKit unavailable
1353,1358,"(12, 14, 50)",unavailable_no_bqskit,False,2,,,"(12, 14, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
1358,1363,"(14, 44, 54)",unavailable_no_bqskit,False,2,,,"(14, 44, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
1369,1375,"(11, 23, 55)",unavailable_no_bqskit,False,2,,,"(11, 23, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
1375,1380,"(1, 18, 23)",unavailable_no_bqskit,False,2,,,"(1, 18, 23)",qiskit fallback is exact for two wires only; BQSKit unavailable
1383,1394,"(2, 3, 23)",unavailable_no_bqskit,False,4,,,"(2, 3, 23)",qiskit fallback is exact for two wires only; BQSKit unavailable
1404,1408,"(10, 11, 31)",unavailable_no_bqskit,False,2,,,"(10, 11, 31)",qiskit fallback is exact for two wires only; BQSKit unavailable
1413,1419,"(9, 33, 39)",unavailable_no_bqskit,False,2,,,"(9, 33, 39)",qiskit fallback is exact for two wires only; BQSKit unavailable
1419,1423,"(6, 31, 34)",unavailable_no_bqskit,False,2,,,"(6, 31, 34)",qiskit fallback is exact for two wires only; BQSKit unavailable
1423,1427,"(6, 32, 45)",unavailable_no_bqskit,False,2,,,"(6, 32, 45)",qiskit fallback is exact for two wires only; BQSKit unavailable
1437,1441,"(12, 18, 43)",unavailable_no_bqskit,False,2,,,"(12, 18, 43)",qiskit fallback is exact for two wires only; BQSKit unavailable
1445,1452,"(11, 13, 43)",unavailable_no_bqskit,False,2,,,"(11, 13, 43)",qiskit fallback is exact for two wires only; BQSKit unavailable
1452,1459,"(13, 14, 45)",unavailable_no_bqskit,False,2,,,"(13, 14, 45)",qiskit fallback is exact for two wires only; BQSKit unavailable
1459,1464,"(26, 42, 55)",unavailable_no_bqskit,False,2,,,"(26, 42, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
1464,1469,"(4, 26, 52)",unavailable_no_bqskit,False,2,,,"(4, 26, 52)",qiskit fallback is exact for two wires only; BQSKit unavailable
1469,1475,"(17, 22, 26)",unavailable_no_bqskit,False,2,,,"(17, 22, 26)",qiskit fallback is exact for two wires only; BQSKit unavailable
1475,1481,"(17, 26, 28)",unavailable_no_bqskit,False,2,,,"(17, 26, 28)",qiskit fallback is exact for two wires only; BQSKit unavailable
1484,1490,"(7, 24, 42)",unavailable_no_bqskit,False,2,,,"(7, 24, 42)",qiskit fallback is exact for two wires only; BQSKit unavailable
1490,1495,"(8, 24, 30)",unavailable_no_bqskit,False,2,,,"(8, 24, 30)",qiskit fallback is exact for two wires only; BQSKit unavailable
1502,1508,"(34, 42, 47)",unavailable_no_bqskit,False,2,,,"(34, 42, 47)",qiskit fallback is exact for two wires only; BQSKit unavailable
1508,1513,"(10, 15, 42)",unavailable_no_bqskit,False,2,,,"(10, 15, 42)",qiskit fallback is exact for two wires only; BQSKit unavailable
1519,1527,"(20, 43, 47)",unavailable_no_bqskit,False,2,,,"(20, 43, 47)",qiskit fallback is exact for two wires only; BQSKit unavailable
1527,1533,"(27, 29, 52)",unavailable_no_bqskit,False,2,,,"(27, 29, 52)",qiskit fallback is exact for two wires only; BQSKit unavailable
1533,1539,"(2, 29, 31)",unavailable_no_bqskit,False,2,,,"(2, 29, 31)",qiskit fallback is exact for two wires only; BQSKit unavailable
1539,1546,"(19, 34, 52)",unavailable_no_bqskit,False,2,,,"(19, 34, 52)",qiskit fallback is exact for two wires only; BQSKit unavailable
1546,1552,"(19, 21, 52)",unavailable_no_bqskit,False,2,,,"(19, 21, 52)",qiskit fallback is exact for two wires only; BQSKit unavailable
1552,1557,"(38, 40, 55)",unavailable_no_bqskit,False,2,,,"(38, 40, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
1557,1561,"(25, 38, 46)",unavailable_no_bqskit,False,2,,,"(25, 38, 46)",qiskit fallback is exact for two wires only; BQSKit unavailable
1561,1566,"(1, 8, 25)",unavailable_no_bqskit,False,2,,,"(1, 8, 25)",qiskit fallback is exact for two wires only; BQSKit unavailable
1568,1575,"(9, 10, 25)",unavailable_no_bqskit,False,2,,,"(9, 10, 25)",qiskit fallback is exact for two wires only; BQSKit unavailable
1579,1585,"(16, 38, 50)",unavailable_no_bqskit,False,2,,,"(16, 38, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
1586,1591,"(27, 35, 46)",unavailable_no_bqskit,False,2,,,"(27, 35, 46)",qiskit fallback is exact for two wires only; BQSKit unavailable
1593,1600,"(25, 26, 35)",unavailable_no_bqskit,False,2,,,"(25, 26, 35)",qiskit fallback is exact for two wires only; BQSKit unavailable
1605,1609,"(7, 40, 49)",unavailable_no_bqskit,False,2,,,"(7, 40, 49)",qiskit fallback is exact for two wires only; BQSKit unavailable
1609,1614,"(4, 7, 22)",unavailable_no_bqskit,False,2,,,"(4, 7, 22)",qiskit fallback is exact for two wires only; BQSKit unavailable
1617,1623,"(3, 7, 40)",unavailable_no_bqskit,False,2,,,"(3, 7, 40)",qiskit fallback is exact for two wires only; BQSKit unavailable
