time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,termination_reason,termination_detail,unswap_cycle,gates_consumed,total_work_gates,remaining_work_gates,abort_after_no_progress_unswap_cycles,hit_max_bond,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,rewire_wall_time_s,accounted_wall_time_s
3.1035685000242665,absorbing,,,,,,,R,3,6,1353,1559,1,1,2,12,0,2,0.03223366700694896,0.027846540993778035,0.060080208000727,0.06065779100754298,29108,17516,64,16,False,False,False,False,17516,16,False,4096,0.002,,224,0,total_elems,29108,17516,1,1,,,,0.0,16,4,17516,1102,222,56,,,,,,,,,,,,,,,,,,
3.1730958340049256,absorbing,,,,,,,L,4,6,1353,1559,2,1,3,14,1,3,0.03437516701524146,0.03273725000326522,0.06711241701850668,0.06770041701383889,33200,36008,64,64,False,False,False,False,33200,64,False,4096,0.002,,224,0,total_elems,33200,36008,1,1,,,,0.0,64,4,33200,1360,222,56,,,,,,,,,,,,,,,,,,
3.259767292009201,absorbing,,,,,,,R,4,7,1353,1559,2,1,3,12,0,3,0.04674020898528397,0.0374332079954911,0.08417341698077507,0.08479295801953413,62508,50120,64,64,False,False,False,False,50120,64,False,4096,0.002,,224,0,total_elems,62508,50120,1,1,,,,0.0,64,4,50120,1666,222,56,,,,,,,,,,,,,,,,,,
3.3650648340117186,absorbing,,,,,,,R,4,8,1353,1559,2,2,4,10,1,4,0.056721583008766174,0.04597254199325107,0.10269412500201724,0.10339545900933444,87492,85444,64,64,False,False,False,False,85444,64,False,4096,0.002,,224,0,total_elems,87492,85444,1,1,,,,0.0,64,4,85444,1968,222,56,,,,,,,,,,,,,,,,,,
3.5602657920098864,absorbing,,,,,,,L,5,8,1353,1559,3,2,5,13,1,5,0.08016558300005272,0.11185783299151808,0.1920234159915708,0.19283762501436286,124352,225600,64,256,False,False,False,False,124352,64,False,4096,0.002,,224,0,total_elems,124352,225600,1,1,,,,0.0,64,4,124352,2254,222,56,,,,,,,,,,,,,,,,,,
3.826108125009341,absorbing,,,,,,,L,6,8,1353,1559,4,2,6,8,1,6,0.13472679202095605,0.12843000001157634,0.2631567920325324,0.2638751670019701,154672,271712,128,256,False,False,False,False,154672,128,False,4096,0.002,,224,0,total_elems,154672,271712,1,1,,,,0.0,128,4,154672,2488,222,56,,,,,,,,,,,,,,,,,,
4.164037125010509,absorbing,,,,,,,R,6,9,1353,1559,4,3,7,9,1,7,0.2445697080111131,0.09044995799195021,0.3350196660030633,0.3357350410078652,357472,230320,256,128,False,False,False,False,230320,128,False,4096,0.002,,224,0,total_elems,357472,230320,1,1,,,,0.0,128,4,230320,2992,222,56,,,,,,,,,,,,,,,,,,
4.710233542020433,absorbing,,,,,,,R,6,10,1353,1559,4,4,8,9,1,8,0.34284458399633877,0.19995529198786244,0.5427998759842012,0.5437974160013255,451552,426400,256,256,False,False,False,False,426400,256,False,4096,0.002,,224,0,total_elems,451552,426400,1,1,,,,0.0,256,4,426400,3876,222,56,,,,,,,,,,,,,,,,,,
4.711259750009049,termination,,,,,,,,,,,,4,4,8,,,,,,,,,,,,,,,,,,,4096,0.002,,,0,,,,,,,,,,256,4,426400,3876,222,56,max_work_gates,consumed 8 work gates; target was 8,0,8,1885,1877,40,False,,,,,,,,,,
4.71161233400926,timing_summary,,,2.402382416999899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.402382416999899,2.402992749994155,0.0,0.0,2.090758247009944,2.1011774980579503,0.0,4.503559915057849,2.402992749994155,4.504170248052105
