start,stop,wires,status,accepted,old_two_qubit,new_two_qubit,fidelity,permutation,reason
370,380,"(16, 17, 70, 94)",unavailable_no_bqskit,False,2,,,"(16, 17, 70, 94)",qiskit fallback is exact for two wires only; BQSKit unavailable
380,390,"(18, 19, 32, 81)",unavailable_no_bqskit,False,2,,,"(18, 19, 32, 81)",qiskit fallback is exact for two wires only; BQSKit unavailable
390,400,"(20, 21, 55, 65)",unavailable_no_bqskit,False,2,,,"(20, 21, 55, 65)",qiskit fallback is exact for two wires only; BQSKit unavailable
400,410,"(22, 23, 47, 77)",unavailable_no_bqskit,False,2,,,"(22, 23, 47, 77)",qiskit fallback is exact for two wires only; BQSKit unavailable
410,420,"(24, 25, 84, 87)",unavailable_no_bqskit,False,2,,,"(24, 25, 84, 87)",qiskit fallback is exact for two wires only; BQSKit unavailable
420,430,"(26, 27, 33, 71)",unavailable_no_bqskit,False,2,,,"(26, 27, 33, 71)",qiskit fallback is exact for two wires only; BQSKit unavailable
430,440,"(28, 30, 46, 78)",unavailable_no_bqskit,False,2,,,"(28, 30, 46, 78)",qiskit fallback is exact for two wires only; BQSKit unavailable
440,450,"(31, 34, 35, 69)",unavailable_no_bqskit,False,2,,,"(31, 34, 35, 69)",qiskit fallback is exact for two wires only; BQSKit unavailable
450,460,"(36, 37, 40, 41)",unavailable_no_bqskit,False,2,,,"(36, 37, 40, 41)",qiskit fallback is exact for two wires only; BQSKit unavailable
460,470,"(38, 39, 48, 66)",unavailable_no_bqskit,False,2,,,"(38, 39, 48, 66)",qiskit fallback is exact for two wires only; BQSKit unavailable
470,480,"(42, 43, 59, 74)",unavailable_no_bqskit,False,2,,,"(42, 43, 59, 74)",qiskit fallback is exact for two wires only; BQSKit unavailable
480,490,"(44, 45, 58, 60)",unavailable_no_bqskit,False,2,,,"(44, 45, 58, 60)",qiskit fallback is exact for two wires only; BQSKit unavailable
490,500,"(52, 53, 80, 86)",unavailable_no_bqskit,False,2,,,"(52, 53, 80, 86)",qiskit fallback is exact for two wires only; BQSKit unavailable
500,510,"(56, 57, 62, 95)",unavailable_no_bqskit,False,2,,,"(56, 57, 62, 95)",qiskit fallback is exact for two wires only; BQSKit unavailable
510,520,"(63, 64, 82, 88)",unavailable_no_bqskit,False,2,,,"(63, 64, 82, 88)",qiskit fallback is exact for two wires only; BQSKit unavailable
520,530,"(68, 73, 75, 96)",unavailable_no_bqskit,False,2,,,"(68, 73, 75, 96)",qiskit fallback is exact for two wires only; BQSKit unavailable
530,540,"(76, 79, 90, 92)",unavailable_no_bqskit,False,2,,,"(76, 79, 90, 92)",qiskit fallback is exact for two wires only; BQSKit unavailable
540,550,"(0, 39, 85, 93)",unavailable_no_bqskit,False,2,,,"(0, 39, 85, 93)",qiskit fallback is exact for two wires only; BQSKit unavailable
550,560,"(1, 2, 20, 90)",unavailable_no_bqskit,False,2,,,"(1, 2, 20, 90)",qiskit fallback is exact for two wires only; BQSKit unavailable
560,570,"(3, 4, 11, 48)",unavailable_no_bqskit,False,2,,,"(3, 4, 11, 48)",qiskit fallback is exact for two wires only; BQSKit unavailable
570,580,"(5, 6, 40, 67)",unavailable_no_bqskit,False,2,,,"(5, 6, 40, 67)",qiskit fallback is exact for two wires only; BQSKit unavailable
580,590,"(7, 8, 12, 44)",unavailable_no_bqskit,False,2,,,"(7, 8, 12, 44)",qiskit fallback is exact for two wires only; BQSKit unavailable
590,600,"(9, 10, 38, 47)",unavailable_no_bqskit,False,2,,,"(9, 10, 38, 47)",qiskit fallback is exact for two wires only; BQSKit unavailable
600,610,"(13, 14, 37, 88)",unavailable_no_bqskit,False,2,,,"(13, 14, 37, 88)",qiskit fallback is exact for two wires only; BQSKit unavailable
610,620,"(15, 16, 68, 73)",unavailable_no_bqskit,False,2,,,"(15, 16, 68, 73)",qiskit fallback is exact for two wires only; BQSKit unavailable
620,630,"(17, 18, 35, 60)",unavailable_no_bqskit,False,2,,,"(17, 18, 35, 60)",qiskit fallback is exact for two wires only; BQSKit unavailable
630,640,"(19, 22, 71, 84)",unavailable_no_bqskit,False,2,,,"(19, 22, 71, 84)",qiskit fallback is exact for two wires only; BQSKit unavailable
640,650,"(23, 24, 65, 89)",unavailable_no_bqskit,False,2,,,"(23, 24, 65, 89)",qiskit fallback is exact for two wires only; BQSKit unavailable
650,660,"(25, 26, 46, 53)",unavailable_no_bqskit,False,2,,,"(25, 26, 46, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
660,670,"(27, 28, 41, 96)",unavailable_no_bqskit,False,2,,,"(27, 28, 41, 96)",qiskit fallback is exact for two wires only; BQSKit unavailable
670,680,"(29, 30, 32, 82)",unavailable_no_bqskit,False,2,,,"(29, 30, 32, 82)",qiskit fallback is exact for two wires only; BQSKit unavailable
680,690,"(31, 34, 75, 85)",unavailable_no_bqskit,False,2,,,"(31, 34, 75, 85)",qiskit fallback is exact for two wires only; BQSKit unavailable
690,700,"(36, 42, 54, 74)",unavailable_no_bqskit,False,2,,,"(36, 42, 54, 74)",qiskit fallback is exact for two wires only; BQSKit unavailable
700,710,"(43, 49, 72, 76)",unavailable_no_bqskit,False,2,,,"(43, 49, 72, 76)",qiskit fallback is exact for two wires only; BQSKit unavailable
710,720,"(50, 51, 61, 80)",unavailable_no_bqskit,False,2,,,"(50, 51, 61, 80)",qiskit fallback is exact for two wires only; BQSKit unavailable
720,730,"(52, 56, 78, 86)",unavailable_no_bqskit,False,2,,,"(52, 56, 78, 86)",qiskit fallback is exact for two wires only; BQSKit unavailable
730,740,"(57, 58, 64, 81)",unavailable_no_bqskit,False,2,,,"(57, 58, 64, 81)",qiskit fallback is exact for two wires only; BQSKit unavailable
740,750,"(59, 62, 93, 97)",unavailable_no_bqskit,False,2,,,"(59, 62, 93, 97)",qiskit fallback is exact for two wires only; BQSKit unavailable
750,760,"(63, 66, 69, 91)",unavailable_no_bqskit,False,2,,,"(63, 66, 69, 91)",qiskit fallback is exact for two wires only; BQSKit unavailable
760,770,"(70, 77, 79, 87)",unavailable_no_bqskit,False,2,,,"(70, 77, 79, 87)",qiskit fallback is exact for two wires only; BQSKit unavailable
770,780,"(0, 74, 92, 94)",unavailable_no_bqskit,False,2,,,"(0, 74, 92, 94)",qiskit fallback is exact for two wires only; BQSKit unavailable
780,790,"(1, 2, 22, 85)",unavailable_no_bqskit,False,2,,,"(1, 2, 22, 85)",qiskit fallback is exact for two wires only; BQSKit unavailable
790,800,"(3, 5, 51, 55)",unavailable_no_bqskit,False,2,,,"(3, 5, 51, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
800,810,"(6, 7, 12, 42)",unavailable_no_bqskit,False,2,,,"(6, 7, 12, 42)",qiskit fallback is exact for two wires only; BQSKit unavailable
810,820,"(8, 9, 33, 66)",unavailable_no_bqskit,False,2,,,"(8, 9, 33, 66)",qiskit fallback is exact for two wires only; BQSKit unavailable
820,830,"(13, 14, 24, 80)",unavailable_no_bqskit,False,2,,,"(13, 14, 24, 80)",qiskit fallback is exact for two wires only; BQSKit unavailable
830,840,"(15, 16, 31, 46)",unavailable_no_bqskit,False,2,,,"(15, 16, 31, 46)",qiskit fallback is exact for two wires only; BQSKit unavailable
840,850,"(17, 18, 26, 63)",unavailable_no_bqskit,False,2,,,"(17, 18, 26, 63)",qiskit fallback is exact for two wires only; BQSKit unavailable
850,860,"(19, 20, 77, 90)",unavailable_no_bqskit,False,2,,,"(19, 20, 77, 90)",qiskit fallback is exact for two wires only; BQSKit unavailable
860,870,"(23, 25, 37, 73)",unavailable_no_bqskit,False,2,,,"(23, 25, 37, 73)",qiskit fallback is exact for two wires only; BQSKit unavailable
870,880,"(28, 29, 75, 97)",unavailable_no_bqskit,False,2,,,"(28, 29, 75, 97)",qiskit fallback is exact for two wires only; BQSKit unavailable
880,890,"(30, 32, 50, 92)",unavailable_no_bqskit,False,2,,,"(30, 32, 50, 92)",qiskit fallback is exact for two wires only; BQSKit unavailable
890,900,"(34, 36, 58, 84)",unavailable_no_bqskit,False,2,,,"(34, 36, 58, 84)",qiskit fallback is exact for two wires only; BQSKit unavailable
900,910,"(38, 39, 52, 68)",unavailable_no_bqskit,False,2,,,"(38, 39, 52, 68)",qiskit fallback is exact for two wires only; BQSKit unavailable
910,920,"(40, 43, 69, 96)",unavailable_no_bqskit,False,2,,,"(40, 43, 69, 96)",qiskit fallback is exact for two wires only; BQSKit unavailable
920,930,"(45, 47, 48, 83)",unavailable_no_bqskit,False,2,,,"(45, 47, 48, 83)",qiskit fallback is exact for two wires only; BQSKit unavailable
930,940,"(49, 53, 62, 93)",unavailable_no_bqskit,False,2,,,"(49, 53, 62, 93)",qiskit fallback is exact for two wires only; BQSKit unavailable
940,950,"(56, 57, 82, 88)",unavailable_no_bqskit,False,2,,,"(56, 57, 82, 88)",qiskit fallback is exact for two wires only; BQSKit unavailable
950,960,"(59, 60, 67, 86)",unavailable_no_bqskit,False,2,,,"(59, 60, 67, 86)",qiskit fallback is exact for two wires only; BQSKit unavailable
960,970,"(61, 65, 76, 94)",unavailable_no_bqskit,False,2,,,"(61, 65, 76, 94)",qiskit fallback is exact for two wires only; BQSKit unavailable
970,980,"(70, 72, 79, 81)",unavailable_no_bqskit,False,2,,,"(70, 72, 79, 81)",qiskit fallback is exact for two wires only; BQSKit unavailable
980,990,"(1, 76, 89, 91)",unavailable_no_bqskit,False,2,,,"(1, 76, 89, 91)",qiskit fallback is exact for two wires only; BQSKit unavailable
990,1000,"(3, 4, 21, 48)",unavailable_no_bqskit,False,2,,,"(3, 4, 21, 48)",qiskit fallback is exact for two wires only; BQSKit unavailable
1000,1010,"(6, 7, 68, 96)",unavailable_no_bqskit,False,2,,,"(6, 7, 68, 96)",qiskit fallback is exact for two wires only; BQSKit unavailable
1010,1020,"(8, 12, 56, 62)",unavailable_no_bqskit,False,2,,,"(8, 12, 56, 62)",qiskit fallback is exact for two wires only; BQSKit unavailable
1020,1030,"(13, 14, 60, 73)",unavailable_no_bqskit,False,2,,,"(13, 14, 60, 73)",qiskit fallback is exact for two wires only; BQSKit unavailable
1030,1040,"(15, 16, 46, 53)",unavailable_no_bqskit,False,2,,,"(15, 16, 46, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
1040,1050,"(18, 19, 84, 89)",unavailable_no_bqskit,False,2,,,"(18, 19, 84, 89)",qiskit fallback is exact for two wires only; BQSKit unavailable
1050,1060,"(22, 23, 29, 52)",unavailable_no_bqskit,False,2,,,"(22, 23, 29, 52)",qiskit fallback is exact for two wires only; BQSKit unavailable
1060,1070,"(24, 25, 36, 65)",unavailable_no_bqskit,False,2,,,"(24, 25, 36, 65)",qiskit fallback is exact for two wires only; BQSKit unavailable
1070,1080,"(26, 28, 88, 93)",unavailable_no_bqskit,False,2,,,"(26, 28, 88, 93)",qiskit fallback is exact for two wires only; BQSKit unavailable
1080,1090,"(30, 31, 40, 50)",unavailable_no_bqskit,False,2,,,"(30, 31, 40, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
1090,1100,"(32, 33, 47, 72)",unavailable_no_bqskit,False,2,,,"(32, 33, 47, 72)",qiskit fallback is exact for two wires only; BQSKit unavailable
1100,1110,"(34, 38, 58, 63)",unavailable_no_bqskit,False,2,,,"(34, 38, 58, 63)",qiskit fallback is exact for two wires only; BQSKit unavailable
1110,1120,"(41, 43, 83, 91)",unavailable_no_bqskit,False,2,,,"(41, 43, 83, 91)",qiskit fallback is exact for two wires only; BQSKit unavailable
1120,1130,"(49, 51, 66, 75)",unavailable_no_bqskit,False,2,,,"(49, 51, 66, 75)",qiskit fallback is exact for two wires only; BQSKit unavailable
1130,1140,"(67, 74, 79, 92)",unavailable_no_bqskit,False,2,,,"(67, 74, 79, 92)",qiskit fallback is exact for two wires only; BQSKit unavailable
1140,1150,"(1, 4, 13, 45)",unavailable_no_bqskit,False,2,,,"(1, 4, 13, 45)",qiskit fallback is exact for two wires only; BQSKit unavailable
1150,1160,"(6, 8, 28, 63)",unavailable_no_bqskit,False,2,,,"(6, 8, 28, 63)",qiskit fallback is exact for two wires only; BQSKit unavailable
1160,1170,"(9, 11, 21, 47)",unavailable_no_bqskit,False,2,,,"(9, 11, 21, 47)",qiskit fallback is exact for two wires only; BQSKit unavailable
1170,1180,"(14, 15, 16, 66)",unavailable_no_bqskit,False,2,,,"(14, 15, 16, 66)",qiskit fallback is exact for two wires only; BQSKit unavailable
1180,1190,"(17, 23, 41, 50)",unavailable_no_bqskit,False,2,,,"(17, 23, 41, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
1190,1200,"(24, 26, 58, 68)",unavailable_no_bqskit,False,2,,,"(24, 26, 58, 68)",qiskit fallback is exact for two wires only; BQSKit unavailable
1200,1210,"(31, 32, 49, 89)",unavailable_no_bqskit,False,2,,,"(31, 32, 49, 89)",qiskit fallback is exact for two wires only; BQSKit unavailable
1210,1220,"(33, 34, 42, 64)",unavailable_no_bqskit,False,2,,,"(33, 34, 42, 64)",qiskit fallback is exact for two wires only; BQSKit unavailable
1220,1230,"(36, 48, 65, 71)",unavailable_no_bqskit,False,2,,,"(36, 48, 65, 71)",qiskit fallback is exact for two wires only; BQSKit unavailable
1230,1240,"(51, 53, 84, 96)",unavailable_no_bqskit,False,2,,,"(51, 53, 84, 96)",qiskit fallback is exact for two wires only; BQSKit unavailable
1240,1250,"(62, 72, 73, 92)",unavailable_no_bqskit,False,2,,,"(62, 72, 73, 92)",qiskit fallback is exact for two wires only; BQSKit unavailable
1250,1260,"(3, 11, 82, 83)",unavailable_no_bqskit,False,2,,,"(3, 11, 82, 83)",qiskit fallback is exact for two wires only; BQSKit unavailable
1260,1270,"(4, 6, 16, 95)",unavailable_no_bqskit,False,2,,,"(4, 6, 16, 95)",qiskit fallback is exact for two wires only; BQSKit unavailable
1270,1280,"(9, 10, 44, 47)",unavailable_no_bqskit,False,2,,,"(9, 10, 44, 47)",qiskit fallback is exact for two wires only; BQSKit unavailable
1280,1290,"(14, 15, 51, 89)",unavailable_no_bqskit,False,2,,,"(14, 15, 51, 89)",qiskit fallback is exact for two wires only; BQSKit unavailable
1290,1300,"(17, 21, 22, 35)",unavailable_no_bqskit,False,2,,,"(17, 21, 22, 35)",qiskit fallback is exact for two wires only; BQSKit unavailable
1300,1310,"(23, 24, 92, 96)",unavailable_no_bqskit,False,2,,,"(23, 24, 92, 96)",qiskit fallback is exact for two wires only; BQSKit unavailable
1310,1320,"(26, 33, 66, 86)",unavailable_no_bqskit,False,2,,,"(26, 33, 66, 86)",qiskit fallback is exact for two wires only; BQSKit unavailable
1320,1330,"(41, 42, 61, 83)",unavailable_no_bqskit,False,2,,,"(41, 42, 61, 83)",qiskit fallback is exact for two wires only; BQSKit unavailable
1330,1340,"(45, 48, 69, 78)",unavailable_no_bqskit,False,2,,,"(45, 48, 69, 78)",qiskit fallback is exact for two wires only; BQSKit unavailable
1340,1350,"(53, 56, 73, 82)",unavailable_no_bqskit,False,2,,,"(53, 56, 73, 82)",qiskit fallback is exact for two wires only; BQSKit unavailable
1350,1360,"(58, 63, 71, 97)",unavailable_no_bqskit,False,2,,,"(58, 63, 71, 97)",qiskit fallback is exact for two wires only; BQSKit unavailable
1360,1370,"(2, 3, 35, 54)",unavailable_no_bqskit,False,2,,,"(2, 3, 35, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
1370,1380,"(4, 6, 16, 87)",unavailable_no_bqskit,False,2,,,"(4, 6, 16, 87)",qiskit fallback is exact for two wires only; BQSKit unavailable
1380,1390,"(9, 11, 27, 37)",unavailable_no_bqskit,False,2,,,"(9, 11, 27, 37)",qiskit fallback is exact for two wires only; BQSKit unavailable
1390,1400,"(13, 21, 83, 94)",unavailable_no_bqskit,False,2,,,"(13, 21, 83, 94)",qiskit fallback is exact for two wires only; BQSKit unavailable
1400,1410,"(30, 34, 42, 86)",unavailable_no_bqskit,False,2,,,"(30, 34, 42, 86)",qiskit fallback is exact for two wires only; BQSKit unavailable
1410,1420,"(38, 39, 44, 69)",unavailable_no_bqskit,False,2,,,"(38, 39, 44, 69)",qiskit fallback is exact for two wires only; BQSKit unavailable
1420,1430,"(43, 45, 90, 97)",unavailable_no_bqskit,False,2,,,"(43, 45, 90, 97)",qiskit fallback is exact for two wires only; BQSKit unavailable
1430,1440,"(47, 52, 71, 85)",unavailable_no_bqskit,False,2,,,"(47, 52, 71, 85)",qiskit fallback is exact for two wires only; BQSKit unavailable
1440,1450,"(55, 57, 78, 95)",unavailable_no_bqskit,False,2,,,"(55, 57, 78, 95)",qiskit fallback is exact for two wires only; BQSKit unavailable
1450,1460,"(0, 2, 3, 25)",unavailable_no_bqskit,False,2,,,"(0, 2, 3, 25)",qiskit fallback is exact for two wires only; BQSKit unavailable
1460,1470,"(4, 5, 27, 81)",unavailable_no_bqskit,False,2,,,"(4, 5, 27, 81)",qiskit fallback is exact for two wires only; BQSKit unavailable
1470,1480,"(9, 10, 11, 20)",unavailable_no_bqskit,False,2,,,"(9, 10, 11, 20)",qiskit fallback is exact for two wires only; BQSKit unavailable
1480,1490,"(18, 19, 21, 85)",unavailable_no_bqskit,False,2,,,"(18, 19, 21, 85)",qiskit fallback is exact for two wires only; BQSKit unavailable
1490,1500,"(22, 31, 86, 97)",unavailable_no_bqskit,False,2,,,"(22, 31, 86, 97)",qiskit fallback is exact for two wires only; BQSKit unavailable
1500,1510,"(33, 34, 35, 45)",unavailable_no_bqskit,False,2,,,"(33, 34, 35, 45)",qiskit fallback is exact for two wires only; BQSKit unavailable
1510,1520,"(39, 42, 67, 76)",unavailable_no_bqskit,False,2,,,"(39, 42, 67, 76)",qiskit fallback is exact for two wires only; BQSKit unavailable
1520,1530,"(47, 52, 72, 78)",unavailable_no_bqskit,False,2,,,"(47, 52, 72, 78)",qiskit fallback is exact for two wires only; BQSKit unavailable
1530,1540,"(54, 55, 59, 77)",unavailable_no_bqskit,False,2,,,"(54, 55, 59, 77)",qiskit fallback is exact for two wires only; BQSKit unavailable
1540,1550,"(57, 70, 74, 95)",unavailable_no_bqskit,False,2,,,"(57, 70, 74, 95)",qiskit fallback is exact for two wires only; BQSKit unavailable
1550,1560,"(80, 87, 90, 91)",unavailable_no_bqskit,False,2,,,"(80, 87, 90, 91)",qiskit fallback is exact for two wires only; BQSKit unavailable
1560,1570,"(0, 1, 12, 39)",unavailable_no_bqskit,False,2,,,"(0, 1, 12, 39)",qiskit fallback is exact for two wires only; BQSKit unavailable
1570,1580,"(3, 4, 40, 48)",unavailable_no_bqskit,False,2,,,"(3, 4, 40, 48)",qiskit fallback is exact for two wires only; BQSKit unavailable
1580,1590,"(5, 7, 77, 80)",unavailable_no_bqskit,False,2,,,"(5, 7, 77, 80)",qiskit fallback is exact for two wires only; BQSKit unavailable
1590,1600,"(9, 17, 64, 76)",unavailable_no_bqskit,False,2,,,"(9, 17, 64, 76)",qiskit fallback is exact for two wires only; BQSKit unavailable
1600,1610,"(18, 19, 68, 71)",unavailable_no_bqskit,False,2,,,"(18, 19, 68, 71)",qiskit fallback is exact for two wires only; BQSKit unavailable
1610,1620,"(20, 25, 38, 88)",unavailable_no_bqskit,False,2,,,"(20, 25, 38, 88)",qiskit fallback is exact for two wires only; BQSKit unavailable
1620,1630,"(27, 30, 44, 67)",unavailable_no_bqskit,False,2,,,"(27, 30, 44, 67)",qiskit fallback is exact for two wires only; BQSKit unavailable
1630,1640,"(35, 42, 62, 85)",unavailable_no_bqskit,False,2,,,"(35, 42, 62, 85)",qiskit fallback is exact for two wires only; BQSKit unavailable
1640,1650,"(46, 47, 69, 87)",unavailable_no_bqskit,False,2,,,"(46, 47, 69, 87)",qiskit fallback is exact for two wires only; BQSKit unavailable
1650,1660,"(54, 55, 61, 94)",unavailable_no_bqskit,False,2,,,"(54, 55, 61, 94)",qiskit fallback is exact for two wires only; BQSKit unavailable
1660,1670,"(56, 57, 60, 70)",unavailable_no_bqskit,False,2,,,"(56, 57, 60, 70)",qiskit fallback is exact for two wires only; BQSKit unavailable
1670,1680,"(79, 81, 90, 91)",unavailable_no_bqskit,False,2,,,"(79, 81, 90, 91)",qiskit fallback is exact for two wires only; BQSKit unavailable
1680,1690,"(0, 59, 93, 95)",unavailable_no_bqskit,False,2,,,"(0, 59, 93, 95)",qiskit fallback is exact for two wires only; BQSKit unavailable
1690,1700,"(2, 3, 50, 55)",unavailable_no_bqskit,False,2,,,"(2, 3, 50, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
1700,1710,"(4, 5, 28, 45)",unavailable_no_bqskit,False,2,,,"(4, 5, 28, 45)",qiskit fallback is exact for two wires only; BQSKit unavailable
1710,1720,"(7, 8, 20, 43)",unavailable_no_bqskit,False,2,,,"(7, 8, 20, 43)",qiskit fallback is exact for two wires only; BQSKit unavailable
1720,1730,"(10, 12, 48, 75)",unavailable_no_bqskit,False,2,,,"(10, 12, 48, 75)",qiskit fallback is exact for two wires only; BQSKit unavailable
1730,1740,"(32, 33, 61, 87)",unavailable_no_bqskit,False,2,,,"(32, 33, 61, 87)",qiskit fallback is exact for two wires only; BQSKit unavailable
1740,1750,"(36, 40, 70, 79)",unavailable_no_bqskit,False,2,,,"(36, 40, 70, 79)",qiskit fallback is exact for two wires only; BQSKit unavailable
1750,1760,"(44, 46, 88, 94)",unavailable_no_bqskit,False,2,,,"(44, 46, 88, 94)",qiskit fallback is exact for two wires only; BQSKit unavailable
1760,1770,"(54, 60, 80, 84)",unavailable_no_bqskit,False,2,,,"(54, 60, 80, 84)",qiskit fallback is exact for two wires only; BQSKit unavailable
1770,1780,"(65, 81, 82, 93)",unavailable_no_bqskit,False,2,,,"(65, 81, 82, 93)",qiskit fallback is exact for two wires only; BQSKit unavailable
1780,1790,"(0, 6, 12, 59)",unavailable_no_bqskit,False,2,,,"(0, 6, 12, 59)",qiskit fallback is exact for two wires only; BQSKit unavailable
1790,1800,"(37, 48, 75, 95)",unavailable_no_bqskit,False,2,,,"(37, 48, 75, 95)",qiskit fallback is exact for two wires only; BQSKit unavailable
