start,stop,wires,status,accepted,old_two_qubit,new_two_qubit,fidelity,permutation,reason
350,356,"(6, 8, 37, 51)",unavailable_no_bqskit,False,3,,,"(6, 8, 37, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
358,364,"(8, 22, 27, 28)",unavailable_no_bqskit,False,2,,,"(8, 22, 27, 28)",qiskit fallback is exact for two wires only; BQSKit unavailable
374,380,"(9, 47, 51, 54)",unavailable_no_bqskit,False,2,,,"(9, 47, 51, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
380,389,"(7, 9, 16, 40)",unavailable_no_bqskit,False,3,,,"(7, 9, 16, 40)",qiskit fallback is exact for two wires only; BQSKit unavailable
389,398,"(8, 11, 25, 47)",unavailable_no_bqskit,False,3,,,"(8, 11, 25, 47)",qiskit fallback is exact for two wires only; BQSKit unavailable
398,404,"(5, 25, 47, 52)",unavailable_no_bqskit,False,2,,,"(5, 25, 47, 52)",qiskit fallback is exact for two wires only; BQSKit unavailable
404,410,"(9, 33, 47, 48)",unavailable_no_bqskit,False,2,,,"(9, 33, 47, 48)",qiskit fallback is exact for two wires only; BQSKit unavailable
410,418,"(15, 33, 52, 54)",unavailable_no_bqskit,False,2,,,"(15, 33, 52, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
418,425,"(10, 28, 29, 54)",unavailable_no_bqskit,False,3,,,"(10, 28, 29, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
429,435,"(19, 53, 54, 55)",unavailable_no_bqskit,False,2,,,"(19, 53, 54, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
435,443,"(19, 21, 23, 41)",unavailable_no_bqskit,False,3,,,"(19, 21, 23, 41)",qiskit fallback is exact for two wires only; BQSKit unavailable
443,449,"(0, 23, 26, 41)",unavailable_no_bqskit,False,2,,,"(0, 23, 26, 41)",qiskit fallback is exact for two wires only; BQSKit unavailable
449,461,"(4, 23, 24, 26)",unavailable_no_bqskit,False,4,,,"(4, 23, 24, 26)",qiskit fallback is exact for two wires only; BQSKit unavailable
464,470,"(17, 19, 41, 50)",unavailable_no_bqskit,False,2,,,"(17, 19, 41, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
470,477,"(11, 17, 39, 50)",unavailable_no_bqskit,False,2,,,"(11, 17, 39, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
477,485,"(18, 43, 44, 53)",unavailable_no_bqskit,False,3,,,"(18, 43, 44, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
487,495,"(31, 41, 43, 53)",unavailable_no_bqskit,False,2,,,"(31, 41, 43, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
495,502,"(15, 39, 43, 53)",unavailable_no_bqskit,False,2,,,"(15, 39, 43, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
502,510,"(3, 12, 44, 55)",unavailable_no_bqskit,False,3,,,"(3, 12, 44, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
510,515,"(3, 12, 20, 27)",unavailable_no_bqskit,False,2,,,"(3, 12, 20, 27)",qiskit fallback is exact for two wires only; BQSKit unavailable
515,524,"(0, 4, 12, 22)",unavailable_no_bqskit,False,3,,,"(0, 4, 12, 22)",qiskit fallback is exact for two wires only; BQSKit unavailable
524,530,"(27, 34, 42)",unavailable_no_bqskit,False,2,,,"(27, 34, 42)",qiskit fallback is exact for two wires only; BQSKit unavailable
530,536,"(13, 20, 36, 53)",unavailable_no_bqskit,False,3,,,"(13, 20, 36, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
536,543,"(4, 13, 17, 20)",unavailable_no_bqskit,False,2,,,"(4, 13, 17, 20)",qiskit fallback is exact for two wires only; BQSKit unavailable
543,551,"(27, 35, 36, 42)",unavailable_no_bqskit,False,2,,,"(27, 35, 36, 42)",qiskit fallback is exact for two wires only; BQSKit unavailable
551,561,"(8, 29, 38, 44)",unavailable_no_bqskit,False,3,,,"(8, 29, 38, 44)",qiskit fallback is exact for two wires only; BQSKit unavailable
561,567,"(18, 37, 44)",unavailable_no_bqskit,False,2,,,"(18, 37, 44)",qiskit fallback is exact for two wires only; BQSKit unavailable
567,575,"(3, 21, 25, 46)",unavailable_no_bqskit,False,3,,,"(3, 21, 25, 46)",qiskit fallback is exact for two wires only; BQSKit unavailable
575,582,"(25, 27, 39, 46)",unavailable_no_bqskit,False,2,,,"(25, 27, 39, 46)",qiskit fallback is exact for two wires only; BQSKit unavailable
582,591,"(0, 31, 43, 46)",unavailable_no_bqskit,False,3,,,"(0, 31, 43, 46)",qiskit fallback is exact for two wires only; BQSKit unavailable
591,597,"(17, 38, 46, 47)",unavailable_no_bqskit,False,2,,,"(17, 38, 46, 47)",qiskit fallback is exact for two wires only; BQSKit unavailable
597,606,"(11, 13, 43, 47)",unavailable_no_bqskit,False,3,,,"(11, 13, 43, 47)",qiskit fallback is exact for two wires only; BQSKit unavailable
606,616,"(0, 16, 22, 53)",unavailable_no_bqskit,False,3,,,"(0, 16, 22, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
616,623,"(18, 24, 53, 55)",unavailable_no_bqskit,False,2,,,"(18, 24, 53, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
623,629,"(30, 45, 51, 55)",unavailable_no_bqskit,False,3,,,"(30, 45, 51, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
629,637,"(6, 14, 30, 34)",unavailable_no_bqskit,False,3,,,"(6, 14, 30, 34)",qiskit fallback is exact for two wires only; BQSKit unavailable
640,651,"(5, 19, 34, 45)",unavailable_no_bqskit,False,3,,,"(5, 19, 34, 45)",qiskit fallback is exact for two wires only; BQSKit unavailable
651,657,"(32, 44, 45, 51)",unavailable_no_bqskit,False,2,,,"(32, 44, 45, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
657,664,"(3, 10, 32, 52)",unavailable_no_bqskit,False,3,,,"(3, 10, 32, 52)",qiskit fallback is exact for two wires only; BQSKit unavailable
664,670,"(10, 14, 32, 37)",unavailable_no_bqskit,False,2,,,"(10, 14, 32, 37)",qiskit fallback is exact for two wires only; BQSKit unavailable
670,676,"(30, 31, 32)",unavailable_no_bqskit,False,2,,,"(30, 31, 32)",qiskit fallback is exact for two wires only; BQSKit unavailable
679,686,"(26, 37, 48, 51)",unavailable_no_bqskit,False,2,,,"(26, 37, 48, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
686,695,"(27, 33, 37, 48)",unavailable_no_bqskit,False,3,,,"(27, 33, 37, 48)",qiskit fallback is exact for two wires only; BQSKit unavailable
695,703,"(10, 35, 44, 51)",unavailable_no_bqskit,False,3,,,"(10, 35, 44, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
703,709,"(4, 17, 35, 44)",unavailable_no_bqskit,False,2,,,"(4, 17, 35, 44)",qiskit fallback is exact for two wires only; BQSKit unavailable
709,716,"(4, 18, 43, 44)",unavailable_no_bqskit,False,2,,,"(4, 18, 43, 44)",qiskit fallback is exact for two wires only; BQSKit unavailable
716,724,"(11, 19, 51, 52)",unavailable_no_bqskit,False,2,,,"(11, 19, 51, 52)",qiskit fallback is exact for two wires only; BQSKit unavailable
724,734,"(1, 49, 54, 55)",unavailable_no_bqskit,False,4,,,"(1, 49, 54, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
734,741,"(1, 8, 42, 49)",unavailable_no_bqskit,False,2,,,"(1, 8, 42, 49)",qiskit fallback is exact for two wires only; BQSKit unavailable
741,749,"(29, 34, 41, 54)",unavailable_no_bqskit,False,3,,,"(29, 34, 41, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
749,756,"(25, 34, 35, 41)",unavailable_no_bqskit,False,2,,,"(25, 34, 35, 41)",qiskit fallback is exact for two wires only; BQSKit unavailable
756,763,"(38, 41, 42, 54)",unavailable_no_bqskit,False,2,,,"(38, 41, 42, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
763,769,"(16, 28, 54, 55)",unavailable_no_bqskit,False,2,,,"(16, 28, 54, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
769,775,"(7, 28, 40, 50)",unavailable_no_bqskit,False,3,,,"(7, 28, 40, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
775,783,"(7, 19, 25, 53)",unavailable_no_bqskit,False,3,,,"(7, 19, 25, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
783,792,"(15, 24, 26, 28)",unavailable_no_bqskit,False,3,,,"(15, 24, 26, 28)",qiskit fallback is exact for two wires only; BQSKit unavailable
792,798,"(15, 22, 26, 27)",unavailable_no_bqskit,False,2,,,"(15, 22, 26, 27)",qiskit fallback is exact for two wires only; BQSKit unavailable
799,806,"(6, 38, 40, 50)",unavailable_no_bqskit,False,2,,,"(6, 38, 40, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
806,814,"(18, 38, 50, 53)",unavailable_no_bqskit,False,2,,,"(18, 38, 50, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
814,821,"(25, 52, 53, 55)",unavailable_no_bqskit,False,2,,,"(25, 52, 53, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
821,828,"(9, 12, 40, 55)",unavailable_no_bqskit,False,3,,,"(9, 12, 40, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
828,832,"(12, 23, 29)",unavailable_no_bqskit,False,2,,,"(12, 23, 29)",qiskit fallback is exact for two wires only; BQSKit unavailable
832,841,"(0, 9, 14, 19)",unavailable_no_bqskit,False,3,,,"(0, 9, 14, 19)",qiskit fallback is exact for two wires only; BQSKit unavailable
845,852,"(29, 30, 40, 51)",unavailable_no_bqskit,False,2,,,"(29, 30, 40, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
852,858,"(6, 39, 40)",unavailable_no_bqskit,False,2,,,"(6, 39, 40)",qiskit fallback is exact for two wires only; BQSKit unavailable
858,864,"(5, 30, 41, 51)",unavailable_no_bqskit,False,2,,,"(5, 30, 41, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
864,873,"(5, 6, 39, 42)",unavailable_no_bqskit,False,3,,,"(5, 6, 39, 42)",qiskit fallback is exact for two wires only; BQSKit unavailable
873,880,"(24, 33, 42, 51)",unavailable_no_bqskit,False,2,,,"(24, 33, 42, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
880,886,"(2, 19, 53, 55)",unavailable_no_bqskit,False,2,,,"(2, 19, 53, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
886,897,"(1, 2, 8, 45)",unavailable_no_bqskit,False,4,,,"(1, 2, 8, 45)",qiskit fallback is exact for two wires only; BQSKit unavailable
897,903,"(1, 28, 32)",unavailable_no_bqskit,False,2,,,"(1, 28, 32)",qiskit fallback is exact for two wires only; BQSKit unavailable
903,912,"(4, 8, 13, 36)",unavailable_no_bqskit,False,3,,,"(4, 8, 13, 36)",qiskit fallback is exact for two wires only; BQSKit unavailable
912,920,"(15, 22, 36, 54)",unavailable_no_bqskit,False,3,,,"(15, 22, 36, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
920,926,"(1, 28, 45, 47)",unavailable_no_bqskit,False,2,,,"(1, 28, 45, 47)",qiskit fallback is exact for two wires only; BQSKit unavailable
926,932,"(28, 34, 47, 51)",unavailable_no_bqskit,False,2,,,"(28, 34, 47, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
932,941,"(2, 30, 46, 48)",unavailable_no_bqskit,False,3,,,"(2, 30, 46, 48)",qiskit fallback is exact for two wires only; BQSKit unavailable
941,948,"(10, 43, 45, 49)",unavailable_no_bqskit,False,3,,,"(10, 43, 45, 49)",qiskit fallback is exact for two wires only; BQSKit unavailable
948,955,"(41, 43, 45, 46)",unavailable_no_bqskit,False,2,,,"(41, 43, 45, 46)",qiskit fallback is exact for two wires only; BQSKit unavailable
955,964,"(1, 9, 37, 49)",unavailable_no_bqskit,False,3,,,"(1, 9, 37, 49)",qiskit fallback is exact for two wires only; BQSKit unavailable
964,971,"(0, 34, 37, 49)",unavailable_no_bqskit,False,2,,,"(0, 34, 37, 49)",qiskit fallback is exact for two wires only; BQSKit unavailable
971,980,"(15, 26, 41, 49)",unavailable_no_bqskit,False,3,,,"(15, 26, 41, 49)",qiskit fallback is exact for two wires only; BQSKit unavailable
980,987,"(32, 35, 50, 51)",unavailable_no_bqskit,False,2,,,"(32, 35, 50, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
987,994,"(1, 30, 51, 54)",unavailable_no_bqskit,False,2,,,"(1, 30, 51, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
994,1003,"(17, 32, 47, 54)",unavailable_no_bqskit,False,3,,,"(17, 32, 47, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
1003,1010,"(36, 43, 54, 55)",unavailable_no_bqskit,False,2,,,"(36, 43, 54, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
1010,1017,"(20, 21, 31, 55)",unavailable_no_bqskit,False,3,,,"(20, 21, 31, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
1017,1025,"(2, 14, 21, 39)",unavailable_no_bqskit,False,3,,,"(2, 14, 21, 39)",qiskit fallback is exact for two wires only; BQSKit unavailable
1025,1033,"(11, 31, 45, 49)",unavailable_no_bqskit,False,3,,,"(11, 31, 45, 49)",qiskit fallback is exact for two wires only; BQSKit unavailable
1036,1042,"(2, 39, 40, 46)",unavailable_no_bqskit,False,2,,,"(2, 39, 40, 46)",qiskit fallback is exact for two wires only; BQSKit unavailable
1042,1048,"(9, 17, 40, 45)",unavailable_no_bqskit,False,2,,,"(9, 17, 40, 45)",qiskit fallback is exact for two wires only; BQSKit unavailable
1053,1058,"(20, 39, 47, 48)",unavailable_no_bqskit,False,2,,,"(20, 39, 47, 48)",qiskit fallback is exact for two wires only; BQSKit unavailable
1058,1067,"(8, 13, 20, 26)",unavailable_no_bqskit,False,3,,,"(8, 13, 20, 26)",qiskit fallback is exact for two wires only; BQSKit unavailable
1067,1073,"(6, 13, 26, 35)",unavailable_no_bqskit,False,2,,,"(6, 13, 26, 35)",qiskit fallback is exact for two wires only; BQSKit unavailable
1073,1079,"(6, 35, 41, 43)",unavailable_no_bqskit,False,2,,,"(6, 35, 41, 43)",qiskit fallback is exact for two wires only; BQSKit unavailable
1079,1086,"(7, 19, 29, 48)",unavailable_no_bqskit,False,3,,,"(7, 19, 29, 48)",qiskit fallback is exact for two wires only; BQSKit unavailable
1089,1097,"(25, 29, 36, 37)",unavailable_no_bqskit,False,2,,,"(25, 29, 36, 37)",qiskit fallback is exact for two wires only; BQSKit unavailable
1097,1103,"(7, 29, 39, 41)",unavailable_no_bqskit,False,2,,,"(7, 29, 39, 41)",qiskit fallback is exact for two wires only; BQSKit unavailable
1103,1112,"(4, 9, 48, 51)",unavailable_no_bqskit,False,3,,,"(4, 9, 48, 51)",qiskit fallback is exact for two wires only; BQSKit unavailable
1113,1120,"(3, 15, 51, 55)",unavailable_no_bqskit,False,2,,,"(3, 15, 51, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
1120,1127,"(3, 16, 18, 44)",unavailable_no_bqskit,False,3,,,"(3, 16, 18, 44)",qiskit fallback is exact for two wires only; BQSKit unavailable
1127,1134,"(16, 18, 22, 33)",unavailable_no_bqskit,False,2,,,"(16, 18, 22, 33)",qiskit fallback is exact for two wires only; BQSKit unavailable
1134,1140,"(8, 10, 19, 33)",unavailable_no_bqskit,False,3,,,"(8, 10, 19, 33)",qiskit fallback is exact for two wires only; BQSKit unavailable
1140,1146,"(8, 10, 15, 32)",unavailable_no_bqskit,False,2,,,"(8, 10, 15, 32)",qiskit fallback is exact for two wires only; BQSKit unavailable
1147,1154,"(14, 32, 33, 52)",unavailable_no_bqskit,False,2,,,"(14, 32, 33, 52)",qiskit fallback is exact for two wires only; BQSKit unavailable
1154,1166,"(20, 44, 46, 50)",unavailable_no_bqskit,False,4,,,"(20, 44, 46, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
1166,1173,"(2, 20, 49, 50)",unavailable_no_bqskit,False,2,,,"(2, 20, 49, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
1173,1181,"(4, 6, 25, 50)",unavailable_no_bqskit,False,3,,,"(4, 6, 25, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
1181,1188,"(25, 37, 44, 50)",unavailable_no_bqskit,False,2,,,"(25, 37, 44, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
1188,1195,"(22, 36, 52)",unavailable_no_bqskit,False,2,,,"(22, 36, 52)",qiskit fallback is exact for two wires only; BQSKit unavailable
1195,1203,"(3, 9, 50, 54)",unavailable_no_bqskit,False,3,,,"(3, 9, 50, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
1206,1212,"(5, 23, 54, 55)",unavailable_no_bqskit,False,2,,,"(5, 23, 54, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
1212,1219,"(5, 16, 21, 28)",unavailable_no_bqskit,False,3,,,"(5, 16, 21, 28)",qiskit fallback is exact for two wires only; BQSKit unavailable
1219,1227,"(16, 17, 20, 30)",unavailable_no_bqskit,False,3,,,"(16, 17, 20, 30)",qiskit fallback is exact for two wires only; BQSKit unavailable
1227,1234,"(21, 23, 27, 53)",unavailable_no_bqskit,False,2,,,"(21, 23, 27, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
1237,1244,"(5, 30, 33, 35)",unavailable_no_bqskit,False,2,,,"(5, 30, 33, 35)",qiskit fallback is exact for two wires only; BQSKit unavailable
1244,1251,"(5, 15, 45, 48)",unavailable_no_bqskit,False,2,,,"(5, 15, 45, 48)",qiskit fallback is exact for two wires only; BQSKit unavailable
1251,1257,"(33, 41, 49)",unavailable_no_bqskit,False,2,,,"(33, 41, 49)",qiskit fallback is exact for two wires only; BQSKit unavailable
1257,1265,"(36, 45, 51, 54)",unavailable_no_bqskit,False,3,,,"(36, 45, 51, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
1265,1275,"(13, 19, 32, 53)",unavailable_no_bqskit,False,3,,,"(13, 19, 32, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
1275,1283,"(22, 27, 35, 53)",unavailable_no_bqskit,False,3,,,"(22, 27, 35, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
1283,1290,"(9, 32, 35, 53)",unavailable_no_bqskit,False,2,,,"(9, 32, 35, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
1290,1297,"(12, 51, 54, 55)",unavailable_no_bqskit,False,2,,,"(12, 51, 54, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
1297,1305,"(12, 21, 24, 38)",unavailable_no_bqskit,False,3,,,"(12, 21, 24, 38)",qiskit fallback is exact for two wires only; BQSKit unavailable
1305,1311,"(0, 12, 28, 38)",unavailable_no_bqskit,False,2,,,"(0, 12, 28, 38)",qiskit fallback is exact for two wires only; BQSKit unavailable
1311,1320,"(0, 3, 21, 30)",unavailable_no_bqskit,False,3,,,"(0, 3, 21, 30)",qiskit fallback is exact for two wires only; BQSKit unavailable
1320,1326,"(1, 28, 38, 47)",unavailable_no_bqskit,False,2,,,"(1, 28, 38, 47)",qiskit fallback is exact for two wires only; BQSKit unavailable
1326,1335,"(20, 28, 39, 41)",unavailable_no_bqskit,False,3,,,"(20, 28, 39, 41)",qiskit fallback is exact for two wires only; BQSKit unavailable
1335,1341,"(17, 41, 47, 53)",unavailable_no_bqskit,False,2,,,"(17, 41, 47, 53)",qiskit fallback is exact for two wires only; BQSKit unavailable
1341,1350,"(21, 36, 39, 48)",unavailable_no_bqskit,False,3,,,"(21, 36, 39, 48)",qiskit fallback is exact for two wires only; BQSKit unavailable
1350,1356,"(12, 30, 48, 50)",unavailable_no_bqskit,False,2,,,"(12, 30, 48, 50)",qiskit fallback is exact for two wires only; BQSKit unavailable
1356,1364,"(14, 44, 50, 54)",unavailable_no_bqskit,False,3,,,"(14, 44, 50, 54)",qiskit fallback is exact for two wires only; BQSKit unavailable
1368,1375,"(11, 23, 54, 55)",unavailable_no_bqskit,False,2,,,"(11, 23, 54, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
1375,1384,"(1, 13, 18, 23)",unavailable_no_bqskit,False,3,,,"(1, 13, 18, 23)",qiskit fallback is exact for two wires only; BQSKit unavailable
1384,1396,"(2, 3, 23, 33)",unavailable_no_bqskit,False,5,,,"(2, 3, 23, 33)",qiskit fallback is exact for two wires only; BQSKit unavailable
1396,1404,"(1, 3, 15, 23)",unavailable_no_bqskit,False,2,,,"(1, 3, 15, 23)",qiskit fallback is exact for two wires only; BQSKit unavailable
1404,1413,"(8, 10, 11, 31)",unavailable_no_bqskit,False,3,,,"(8, 10, 11, 31)",qiskit fallback is exact for two wires only; BQSKit unavailable
1413,1419,"(9, 33, 39)",unavailable_no_bqskit,False,2,,,"(9, 33, 39)",qiskit fallback is exact for two wires only; BQSKit unavailable
1419,1425,"(6, 31, 34, 45)",unavailable_no_bqskit,False,3,,,"(6, 31, 34, 45)",qiskit fallback is exact for two wires only; BQSKit unavailable
1425,1432,"(6, 9, 31, 32)",unavailable_no_bqskit,False,2,,,"(6, 9, 31, 32)",qiskit fallback is exact for two wires only; BQSKit unavailable
1436,1441,"(12, 18, 39, 43)",unavailable_no_bqskit,False,2,,,"(12, 18, 39, 43)",qiskit fallback is exact for two wires only; BQSKit unavailable
1444,1452,"(11, 13, 18, 43)",unavailable_no_bqskit,False,2,,,"(11, 13, 18, 43)",qiskit fallback is exact for two wires only; BQSKit unavailable
1452,1460,"(13, 14, 45, 55)",unavailable_no_bqskit,False,2,,,"(13, 14, 45, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
1460,1466,"(26, 42, 52, 55)",unavailable_no_bqskit,False,3,,,"(26, 42, 52, 55)",qiskit fallback is exact for two wires only; BQSKit unavailable
1466,1475,"(4, 17, 22, 26)",unavailable_no_bqskit,False,3,,,"(4, 17, 22, 26)",qiskit fallback is exact for two wires only; BQSKit unavailable
1475,1481,"(17, 26, 28)",unavailable_no_bqskit,False,2,,,"(17, 26, 28)",qiskit fallback is exact for two wires only; BQSKit unavailable
